POA_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
POA2019,132,40,29,34,12,3,3,0,452,0,0,0,0,0,0,0,0,0,0,3,175,168,292,81,57,50,46,11,5,3,888,197,165,84,7,3,4,0,0,6,6,474,185,152,148,22,20,11,7,3,0,9,549,3,13,0,0,3,5,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,185,164,152,22,17,10,11,10,0,9,575,0,0,0,0,0,0,0,0,0,0,0,380,323,237,25,21,14,12,9,6,15,1051,318,49,32,0,0,0,0,0,0,6,406,219,47,33,4,0,3,9,3,0,3,322,15,10,7,0,0,8,4,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,227,56,41,3,0,13,5,0,0,5,357,0,0,0,0,0,0,0,0,0,0,0,549,105,72,3,0,13,11,0,0,11,766,274,12,5,0,0,0,0,0,0,5,285,249,14,0,0
POA2020,1276,384,444,554,499,116,11,83,4177,0,0,0,0,0,0,0,0,0,6,9,437,628,1581,489,586,700,663,166,18,111,5374,194,117,100,24,19,7,13,4,0,4,475,537,406,286,72,70,82,59,12,10,19,1551,11,26,36,13,19,31,16,5,0,6,164,0,0,0,0,0,0,0,0,0,0,0,555,429,323,82,95,109,75,16,10,24,1710,0,0,0,0,0,0,0,0,0,5,5,746,541,422,111,109,120,81,21,13,31,2193,212,31,11,0,4,5,4,0,0,0,269,424,103,34,14,8,13,3,10,0,13,623,26,16,23,7,3,7,14,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,450,115,59,23,11,20,15,10,4,14,720,0,0,0,0,0,0,0,0,0,0,0,664,147,73,26,10,22,19,13,4,17,990,189,9,8,0,0,4,0,0,0,3,210,405,26,6,3
POA2021,69,34,38,38,64,12,6,0,340,0,0,0,0,0,0,0,0,0,0,0,232,74,193,91,78,108,136,55,18,13,992,236,149,144,31,19,9,15,17,0,6,628,86,83,82,14,16,22,20,3,5,0,339,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,86,90,90,14,16,22,20,3,5,0,343,0,0,0,0,0,0,0,0,0,0,5,323,236,235,39,34,34,38,20,5,10,973,403,74,32,9,11,6,8,8,0,10,568,105,42,12,7,0,8,6,0,0,0,179,5,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,109,44,15,6,0,7,6,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,519,120,50,12,11,10,14,14,0,10,759,410,23,6,4,0,4,6,0,0,0,458,114,5,0,0
POA2022,159,89,135,141,163,53,10,12,855,0,0,0,0,0,0,0,0,0,0,8,157,89,409,204,270,352,360,145,16,31,2023,209,154,156,24,17,9,17,0,8,7,597,177,139,101,22,42,21,30,16,5,10,562,3,5,8,5,0,5,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,177,143,107,24,42,27,40,16,5,9,600,0,0,0,0,0,0,0,0,0,0,0,382,295,261,52,64,30,51,21,10,14,1192,309,69,17,3,0,6,0,8,0,12,436,176,40,28,6,5,0,0,0,0,6,257,18,4,4,0,3,9,4,6,0,4,43,0,0,0,0,0,0,0,0,0,0,0,193,42,30,6,10,11,4,3,0,8,300,0,0,0,0,0,0,0,0,0,0,4,505,107,49,11,13,10,0,8,0,17,737,304,14,7,0,0,0,3,0,0,4,330,167,17,15,4
POA2023,46,31,25,30,46,21,0,7,259,0,0,0,0,0,0,0,0,0,4,4,118,51,153,73,77,67,98,30,5,17,683,161,104,69,12,19,8,3,0,0,3,392,102,65,56,7,15,9,0,5,3,0,269,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,99,64,58,10,17,11,4,5,3,0,274,0,0,0,0,0,0,0,0,0,0,0,267,171,132,27,33,22,7,5,0,4,670,299,41,27,5,5,0,3,0,0,4,392,125,17,9,0,4,3,3,0,0,0,165,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,131,19,9,0,3,3,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,431,59,35,5,8,7,12,0,5,9,565,347,16,9,0,0,3,0,0,0,4,373,126,9,0,0
POA2024,72,24,35,25,31,6,0,0,227,0,0,0,0,0,0,0,0,0,0,0,84,48,194,82,105,96,106,27,3,12,760,180,139,140,27,14,12,8,8,0,11,537,58,89,77,10,8,9,11,3,0,4,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,89,80,10,8,9,11,3,0,4,274,0,0,0,0,0,0,0,0,0,0,0,234,233,216,36,25,21,17,6,5,17,815,344,71,27,3,6,7,3,0,0,7,469,101,22,11,3,0,6,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,101,22,10,3,0,6,6,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,446,96,41,7,6,4,8,0,0,8,610,287,10,7,0,4,0,0,0,0,0,314,95,0,4,0
POA2025,35,7,9,15,26,11,3,3,136,0,0,0,0,0,0,0,0,0,0,0,76,30,94,27,30,56,53,14,9,16,405,93,50,42,0,10,6,3,0,0,4,204,62,48,48,9,11,10,13,3,0,0,202,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,60,49,47,9,11,9,15,3,0,0,212,0,0,0,0,0,0,0,0,0,0,0,158,96,89,12,18,18,18,3,0,9,415,181,28,12,6,9,0,0,3,0,5,238,68,14,12,7,0,0,0,0,0,8,117,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,74,14,12,9,0,0,4,0,0,8,121,0,0,0,0,0,0,0,0,0,0,0,251,44,27,17,5,0,4,3,0,10,364,190,14,11,0,0,0,0,0,0,0,215,48,0,4,0
POA2026,407,196,266,351,473,164,21,30,2089,0,0,0,0,0,0,0,0,0,7,7,480,225,1114,539,642,806,1004,355,61,81,5303,522,485,509,96,54,38,53,38,7,33,1833,180,339,339,77,61,65,59,14,4,10,1146,5,10,4,0,3,7,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,183,339,342,82,62,70,64,13,4,7,1181,0,0,0,0,0,0,0,0,0,9,9,705,832,859,178,114,108,115,55,9,46,3022,928,141,79,4,17,11,16,4,0,19,1223,287,77,33,7,3,5,15,7,0,4,444,6,3,0,0,0,3,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,5,295,79,33,7,3,6,17,10,0,4,463,0,0,0,0,0,0,0,0,0,3,3,1225,229,117,14,21,21,34,20,0,26,1690,701,27,10,0,0,0,0,4,0,6,756,290,9,0,3
POA2027,36,19,24,14,18,10,3,0,167,0,0,0,0,0,0,0,0,0,0,0,80,54,113,39,49,43,53,22,6,13,475,97,64,62,10,9,6,9,0,0,5,268,68,31,40,5,8,5,7,0,4,4,178,0,0,0,0,3,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,70,31,41,5,13,5,7,7,4,4,185,0,0,0,0,0,0,0,0,0,0,0,164,98,101,16,23,13,14,7,0,9,447,150,21,16,4,3,4,0,0,0,7,209,81,19,11,0,0,7,0,3,0,0,118,3,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,85,21,11,0,0,7,3,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,234,39,35,6,3,9,9,8,0,7,338,221,12,13,0,0,0,0,3,0,11,262,91,3,0,0
POA2028,30,11,8,9,13,5,4,4,102,0,0,0,0,0,0,0,0,0,0,0,78,18,71,33,37,37,44,21,11,3,347,44,37,56,10,5,0,0,5,0,0,152,26,29,36,7,10,5,8,14,0,0,120,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,30,36,5,10,7,8,14,0,0,121,0,0,0,0,0,0,0,0,0,0,0,66,62,89,19,10,7,8,15,0,4,275,87,17,11,4,0,0,0,0,0,0,121,42,11,5,0,0,4,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,49,5,10,0,0,4,0,5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,136,27,18,5,0,4,3,4,0,3,200,108,6,4,0,0,0,0,0,0,0,127,52,0,3,0
POA2029,43,18,28,24,32,3,0,9,210,0,0,0,0,0,0,0,0,0,0,0,118,55,134,41,57,55,59,17,4,7,559,186,104,87,8,15,12,12,8,3,4,441,95,91,63,23,6,6,12,0,4,8,316,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,96,94,69,23,6,12,10,3,4,8,327,0,0,0,0,0,0,0,0,0,0,0,284,199,157,35,27,24,27,10,3,15,771,341,59,24,0,6,3,5,5,0,6,461,150,26,18,0,3,4,0,3,0,0,214,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,153,28,23,0,3,4,0,3,0,0,225,0,0,0,0,0,0,0,0,0,5,5,490,89,50,10,10,13,5,11,0,9,687,345,24,7,0,0,0,0,0,0,4,386,126,14,3,0
POA2030,47,9,14,8,9,4,4,6,169,0,0,0,0,0,0,0,0,0,0,0,139,65,103,25,18,27,27,4,4,4,418,260,104,76,15,9,4,5,8,0,7,480,142,98,74,13,3,8,7,3,0,3,357,4,4,6,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,147,104,83,11,3,7,10,3,0,5,383,0,0,0,0,0,0,0,0,0,0,0,405,208,161,26,11,15,16,15,0,8,858,598,88,34,7,0,9,3,4,3,5,758,224,47,33,4,0,8,3,0,0,0,321,7,6,13,0,0,4,8,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,224,48,41,6,0,10,12,6,0,0,358,0,0,0,0,0,0,0,0,0,0,0,828,139,81,17,8,14,18,10,3,9,1116,627,36,15,5,0,0,0,3,0,7,695,223,8,4,0
POA2031,289,107,126,169,177,81,9,3,1177,0,0,0,0,0,0,0,0,0,3,5,357,202,874,357,371,510,587,216,36,41,3564,437,466,449,44,52,40,29,15,4,10,1553,277,298,308,67,51,42,50,18,6,11,1127,0,3,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,280,301,317,65,51,45,54,18,8,11,1155,0,0,0,0,0,0,0,0,0,0,0,716,769,773,108,105,82,87,37,13,21,2707,918,198,67,16,8,10,6,4,0,8,1238,374,111,53,7,12,6,8,10,3,4,596,7,11,8,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,381,120,58,7,15,4,13,8,5,11,625,0,0,0,0,0,0,0,0,0,0,0,1292,320,122,23,21,19,20,18,9,20,1862,797,36,20,0,4,0,0,3,0,9,874,393,20,11,0
POA2032,250,95,140,217,309,99,19,17,1308,0,0,0,0,0,0,0,0,0,0,5,147,134,363,132,188,268,356,122,29,28,1767,133,112,68,12,8,12,10,3,4,4,360,215,154,121,34,23,38,38,21,9,4,661,6,14,10,9,9,8,6,3,3,0,68,0,0,0,0,0,0,0,0,0,0,0,226,170,130,43,32,49,48,21,4,4,724,0,0,0,0,0,0,0,0,0,3,3,362,284,194,56,38,53,56,21,6,8,1089,261,43,13,0,0,0,0,0,0,11,331,300,66,25,0,6,10,6,4,0,0,417,13,5,6,4,3,9,10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,313,71,31,7,10,16,18,3,0,4,469,0,0,0,0,0,0,0,0,0,0,0,571,114,43,7,8,16,20,3,0,12,800,236,3,5,0,0,0,0,0,0,0,251,336,20,3,3
POA2033,182,80,109,137,164,63,6,9,905,0,0,0,0,0,5,0,0,0,0,4,147,134,285,126,141,189,209,83,10,12,1342,110,82,65,8,7,3,12,0,0,4,286,199,148,129,28,31,26,28,12,5,4,613,7,6,7,0,3,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,210,154,135,31,35,28,33,12,5,4,645,0,0,0,0,0,0,0,0,0,0,0,316,235,197,37,45,29,46,9,5,8,930,212,25,20,0,0,0,9,0,0,5,274,191,52,24,5,0,6,6,0,0,3,295,10,11,7,6,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,202,62,31,6,0,4,3,0,0,8,330,0,0,0,0,0,0,0,0,0,0,0,418,89,51,9,0,4,14,0,0,16,605,182,3,4,0,0,0,0,0,0,0,189,200,7,4,0
POA2034,117,66,82,95,116,24,3,12,616,0,0,0,0,0,0,0,0,0,4,4,204,110,502,195,266,355,409,162,24,34,2251,257,273,330,34,40,27,30,16,13,7,1031,148,124,136,31,28,25,49,15,3,5,573,3,3,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,151,127,136,35,31,25,49,16,3,5,584,0,0,0,0,0,0,0,0,0,5,5,413,405,466,68,67,60,82,34,15,15,1619,570,112,45,3,3,3,8,7,3,5,758,214,53,18,6,0,3,11,3,3,0,316,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,215,58,24,6,0,3,10,3,5,0,332,0,0,0,0,0,0,0,0,0,0,0,782,176,69,7,10,9,17,10,8,8,1094,459,21,13,3,0,5,0,0,0,10,512,238,9,8,0
POA2035,337,176,182,233,257,72,13,19,1659,0,0,0,0,0,0,0,0,0,4,4,343,291,625,258,295,355,367,105,19,31,2688,398,352,244,27,24,22,20,9,4,16,1114,586,411,298,93,69,54,45,23,14,12,1593,13,20,15,11,9,8,11,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,600,425,311,102,75,62,52,23,16,13,1676,0,0,0,0,0,0,0,0,0,3,3,991,778,556,129,95,79,71,35,16,35,2797,784,125,53,3,10,3,4,3,0,15,997,654,141,77,12,16,15,15,11,0,9,958,35,22,13,3,4,0,4,0,0,11,85,0,0,0,0,0,0,0,0,0,0,0,691,167,90,20,22,14,15,11,0,15,1043,0,0,0,0,0,0,0,0,0,4,0,1474,289,140,22,26,15,23,15,5,33,2048,670,23,16,7,0,0,6,0,0,11,739,822,44,16,5
POA2036,361,141,171,128,128,26,7,20,1335,0,0,0,0,0,0,0,0,0,43,45,289,267,671,211,258,237,220,60,9,76,2305,344,286,226,35,14,14,12,6,3,17,961,486,385,258,63,47,66,41,14,4,16,1383,9,18,14,12,7,0,11,3,0,0,82,0,0,0,0,0,0,0,0,0,0,3,495,396,272,78,56,70,49,23,8,17,1463,0,0,0,0,0,0,0,0,0,40,40,845,692,498,109,73,79,64,25,9,77,2467,679,93,39,9,5,3,8,0,0,10,842,686,168,76,19,17,17,5,11,3,12,1016,54,25,16,0,4,9,0,0,0,10,113,0,0,0,0,0,0,0,0,0,0,0,740,197,93,26,20,22,10,8,3,18,1133,0,0,0,0,0,0,0,0,0,44,44,1417,291,132,30,22,27,10,10,3,70,2016,609,31,16,0,0,0,7,5,0,13,674,851,46,30,4
POA2037,228,66,86,94,131,38,10,6,870,0,0,0,0,0,0,0,0,0,3,5,277,175,389,118,137,173,213,59,20,14,1579,236,146,138,21,18,20,14,12,7,11,617,202,144,124,43,28,27,44,9,4,4,623,0,11,10,4,3,5,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,205,156,130,45,25,25,43,8,4,4,660,0,0,0,0,0,0,0,0,0,6,4,439,300,270,68,44,50,63,21,9,16,1282,315,76,34,4,0,7,0,5,0,3,446,204,54,22,7,0,5,13,9,3,4,318,19,11,11,0,6,0,6,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,225,68,30,4,3,5,17,14,4,3,373,0,0,0,0,0,0,0,0,0,0,0,541,135,65,10,3,11,18,23,6,7,818,400,23,13,0,0,4,3,4,0,4,450,180,7,10,5
POA2038,41,18,26,27,30,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,107,47,108,30,37,40,40,10,0,8,426,153,79,63,8,10,8,8,4,0,4,337,64,60,34,4,3,0,6,0,0,0,179,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,59,35,4,3,0,4,0,3,0,187,0,0,0,0,0,0,0,0,0,0,0,222,136,97,21,14,16,14,5,3,8,521,245,49,18,0,4,0,4,0,0,0,324,69,21,10,0,5,0,0,5,0,0,103,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,70,21,13,0,5,0,0,5,0,0,109,0,0,0,0,0,0,0,0,0,0,0,317,65,36,4,7,0,4,0,0,3,438,213,8,3,0,0,0,0,0,0,0,230,66,0,0,0
POA2039,30,16,14,15,25,11,0,3,160,0,0,0,0,0,0,0,0,0,0,0,103,39,89,25,23,37,38,12,8,4,376,146,135,111,12,11,10,11,0,0,3,438,87,37,39,6,12,13,14,0,0,0,208,0,0,6,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,87,39,46,6,16,8,18,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,236,172,154,25,30,19,21,0,3,3,665,300,74,21,5,0,6,5,4,0,3,418,66,16,9,5,0,3,4,0,0,0,105,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,65,16,9,3,6,3,6,3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,367,86,32,11,4,8,9,5,0,3,530,259,12,12,0,3,0,0,0,0,9,290,82,3,0,0
POA2040,131,27,43,39,41,12,0,4,457,0,0,0,0,0,0,0,0,0,0,0,244,107,235,52,66,79,63,18,0,14,876,384,201,186,13,26,15,10,0,4,11,843,217,166,130,18,15,14,11,10,0,0,583,5,6,10,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,219,173,137,18,15,14,14,11,0,0,604,0,0,0,0,0,0,0,0,0,0,0,603,372,315,39,40,20,24,8,7,13,1443,725,118,48,0,4,0,7,0,0,9,915,222,49,37,10,12,0,3,0,0,4,332,18,5,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,238,60,40,5,9,0,3,0,0,4,358,0,0,0,0,0,0,0,0,0,0,0,957,180,91,11,14,0,6,0,0,12,1270,516,34,11,0,0,0,0,0,0,5,568,223,7,3,0
POA2041,48,17,21,15,16,4,0,7,193,0,0,0,0,0,0,0,0,0,0,0,117,64,142,36,42,50,46,8,5,7,527,236,188,143,33,27,18,11,4,16,4,681,105,84,87,12,15,13,15,5,0,3,349,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,108,90,91,12,18,12,15,5,0,3,355,0,0,0,0,0,0,0,0,0,0,0,342,282,233,48,44,32,23,13,18,9,1045,545,146,80,14,8,10,0,8,0,8,823,110,35,16,4,5,7,0,0,5,0,185,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,118,38,17,4,8,7,0,0,5,0,195,0,0,0,0,0,0,0,0,0,0,0,667,179,99,17,10,15,8,7,3,7,1021,529,32,24,4,3,3,0,5,3,3,599,96,11,5,0
POA2042,166,50,88,65,111,25,4,12,677,0,0,0,0,0,0,0,0,0,0,0,357,128,400,117,144,132,199,66,18,29,1583,287,202,197,29,21,15,19,8,5,11,789,149,118,102,29,16,19,21,7,0,5,467,0,12,8,0,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,153,132,111,30,21,18,20,3,0,5,501,0,0,0,0,0,0,0,0,0,0,0,438,333,301,56,40,35,38,17,11,17,1289,475,76,30,9,8,0,0,4,0,3,608,160,37,17,4,0,0,0,0,0,3,233,3,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,167,41,27,4,0,0,0,0,0,3,247,0,0,0,0,0,0,0,0,0,0,0,640,116,55,15,5,0,6,3,0,14,861,424,18,3,0,0,0,0,4,0,3,453,122,7,0,3
POA2043,137,41,42,50,45,10,4,3,461,0,0,0,0,0,0,0,0,0,0,0,215,132,316,113,112,130,107,45,9,12,1184,189,158,204,28,24,18,19,9,3,8,652,127,94,99,33,16,20,20,4,3,8,414,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,127,95,98,33,15,24,23,4,3,8,426,0,0,0,0,0,0,0,0,0,0,0,316,255,300,56,37,37,44,18,3,10,1075,262,43,33,5,0,4,0,0,0,4,354,99,28,13,3,0,5,3,0,0,0,144,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,99,26,13,3,4,9,3,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,365,67,41,9,8,3,3,0,0,4,512,212,10,5,0,3,0,0,0,0,0,232,68,4,0,0
POA2044,70,43,35,26,18,8,0,6,295,0,0,0,0,0,0,0,0,0,0,0,146,80,138,62,72,46,39,19,0,9,608,143,99,70,10,11,0,3,0,0,0,341,121,75,61,18,14,4,9,3,0,3,302,3,3,5,0,9,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,123,77,64,15,19,11,11,0,0,9,334,0,0,0,0,0,0,0,0,0,0,0,262,182,136,27,32,13,15,0,0,10,676,194,24,14,0,0,0,0,0,0,9,240,109,19,10,0,0,0,0,0,0,4,148,13,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,120,24,10,4,0,3,4,0,0,7,173,0,0,0,0,0,0,0,0,0,0,0,315,46,23,4,4,3,0,0,0,9,413,129,5,4,0,0,0,0,0,0,4,143,129,3,3,0
