POA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
POA2019,..,8,22,8,0,0,3,7,0,3,53,..,7,18,4,12,4,8,3,0,4,62,..,0,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,7,18,4,12,10,5,10,0,4,77,..,0,0,0,0,0,0,0,0,0,0,..,13,42,8,15,7,14,9,0,11,124,23,33,18,0,4,6,9,0,0,5,90,12,22,19,6,12,9,24,9,0,4,106,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,26,19,4,16,9,19,9,0,4,114,0,0,0,0,0,0,0,0,0,0,0,36,57,36,5,13,12,32,6,0,11,201,93,65,160,39,23,20,30,4,0,3,439,88,97,125,40,28,26,17,3,3,0,430,0,0,4,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,87,101
POA2020,..,11,11,11,3,9,3,5,6,5,66,..,7,44,23,23,37,22,4,3,22,184,..,0,0,0,4,8,16,6,5,5,43,..,0,0,0,0,0,0,0,0,0,6,..,7,44,25,23,43,40,8,8,31,234,..,0,0,0,0,0,0,0,0,0,0,..,18,50,33,27,55,45,15,14,33,293,34,34,22,20,30,31,57,25,0,9,270,36,73,277,241,290,301,319,121,4,34,1700,5,0,18,11,16,9,22,18,0,3,104,0,0,0,0,0,0,0,0,0,0,0,39,73,298,253,307,308,345,141,3,39,1807,0,0,0,0,0,0,0,0,0,0,4,76,107,317,275,340,340,403,168,4,57,2085,164,96,302,105,143,137,161,50,7,22,1187,262,523,1227,365,400,482,420,108,11,76,3866,15,5,53,23,41,74,74,14,0,4,309,0,0,0,0,0,0,0,0,0,4,4,277,529
POA2021,..,24,41,15,24,10,26,24,11,15,187,..,3,0,0,0,7,11,4,0,0,27,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,11,11,4,0,0,31,..,0,0,0,0,0,0,0,0,0,0,..,29,41,15,24,20,36,25,10,15,219,46,51,13,7,3,13,7,4,0,3,160,8,20,20,4,7,15,19,4,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,20,4,7,15,19,9,0,4,89,0,0,0,0,0,0,0,0,0,0,0,57,72,31,13,14,23,24,11,3,6,246,185,49,121,55,39,65,75,34,12,15,652,45,22,66,37,38,39,60,16,6,0,324,5,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,49,22
POA2022,..,16,33,11,9,19,15,12,11,3,125,..,0,18,7,8,3,15,8,0,6,74,..,0,0,0,0,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,18,8,12,5,15,8,5,3,81,..,0,0,0,0,0,0,0,0,0,0,..,16,45,16,15,27,34,22,15,5,206,35,28,15,9,13,26,35,24,7,9,195,9,12,27,10,20,39,24,15,0,8,158,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,12,27,10,18,39,29,15,0,8,160,0,0,0,0,0,0,0,0,0,0,0,46,41,39,23,35,63,64,38,5,8,360,103,43,249,114,136,212,192,88,5,12,1159,56,41,159,89,131,140,155,50,4,10,834,0,0,0,0,0,5,12,3,0,4,27,0,0,0,0,0,0,0,0,0,0,0,56,40
POA2023,..,10,63,10,18,11,17,10,8,3,150,..,6,16,5,4,13,9,8,3,4,78,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,6,18,5,5,13,10,7,3,4,85,..,0,0,0,0,0,0,0,0,0,0,..,23,81,14,25,26,26,16,16,11,231,40,55,30,9,8,8,11,6,9,0,177,12,4,10,4,9,15,9,3,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,4,9,15,7,3,4,0,70,0,0,0,0,0,0,0,0,0,0,0,51,66,40,9,12,25,19,11,5,8,243,88,27,104,42,52,32,57,8,0,5,414,32,23,44,25,27,30,39,18,0,7,245,3,3,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,32,27
POA2024,..,21,54,18,13,13,17,16,5,5,168,..,0,15,7,4,8,7,0,0,0,38,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,15,7,4,8,7,0,0,0,40,..,0,0,0,0,0,0,0,0,0,0,..,25,69,16,22,21,23,22,9,7,204,22,43,17,5,0,6,10,3,3,0,118,3,9,3,3,3,5,16,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,5,16,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,29,52,23,9,4,3,27,6,0,0,169,66,37,120,57,72,69,73,21,3,8,528,14,20,72,23,34,24,29,6,0,0,224,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,20
POA2025,..,7,39,12,4,13,7,8,4,4,95,..,0,18,3,9,7,3,4,3,0,47,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,18,3,9,10,3,4,3,0,49,..,0,0,0,0,0,0,0,0,0,0,..,11,52,16,12,22,12,12,5,3,148,39,29,9,0,0,3,11,5,0,4,97,4,6,10,0,0,8,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,4,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,42,34,18,0,3,11,13,0,0,4,131,62,19,61,21,24,35,26,11,7,12,266,17,12,37,7,9,14,23,11,3,3,128,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,12
POA2026,..,22,71,13,20,25,37,25,6,13,234,..,11,35,14,9,19,16,9,5,7,116,..,0,0,0,0,0,0,9,4,0,12,..,0,0,0,0,0,0,0,0,0,0,..,11,35,14,9,19,19,20,3,9,131,..,0,0,0,0,0,0,0,0,0,0,..,35,109,28,23,43,56,41,12,20,367,82,72,39,5,6,23,63,33,6,11,336,17,20,20,12,20,38,64,39,0,6,232,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,20,20,12,20,38,69,37,0,5,236,0,0,0,0,0,0,0,0,0,0,6,98,92,55,13,25,56,132,75,11,17,576,384,132,704,347,370,459,533,190,40,45,3205,89,92,401,189,268,340,449,150,21,31,2033,4,0,5,6,4,11,21,10,0,4,55,0,0,0,0,0,0,0,0,0,0,4,94,94
POA2027,..,0,25,5,4,4,6,5,0,3,60,..,3,9,0,3,8,0,8,0,0,33,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,9,0,3,8,0,8,0,0,34,..,0,0,0,0,0,0,0,0,0,0,..,6,34,12,7,15,6,8,3,3,92,32,27,20,0,0,5,0,0,0,0,90,0,10,10,3,0,9,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,9,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,37,38,30,4,0,8,3,5,4,4,136,59,30,77,19,25,26,35,17,5,7,304,16,21,32,19,24,14,18,10,3,0,167,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,21
POA2028,..,3,10,0,0,5,5,3,0,3,34,..,0,15,0,4,0,0,4,0,0,33,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,15,0,4,0,0,6,0,0,35,..,0,0,0,0,0,0,0,0,0,0,..,3,23,0,5,5,5,10,0,4,72,15,10,4,0,4,0,0,4,0,4,46,4,5,13,3,0,7,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,3,0,7,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,19,18,17,8,0,7,3,9,0,4,89,59,13,45,26,25,25,34,9,5,4,245,21,5,30,11,8,9,13,5,4,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
POA2029,..,8,39,5,9,10,15,22,4,0,112,..,0,27,5,4,13,4,4,5,3,73,..,0,0,0,0,0,0,0,7,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,27,5,4,15,9,4,10,3,80,..,0,0,0,0,0,0,0,0,0,0,..,16,61,12,15,25,22,28,11,3,193,31,37,18,3,7,9,7,0,0,0,115,11,8,21,3,0,6,4,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,3,0,6,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,48,45,34,6,9,10,9,6,0,4,173,93,28,90,24,34,31,30,11,0,6,352,22,29,43,18,28,25,28,3,0,9,195,0,3,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,29
POA2030,..,35,70,10,12,25,19,24,10,8,208,..,8,35,13,0,6,19,14,0,0,100,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,39,13,0,6,18,16,0,0,103,..,0,0,0,0,0,0,0,0,0,0,..,40,109,26,13,31,34,38,7,8,309,84,100,32,3,0,7,7,7,0,4,249,10,23,27,3,4,3,8,10,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,26,3,4,3,8,10,0,3,91,0,0,0,0,0,0,0,0,0,0,0,94,117,67,4,7,10,10,13,0,9,341,106,24,59,12,6,16,15,3,0,0,248,34,37,47,8,14,8,10,4,4,6,165,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,36
POA2031,..,44,83,33,26,27,23,41,10,17,312,..,14,43,12,21,15,32,21,9,3,164,..,0,0,0,0,4,0,4,0,0,14,..,0,0,0,0,0,0,0,0,0,3,..,14,48,12,21,21,34,26,9,3,179,..,0,0,0,0,0,0,0,0,0,0,..,55,133,48,46,46,60,69,18,19,489,113,104,40,16,21,33,62,33,8,0,424,20,38,40,17,35,48,64,49,8,6,331,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,38,38,19,35,50,70,52,6,6,333,0,0,0,0,0,0,0,0,0,0,0,129,147,80,32,59,84,134,84,14,9,765,236,115,584,242,242,342,410,140,28,36,2379,125,89,290,106,121,162,169,78,9,3,1155,0,0,0,4,3,4,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,122,89
POA2032,..,8,17,3,5,7,11,7,6,7,66,..,6,24,13,9,27,27,6,5,0,109,..,0,0,0,0,0,0,15,4,0,21,..,0,0,0,0,0,0,0,0,0,0,..,6,24,13,9,24,26,20,10,0,131,..,0,0,0,0,0,0,0,0,0,0,..,10,47,18,14,35,34,28,8,10,202,59,31,16,6,18,25,44,15,5,9,228,38,57,83,54,78,116,192,82,3,13,720,0,0,0,0,9,5,24,5,0,4,46,0,0,0,0,0,0,0,0,0,0,0,38,57,84,56,89,123,217,85,3,16,765,0,0,0,0,0,0,0,0,0,0,0,96,95,100,63,98,153,254,102,7,23,995,73,37,110,36,45,51,49,25,9,13,453,77,93,236,90,138,204,274,97,16,11,1233,0,0,14,7,3,11,32,8,4,5,75,0,0,0,0,0,0,0,0,0,0,0,77,91
POA2033,..,3,23,0,0,6,21,0,0,4,56,..,11,32,5,9,11,13,5,0,0,91,..,0,0,0,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,11,36,8,11,11,12,5,0,0,103,..,0,0,0,0,0,0,0,0,0,0,..,13,58,11,15,11,33,7,3,4,164,37,48,21,7,18,29,27,23,11,6,226,26,66,89,62,93,117,172,113,16,4,755,0,0,0,3,0,0,14,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,26,68,89,67,97,119,189,112,16,4,780,0,0,0,0,0,0,0,0,0,0,4,65,120,102,72,113,147,217,140,24,8,1008,70,44,102,46,38,54,42,26,9,6,428,75,85,177,75,104,137,147,59,6,9,875,0,8,5,0,7,3,15,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,78,89
POA2034,..,21,59,12,14,20,27,10,11,11,183,..,7,26,16,13,15,25,3,3,3,111,..,0,0,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,7,26,18,13,15,29,4,8,3,118,..,0,0,0,0,0,0,0,0,0,0,..,34,84,32,21,31,57,18,19,12,307,51,34,29,4,11,14,24,14,12,6,194,9,19,21,9,9,11,24,10,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,18,9,9,11,24,12,0,0,110,0,0,0,0,0,0,0,0,0,0,7,63,54,46,9,16,21,51,18,8,4,307,148,70,388,132,187,255,295,136,25,16,1635,55,41,116,66,82,92,116,23,3,12,601,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,55,41
POA2035,..,28,70,6,19,16,19,13,6,14,179,..,24,79,28,13,20,27,12,8,9,227,..,0,0,4,0,0,7,9,18,0,32,..,0,0,0,0,0,0,0,0,0,0,..,24,79,32,13,20,41,17,19,13,261,..,0,0,0,0,0,0,0,0,0,5,..,44,145,38,34,40,57,30,23,28,444,77,72,31,8,19,15,23,19,12,7,277,50,88,82,40,53,69,80,28,6,3,495,0,0,4,0,3,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,51,88,85,37,57,71,84,23,3,3,515,0,0,0,0,0,0,0,0,0,4,3,130,159,111,51,77,91,110,44,13,19,798,154,109,294,80,105,125,112,35,5,8,1030,183,180,324,177,179,221,233,66,9,18,1591,4,4,9,0,4,10,25,5,0,4,64,0,0,0,0,0,0,0,0,0,0,0,185,180
POA2036,..,20,51,7,9,9,13,6,8,16,145,..,19,79,35,26,38,36,23,0,9,266,..,0,0,3,0,7,10,0,10,0,29,..,0,0,0,0,0,0,0,0,0,0,..,19,79,34,29,48,49,31,13,9,302,..,0,0,0,0,0,0,0,0,0,0,..,30,133,48,35,51,62,35,22,29,445,47,72,26,7,13,14,33,13,6,5,226,54,94,97,51,71,67,86,32,0,4,556,0,0,4,3,4,0,14,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,54,94,99,52,80,71,104,39,0,8,598,0,0,0,0,0,0,0,0,0,11,11,100,159,127,57,91,81,137,49,4,21,835,130,74,306,71,88,107,91,34,7,13,929,155,188,356,138,168,118,120,24,4,11,1280,4,3,9,0,3,10,9,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,159,194
POA2037,..,9,19,8,11,10,3,13,0,0,76,..,0,19,10,9,9,10,8,5,0,66,..,0,0,0,0,0,0,0,3,0,8,..,0,0,0,0,0,0,5,0,0,5,..,0,19,10,9,9,11,12,7,3,79,..,0,0,0,0,0,0,0,0,0,0,..,5,41,13,22,19,14,19,9,6,157,62,52,25,12,19,16,19,13,6,7,219,20,18,56,46,58,74,90,44,4,6,415,0,0,0,0,0,6,11,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,20,19,56,46,61,78,104,52,4,6,438,0,0,0,0,0,0,0,0,0,0,0,77,69,78,55,78,92,121,66,8,13,662,174,75,157,48,45,81,82,21,11,7,705,106,101,225,66,82,89,124,35,10,6,842,3,3,3,0,5,0,11,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,108,100
POA2038,..,11,35,0,8,6,10,11,8,5,89,..,0,11,3,3,6,0,0,0,0,24,..,0,0,0,0,0,0,6,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,11,3,3,6,0,4,0,0,29,..,0,0,0,0,0,0,0,0,0,0,..,14,38,3,11,11,11,13,12,5,117,25,38,9,5,0,0,5,6,0,0,83,4,7,4,3,3,3,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,3,5,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,30,47,11,4,3,3,11,5,0,5,122,81,27,69,19,17,10,13,11,0,7,250,28,17,39,18,26,20,23,0,0,0,175,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,17
POA2039,..,14,21,10,5,5,17,5,0,3,72,..,0,10,0,11,4,3,6,0,0,32,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,11,4,3,5,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,18,33,9,13,9,18,4,0,3,110,20,25,12,0,3,6,0,0,0,0,64,0,5,7,4,4,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,34,16,5,4,5,0,0,0,0,90,71,14,56,8,12,26,12,3,0,0,221,34,23,30,16,14,10,22,11,0,3,152,0,0,4,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,23
POA2040,..,26,68,14,19,17,7,12,0,5,174,..,4,31,3,10,6,12,8,3,5,81,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,31,3,10,6,12,7,0,5,82,..,0,0,0,0,0,0,0,0,0,0,..,26,98,23,27,21,24,24,7,12,260,50,54,16,0,13,6,0,4,0,0,149,14,22,20,15,11,16,12,7,0,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,20,15,11,16,13,7,0,4,117,0,0,0,0,0,0,0,0,0,0,0,63,78,40,18,18,20,13,8,0,8,275,152,42,98,27,20,36,24,6,0,10,415,91,59,131,30,45,43,37,8,0,5,442,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,94,59
POA2041,..,20,72,24,9,31,10,22,21,3,215,..,6,15,9,7,5,7,6,8,0,53,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,6,15,9,7,5,11,3,11,0,55,..,0,0,0,0,0,0,0,0,0,0,..,26,89,27,22,34,17,29,31,8,274,30,43,29,0,0,5,3,0,0,5,115,3,8,12,0,5,3,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,5,5,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,50,39,6,8,7,9,4,0,3,159,94,27,92,17,24,35,28,8,0,5,333,27,29,48,16,21,10,16,4,0,0,184,0,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,32
POA2042,..,8,28,5,12,8,5,9,4,10,74,..,0,5,4,0,3,0,9,0,0,31,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,5,3,10,0,8,0,4,34,..,0,0,0,0,0,0,0,0,0,0,..,8,32,10,10,13,4,20,4,8,111,65,44,23,14,12,15,20,19,6,4,214,18,26,19,21,33,35,65,17,3,0,255,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,26,19,19,33,35,65,25,6,0,255,0,0,0,0,0,0,0,0,0,0,0,88,70,44,30,48,48,76,42,13,12,474,266,70,228,66,56,65,83,41,15,18,909,91,59,160,44,83,68,104,25,4,10,644,4,3,0,3,0,6,9,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,95,62
POA2043,..,9,11,0,3,10,8,4,4,4,57,..,0,5,3,4,8,11,3,0,5,43,..,0,0,0,0,0,0,0,0,3,7,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,4,8,14,7,0,6,48,..,0,0,0,0,0,0,0,0,0,0,..,8,17,7,9,21,21,8,4,9,105,20,13,8,4,4,0,6,0,0,0,64,8,4,9,5,18,17,11,17,0,3,98,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,9,5,17,17,18,15,0,3,103,0,0,0,0,0,0,0,0,0,0,0,30,19,18,15,21,18,20,16,0,3,164,152,69,186,72,70,78,65,28,3,4,724,62,60,129,41,39,50,40,11,4,4,439,0,0,5,0,4,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,65,66
POA2044,..,4,3,6,4,0,6,3,0,0,33,..,4,7,0,4,0,3,0,0,3,29,..,0,0,0,0,0,3,0,0,3,6,..,0,0,0,0,0,0,0,0,0,0,..,4,7,0,4,0,5,0,6,0,27,..,0,0,0,0,0,0,0,0,0,0,..,8,10,5,10,3,11,3,4,0,63,14,11,9,0,0,0,3,0,5,4,53,3,7,8,7,8,15,14,9,0,0,62,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,10,7,8,14,15,8,0,0,69,0,0,0,0,0,0,0,0,0,0,0,16,18,18,5,14,14,16,5,5,0,126,102,31,62,24,36,21,21,9,0,8,306,44,44,59,37,36,18,11,8,0,3,264,0,0,13,3,6,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,45,44
