POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA2019,18,38,8,5,8,3,0,4,3,89,46,71,21,6,10,6,8,3,0,174,100,114,244,20,26,21,40,45,6,618,58,24,178,6,6,5,20,34,6,329,11,3,19,0,3,0,4,10,0,52,16,63,5,15,0,6,0,8,3,125,12,52,0,5,5,0,3,7,0,90,197,158,19,19,83,54,29,24,10,602,37,76,11,62,22,10,12,9,3,236,28,50,16,7,3,8,3,3,0,119,17,5,33,11,7,13,16,11,0,107,0,0,0,0,0,0,0,0,0,0,9,3,5,6,4,3,8,0,0,40,5,6,10,0,5,7,8,9,15,72,556,674,576,163,194,127,153,155,51,2647,19,38,10,7,15,3,0,0,0,83,9,19,4,3,16,3,0,0,0,54,11,27,4,9,16,9,0,0,0,73,5,17,5,0,0,0,0,0,0,36,3,5,3,0,6,0,0,0,0,27
POA2020,25,74,15,4,10,3,5,9,0,149,77,332,42,16,26,26,27,24,6,581,133,330,320,27,61,19,61,70,15,1047,43,47,163,5,17,5,19,40,4,339,3,3,12,0,5,6,0,9,3,53,15,118,16,19,3,8,8,4,0,195,6,31,5,9,5,0,5,5,0,71,272,439,135,77,233,125,94,122,33,1536,52,132,29,50,30,22,33,20,7,371,30,79,29,17,15,35,10,15,4,225,33,4,136,38,14,22,20,28,0,295,0,0,0,0,0,0,0,3,0,11,8,23,7,7,0,3,9,7,6,73,11,16,33,9,10,10,13,15,45,163,705,1623,946,286,436,285,319,376,125,5093,25,59,14,13,19,16,6,5,3,141,18,106,20,19,11,12,7,10,0,202,24,80,20,10,30,16,9,14,0,207,7,41,13,0,13,6,0,6,3,84,5,5,3,0,4,0,0,6,0,27
POA2021,29,93,3,0,18,5,0,0,4,159,30,69,6,0,4,3,0,0,5,120,87,137,45,9,15,4,7,10,4,314,51,100,52,0,11,7,7,4,0,231,7,4,4,7,0,0,0,0,0,24,25,195,3,13,4,4,0,0,0,249,19,43,0,6,3,0,0,0,0,68,452,605,21,29,108,109,15,10,25,1375,145,518,12,39,47,27,0,10,23,819,49,153,17,20,13,15,0,6,3,290,17,6,33,11,4,8,8,6,0,98,0,0,0,0,0,0,0,0,0,0,10,16,3,3,4,6,0,6,0,37,13,19,7,0,4,0,0,0,16,68,937,1961,201,128,235,198,40,66,83,3850,32,55,13,5,8,5,0,0,0,113,7,21,0,3,3,0,0,0,0,32,15,28,3,0,7,0,0,3,0,63,14,102,7,0,5,6,0,0,4,143,7,8,0,0,7,0,0,0,0,22
POA2022,25,55,4,4,3,5,0,4,4,101,50,115,15,4,7,3,3,4,0,198,86,148,102,17,21,16,20,27,10,435,49,58,109,5,8,0,0,13,5,257,7,11,8,0,0,0,0,0,0,29,16,108,10,17,6,0,0,4,5,154,6,32,0,4,3,5,4,0,6,52,305,443,33,26,77,87,17,31,18,1033,85,260,6,31,24,16,0,3,10,445,33,86,11,5,4,10,4,4,0,161,20,3,42,3,0,4,3,9,0,89,0,0,0,0,0,0,0,0,0,0,9,13,4,3,0,5,3,0,4,43,12,21,18,3,0,5,0,9,20,91,695,1343,360,118,167,151,59,120,76,3097,22,49,5,8,11,6,0,4,0,107,12,33,3,4,8,0,0,0,0,58,10,28,3,6,11,6,0,0,0,58,7,48,7,3,6,5,5,0,0,89,3,4,4,3,0,0,0,0,0,16
POA2023,23,35,4,4,3,5,0,3,4,71,26,38,8,0,0,0,0,0,4,78,72,72,29,5,8,3,0,4,0,202,45,32,42,0,0,0,0,3,6,146,3,7,11,0,0,0,3,0,0,31,19,202,3,4,4,5,0,0,6,247,9,39,0,0,0,0,0,0,0,54,302,335,13,17,38,62,7,12,35,825,115,256,5,14,24,21,4,3,12,454,21,83,9,3,12,13,0,3,3,154,15,0,5,3,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,4,8,8,0,4,3,0,0,0,0,33,9,7,6,0,3,0,0,0,8,29,663,1118,137,61,110,118,25,37,76,2352,16,37,0,0,4,0,0,0,0,62,4,12,0,0,8,0,0,0,0,26,10,10,3,0,4,0,0,0,0,26,9,40,6,3,9,5,0,0,5,73,0,8,0,0,0,0,0,0,0,12
POA2024,24,47,0,3,6,4,0,3,4,96,22,44,4,3,10,0,0,0,3,87,62,103,58,7,16,9,5,6,3,277,59,70,81,4,5,0,3,6,6,235,5,6,11,0,0,0,5,5,0,37,11,130,3,17,5,0,3,4,0,165,3,35,0,7,0,0,0,0,0,48,273,338,22,15,52,79,6,5,18,800,118,252,16,19,23,10,0,0,11,454,29,126,24,4,13,8,8,3,0,219,5,0,17,8,3,0,0,4,0,42,0,0,0,0,0,0,0,0,0,6,7,19,0,3,3,0,0,0,0,37,17,5,7,3,3,3,0,3,7,51,634,1185,243,88,137,122,33,50,54,2551,20,42,0,5,7,0,0,0,0,81,14,9,0,0,4,0,0,0,0,28,9,33,8,0,6,0,0,0,0,56,5,55,10,0,4,0,0,0,3,79,4,3,6,0,0,0,0,0,0,18
POA2025,10,22,0,3,0,3,0,0,5,45,18,32,0,0,0,3,0,0,0,55,31,48,19,0,13,6,3,5,0,126,18,25,18,0,4,0,0,3,0,74,3,7,0,0,0,0,0,0,0,10,9,104,0,4,0,0,4,0,0,123,7,11,0,0,3,0,0,0,0,24,187,262,6,4,29,42,0,3,16,553,81,225,5,9,19,8,0,4,10,353,18,55,4,0,3,7,4,3,0,91,7,0,13,3,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,13,3,12,0,3,0,0,0,0,7,29,396,816,63,40,81,75,7,23,39,1535,12,23,0,0,10,0,0,0,0,50,0,8,0,0,4,3,0,0,0,21,3,3,0,0,0,0,0,0,0,14,9,35,3,0,0,4,0,0,0,50,0,6,0,0,0,0,0,0,0,8
POA2026,53,146,9,8,16,15,3,0,4,253,85,208,21,0,14,16,3,3,0,356,234,348,250,24,38,23,43,43,13,1010,154,178,252,7,21,6,14,26,7,675,26,22,23,0,7,0,0,5,0,89,44,283,7,38,11,11,9,15,0,415,19,92,7,22,0,5,6,7,0,159,933,1114,80,71,163,264,49,53,61,2786,283,653,23,52,78,60,16,22,32,1219,95,393,37,24,25,30,15,17,9,656,46,11,85,12,0,10,4,17,0,199,0,0,0,0,0,0,0,0,0,3,32,46,10,3,4,8,0,6,7,130,29,30,28,10,3,10,13,8,52,186,2038,3534,841,281,381,466,174,231,195,8136,55,131,12,18,20,14,8,5,0,256,15,52,3,0,14,4,0,0,3,91,27,66,7,5,20,12,0,6,4,152,35,148,19,8,9,13,0,3,0,229,13,19,5,3,6,0,0,0,4,50
POA2027,20,28,4,6,4,0,0,0,4,60,21,31,0,0,4,7,0,0,0,64,52,61,21,4,9,8,0,6,0,158,27,37,18,0,0,6,3,4,0,91,5,5,6,0,0,0,0,0,0,13,15,120,0,11,4,0,0,0,0,147,5,5,3,4,0,5,0,0,0,20,248,235,4,11,32,54,0,13,21,622,95,239,6,12,16,13,0,0,10,401,20,49,8,3,3,3,0,0,4,88,4,0,16,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,11,13,4,0,5,0,0,0,0,31,8,3,3,0,0,0,0,0,7,28,530,828,86,54,72,96,12,22,52,1744,9,25,7,0,10,0,0,0,0,51,8,4,0,0,0,0,0,0,0,11,8,13,0,0,5,0,0,0,0,28,10,34,0,6,3,0,0,0,0,59,0,4,0,0,0,0,0,0,0,7
POA2028,16,18,0,0,5,0,0,0,0,39,13,13,4,0,4,0,0,0,0,36,22,37,15,0,3,9,0,0,4,91,15,32,6,0,5,0,0,0,0,61,4,0,5,0,0,0,0,0,0,7,0,57,0,4,0,0,0,0,0,65,6,9,3,3,0,0,0,0,0,19,139,188,10,9,28,34,4,3,14,422,53,133,0,3,22,9,0,9,6,239,8,36,0,3,5,3,4,0,0,54,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,3,3,4,0,0,0,0,0,3,11,290,525,56,21,71,50,5,16,36,1067,8,9,0,0,11,0,0,0,0,34,0,3,0,0,0,0,0,0,0,8,7,9,0,0,3,0,0,0,0,18,8,20,0,0,3,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0
POA2029,15,26,0,3,5,3,0,7,4,56,33,32,7,0,8,3,0,0,0,82,68,66,61,5,9,5,11,6,0,235,31,30,52,0,5,4,0,4,0,142,0,0,7,0,0,6,0,0,0,22,20,117,0,9,3,4,0,0,0,161,6,35,0,3,0,0,0,0,0,45,302,242,18,19,55,75,12,12,18,749,75,201,13,19,16,13,8,6,12,362,30,60,9,3,4,11,0,3,0,121,11,3,19,0,0,4,0,4,0,43,0,0,0,0,0,0,0,0,0,0,11,15,4,0,4,0,0,0,3,36,6,4,4,3,0,6,0,3,14,44,613,824,190,68,108,136,37,47,52,2086,10,25,5,0,7,3,0,3,0,47,5,8,0,3,5,0,0,0,0,22,7,9,0,0,6,0,0,0,0,30,10,34,6,0,0,0,0,0,0,56,4,7,0,3,0,0,0,0,0,13
POA2030,43,41,5,4,3,5,0,4,7,104,34,61,10,3,0,4,0,0,0,116,100,83,40,0,16,9,0,7,8,266,77,42,41,4,6,3,5,8,0,185,10,3,9,0,0,3,0,4,0,23,25,242,0,8,8,10,0,0,3,290,8,21,0,4,3,0,0,0,0,37,450,395,20,12,67,106,9,8,32,1105,141,279,0,20,28,26,5,6,13,515,34,60,8,7,7,11,0,4,3,125,14,0,17,5,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,22,13,3,3,0,3,0,0,0,40,16,12,0,0,0,3,0,3,19,50,967,1243,147,65,146,180,15,46,87,2905,16,26,12,3,11,3,0,0,0,77,13,16,0,0,13,0,0,0,0,39,11,11,5,0,7,4,0,3,0,40,14,32,5,0,9,3,0,0,0,67,4,3,0,4,0,0,0,3,0,17
POA2031,65,218,25,8,16,11,5,9,0,360,95,220,18,6,19,18,11,3,3,395,207,387,321,24,44,27,55,52,10,1128,147,122,323,4,33,11,12,37,3,693,13,26,24,0,4,9,5,6,0,97,49,409,18,51,14,9,7,4,8,563,32,130,7,14,6,3,6,5,0,203,695,781,66,44,168,189,44,40,32,2056,207,587,31,89,85,20,16,21,15,1074,83,282,63,22,39,34,6,8,6,538,20,8,68,10,6,9,8,7,3,144,0,0,0,0,0,0,0,0,0,7,31,55,19,8,10,4,8,3,5,139,17,20,19,8,10,5,6,19,22,131,1670,3246,988,297,445,353,183,215,119,7525,68,176,16,15,36,20,0,10,7,340,19,74,6,0,13,10,0,5,0,123,35,76,13,8,18,3,0,9,3,169,22,131,13,8,14,5,0,4,0,198,14,23,4,3,4,4,0,3,6,65
POA2032,28,75,15,5,6,6,6,4,4,147,28,152,22,7,19,16,8,8,0,250,63,207,126,11,38,33,32,41,5,555,43,28,90,3,6,9,4,12,0,198,3,5,14,0,0,0,0,6,0,29,8,146,9,16,4,0,7,7,0,202,10,42,5,9,0,9,5,6,0,76,166,215,41,30,71,67,34,39,11,672,47,129,12,41,51,4,17,16,4,315,10,65,18,8,8,10,10,11,0,139,17,3,38,5,8,6,9,4,0,91,0,0,0,0,0,0,0,0,0,3,6,13,3,0,4,0,3,4,0,42,10,14,16,6,4,3,7,8,11,79,431,1087,418,142,217,156,141,160,48,2798,20,87,11,13,16,14,0,0,0,164,6,35,4,3,10,8,0,0,0,65,15,69,19,12,11,12,6,6,0,144,3,23,4,4,8,0,0,0,0,51,6,7,5,0,8,0,0,3,0,20
POA2033,25,83,8,7,10,0,0,3,3,131,31,89,14,8,7,8,9,3,0,158,54,156,100,9,13,17,20,18,6,382,30,34,71,5,8,4,5,21,3,178,0,3,21,0,4,0,3,0,0,31,12,129,6,5,5,0,6,6,0,178,5,42,0,0,3,0,0,0,0,57,187,230,18,23,65,59,24,32,9,633,44,148,10,28,31,10,3,8,7,291,21,73,21,18,14,8,3,9,0,167,10,7,45,6,4,6,3,4,0,80,4,0,0,0,0,3,0,0,0,6,5,13,10,0,0,0,0,4,0,35,0,6,12,5,7,0,3,0,9,45,422,1013,320,111,164,108,79,103,45,2368,17,67,13,11,14,8,0,0,0,120,4,26,4,0,9,4,0,3,0,60,9,40,3,8,8,6,0,5,0,74,4,23,3,0,5,0,0,0,0,44,0,4,0,0,3,4,0,0,0,13
POA2034,42,105,3,10,15,6,3,0,5,184,42,113,11,3,6,4,3,5,3,199,176,260,219,9,35,11,7,25,4,745,108,81,213,10,21,12,8,20,5,460,5,18,17,0,0,6,3,4,3,65,42,246,3,33,8,3,0,6,4,341,16,67,7,16,5,3,3,0,0,112,469,491,27,29,103,121,20,28,32,1315,144,319,18,54,48,25,10,10,16,640,44,144,20,11,18,19,8,8,0,264,15,0,48,3,4,6,3,3,0,94,0,0,0,0,0,0,0,0,0,0,21,30,12,4,7,4,4,0,0,77,12,10,12,5,3,7,0,0,25,83,1131,1885,610,185,265,222,67,107,97,4577,43,121,11,13,23,3,0,7,3,221,13,26,0,5,7,4,0,0,0,58,22,52,5,4,11,0,0,0,5,105,17,71,11,9,5,0,0,3,0,125,5,17,0,6,4,4,0,3,0,47
POA2035,66,153,21,14,15,15,5,5,3,302,88,248,37,5,23,11,18,14,4,438,232,352,401,48,65,32,72,88,20,1309,155,72,337,11,27,15,26,59,10,707,16,12,37,0,6,3,7,11,0,102,31,284,17,54,11,5,6,8,3,421,28,117,8,25,3,0,4,5,0,192,596,572,80,62,146,138,76,72,31,1769,112,325,34,92,50,30,30,21,12,702,58,176,42,20,19,19,7,17,9,367,33,10,67,18,13,4,14,18,3,177,0,5,0,0,0,0,0,0,0,10,20,25,18,8,8,9,3,8,3,97,10,21,22,19,3,12,6,18,29,142,1453,2374,1117,368,390,286,276,342,130,6734,43,134,24,20,30,19,0,8,0,280,34,75,3,11,25,12,3,6,3,156,35,76,16,10,19,16,3,16,4,197,21,63,17,7,19,7,0,4,0,140,3,12,4,0,5,0,0,3,0,37
POA2036,36,108,13,8,8,18,4,5,3,208,76,187,37,8,19,22,18,11,4,381,237,300,503,44,53,32,117,107,21,1409,146,73,411,15,27,9,35,56,14,787,16,15,39,7,4,3,15,8,3,105,28,197,12,30,10,3,5,9,3,298,11,79,11,12,8,3,7,9,3,151,428,344,80,44,161,134,87,68,15,1353,88,159,31,114,37,16,16,31,6,507,34,83,22,10,13,12,22,9,0,208,29,0,72,11,12,10,20,27,0,192,0,5,3,0,0,0,0,0,0,8,22,13,9,8,10,4,8,5,0,87,19,16,27,10,8,7,17,24,35,158,1184,1576,1269,333,378,268,361,375,115,5860,43,95,25,14,32,11,6,5,0,233,22,51,3,4,25,9,5,4,0,125,14,61,24,9,18,12,0,3,0,141,10,41,6,0,16,9,0,9,0,95,3,12,7,3,6,0,0,3,0,35
POA2037,36,155,9,11,14,6,0,4,6,239,53,209,17,3,17,11,0,3,8,311,92,177,61,8,20,7,12,15,0,399,42,91,46,8,9,6,5,6,0,213,11,13,14,4,4,4,0,5,0,53,28,189,9,14,6,5,3,4,0,258,21,77,0,0,7,0,3,0,0,99,289,348,23,28,75,57,15,19,15,875,106,372,14,44,49,13,15,13,22,646,40,236,37,27,25,20,5,6,0,402,12,4,47,6,5,8,4,5,4,89,0,0,0,0,0,0,0,0,0,0,21,32,12,12,5,5,0,0,0,90,7,14,8,7,4,0,4,7,16,61,762,1915,286,168,227,140,68,101,73,3742,53,116,6,13,21,8,0,0,0,220,17,51,4,5,7,0,0,0,0,86,17,41,8,0,14,7,0,3,0,91,11,76,12,4,7,6,0,0,0,116,10,7,6,5,0,3,0,0,0,27
POA2038,18,71,7,4,9,5,0,0,5,123,22,63,12,6,9,4,0,0,0,112,71,112,69,5,15,8,4,14,4,296,53,48,48,0,4,0,0,5,0,173,5,7,8,0,0,0,0,0,0,23,5,133,3,9,0,5,0,0,0,162,11,30,0,0,0,0,0,0,0,49,213,215,8,9,44,44,8,11,12,554,82,210,10,31,39,11,3,0,0,383,40,122,21,11,11,15,7,4,3,228,12,0,8,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,13,12,0,0,5,5,0,0,0,34,0,3,3,0,0,5,0,0,0,19,545,1043,197,84,131,92,36,38,33,2189,26,51,11,3,15,8,0,0,0,114,3,32,0,3,0,0,0,0,0,43,12,20,3,0,5,4,0,0,0,35,16,52,7,8,3,6,0,5,0,84,0,3,3,0,0,0,0,0,0,12
POA2039,18,48,4,0,3,0,0,0,0,78,34,63,11,0,3,7,0,0,0,123,90,101,65,6,14,9,6,16,3,301,47,45,44,0,9,7,0,9,0,164,10,15,3,0,0,0,0,0,0,29,16,70,0,11,0,3,0,0,0,100,11,32,0,3,0,0,0,0,0,48,257,214,20,6,47,49,7,4,8,616,82,163,10,21,21,5,3,9,4,324,21,76,9,0,3,8,6,3,0,126,7,0,20,0,0,0,3,4,0,36,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,0,0,0,20,6,11,3,0,0,5,0,0,9,33,602,849,189,52,108,88,35,50,27,2003,15,46,0,3,8,5,0,0,0,70,12,21,0,0,7,0,0,0,0,37,16,16,6,0,0,8,0,0,0,48,6,24,7,0,4,3,0,0,0,51,4,8,0,3,0,0,0,0,0,14
POA2040,56,128,8,4,13,10,5,0,0,225,85,211,20,0,3,8,5,8,0,339,173,232,141,12,31,15,26,21,12,652,116,94,159,8,7,5,13,11,4,416,11,21,22,4,3,0,4,5,0,79,27,170,5,30,10,0,0,5,0,250,26,93,0,8,4,0,0,0,0,144,451,442,29,41,114,94,19,17,11,1218,158,384,9,66,45,27,7,8,13,726,83,314,58,22,17,32,8,12,0,549,29,6,54,11,4,7,3,4,4,132,0,0,0,0,0,0,0,0,0,3,24,29,3,6,10,4,0,0,0,77,16,16,10,3,5,6,3,0,9,78,1251,2133,529,224,276,213,100,96,60,4885,46,94,11,8,35,14,0,5,0,209,19,47,0,0,7,0,0,0,0,73,21,41,13,4,3,6,0,4,0,95,12,79,8,0,8,3,0,0,4,126,17,11,9,8,0,4,0,0,0,50
POA2041,42,92,7,4,8,3,0,0,0,156,67,106,8,0,6,9,0,0,3,196,146,151,81,8,18,16,14,7,0,448,90,88,88,0,5,3,0,6,3,291,4,11,8,0,4,0,0,0,0,37,14,157,5,12,0,4,0,0,4,196,11,51,0,0,5,4,0,0,0,72,435,425,12,18,94,80,10,12,17,1097,154,390,3,27,36,18,0,5,11,649,33,129,17,11,12,9,3,6,5,224,17,5,16,7,5,6,0,3,0,53,0,0,0,0,0,0,0,0,0,0,8,28,5,4,4,9,0,0,3,51,8,12,5,3,4,0,0,0,10,50,1031,1629,256,98,205,162,38,41,58,3507,47,51,3,4,8,6,0,0,0,118,22,39,0,0,3,5,0,0,0,70,17,26,0,0,10,3,0,0,0,53,19,78,10,0,3,3,0,0,0,123,3,16,5,0,7,0,0,0,0,28
POA2042,30,165,18,6,13,8,0,8,0,263,55,231,18,10,13,4,5,8,5,341,109,215,113,12,25,8,15,16,5,528,59,119,98,3,11,5,6,16,7,329,18,22,14,0,4,3,0,4,0,69,31,242,10,37,7,5,3,3,4,336,14,119,5,16,8,9,4,3,0,173,291,384,30,22,108,74,16,32,6,969,146,500,23,58,84,20,11,10,12,872,102,390,77,45,54,50,19,21,11,761,23,10,51,17,11,11,6,3,0,137,0,0,0,0,0,0,0,0,0,0,27,51,5,3,12,6,6,0,5,117,12,19,9,6,0,12,3,9,16,78,919,2475,481,234,360,204,98,133,74,4976,45,115,14,7,18,5,0,0,7,219,15,44,0,0,7,0,0,0,0,67,15,59,6,8,7,0,0,5,0,101,17,85,17,6,5,3,0,4,0,150,7,24,3,5,4,0,0,5,0,58
POA2043,22,101,12,3,9,4,0,0,3,166,50,162,9,4,11,4,0,0,4,241,80,171,83,9,8,8,5,10,0,366,22,89,46,0,8,0,0,12,0,174,10,18,4,0,0,0,3,4,0,45,13,112,3,16,9,3,0,0,0,170,14,59,0,7,3,0,0,3,0,95,264,327,22,18,99,58,6,10,8,799,104,273,9,31,42,20,6,3,7,489,64,209,24,11,20,12,7,5,5,360,18,7,21,12,8,0,7,6,0,72,0,0,0,0,0,0,0,0,0,0,17,23,4,0,4,4,0,0,0,56,8,4,3,0,5,0,0,0,13,37,680,1561,250,121,223,112,40,43,37,3083,26,67,10,10,14,0,0,0,0,133,7,38,0,0,3,0,0,0,0,54,16,39,4,0,8,0,0,0,0,70,12,58,13,0,9,4,0,0,4,90,3,11,0,0,3,0,0,0,0,28
POA2044,18,53,8,5,4,3,5,3,0,105,28,76,14,0,14,8,7,10,5,153,41,94,79,0,17,11,15,12,0,263,28,38,47,0,4,4,4,6,0,135,0,8,4,0,0,3,0,3,0,27,4,54,7,10,6,0,0,3,0,87,5,54,5,5,4,0,3,4,0,74,145,145,21,11,54,33,18,17,6,445,48,115,7,24,32,4,9,4,0,244,34,134,31,15,19,22,7,5,4,269,15,3,30,9,0,3,4,4,0,67,0,0,0,0,3,0,0,0,0,3,10,11,9,0,7,5,3,6,0,45,6,5,7,0,4,0,0,0,12,43,390,787,273,79,162,91,80,81,27,1968,11,49,3,5,15,0,0,0,0,88,10,12,0,0,3,0,0,0,0,30,9,17,0,4,3,0,0,4,0,40,9,20,3,0,3,4,0,0,0,37,0,7,0,0,8,5,0,0,0,21
