POA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA2019,540,18,3,562,0,0,0,0,4,0,0,0,4,0,0,9,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,5,0,0,0,8,0,0,5,445,76,19,0,544,0,0,4,549,21,3,570,53,14,0,0,65,0,0,0,67,14,0,83,6,0,0,0,6,0,0,0,6,0,0,10,498,86,27,0,606,0,0,8,618,38,7,659,122,20,4,0,145,0,0,0,147,12,0,160,81,16,0,0,104,0,0,0,105,5,0,111,17,0,0,0,20,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,223,41,5,0,272,0,0,0,277,23,0,295,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,4,0,0,7,4,0,0,4,225,43,5,0,277,5,0,5,281,23,0,304,34,0,3,0
POA2020,439,20,0,459,4,0,0,0,4,5,0,5,9,0,0,12,3,4,0,0,7,0,0,0,6,0,0,10,8,4,0,0,14,3,0,3,14,0,0,21,320,86,27,8,444,11,0,8,453,22,0,479,81,30,3,9,119,7,0,14,128,37,5,169,0,0,0,0,0,0,0,0,0,0,4,4,396,116,32,16,561,17,5,22,583,65,7,651,91,6,4,0,110,3,0,3,108,3,0,117,54,20,0,0,76,0,0,0,78,3,0,81,3,0,5,0,11,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,153,25,16,3,193,0,0,5,193,5,0,209,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,4,0,0,6,152,25,16,3,195,8,0,7,199,12,0,213,30,13,0,0
POA2021,367,4,0,373,5,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,18,0,0,0,18,0,0,18,311,46,12,0,373,4,0,4,380,4,0,387,73,12,0,0,80,0,0,0,85,5,0,87,0,0,0,0,0,0,0,0,0,0,0,3,384,60,12,8,458,8,0,8,458,14,0,472,107,9,0,0,118,3,0,3,122,9,0,132,71,9,0,0,79,0,0,0,80,0,0,80,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,186,17,0,0,207,4,0,4,211,9,0,218,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,10,0,0,0,10,0,0,10,191,20,0,0,214,4,0,4,219,9,0,227,36,0,0,0
POA2022,421,19,0,437,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,12,0,0,12,369,35,13,0,421,4,0,4,426,19,0,447,55,12,0,0,63,0,0,0,69,11,0,79,0,0,0,0,0,0,0,0,0,0,0,3,424,47,11,3,487,7,0,7,499,32,0,529,102,13,3,0,124,0,0,0,124,10,0,130,79,19,0,0,98,3,0,3,100,4,0,99,7,0,8,0,15,0,0,0,15,0,0,15,0,0,0,0,6,0,0,0,6,0,0,6,190,34,9,0,238,3,0,3,238,8,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,197,34,9,0,242,3,0,3,241,8,0,249,29,6,0,0
POA2023,314,10,0,330,0,0,0,0,0,3,0,3,4,0,0,4,11,4,0,6,10,0,0,0,10,0,0,10,9,4,0,6,14,3,0,3,15,0,0,15,268,46,0,13,323,9,0,8,334,10,0,345,94,15,5,0,117,3,0,3,118,11,0,128,3,0,0,0,3,0,0,0,3,0,0,3,367,57,3,13,443,10,0,12,456,19,0,474,74,11,0,4,90,4,0,4,99,4,0,98,79,22,0,0,101,0,0,0,101,4,0,106,11,4,0,0,12,0,0,0,12,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,168,38,0,9,210,4,0,4,216,11,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,38,0,9,214,4,0,4,215,11,0,226,88,5,0,6
POA2024,431,17,0,442,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,378,37,4,8,430,6,0,6,435,17,0,450,78,10,0,0,96,0,0,0,99,5,0,100,0,0,0,0,0,0,0,0,0,0,7,12,462,55,10,7,526,13,0,13,535,19,6,561,110,10,3,0,123,0,0,0,125,5,0,133,116,6,0,4,129,0,0,0,133,0,0,133,7,0,0,0,8,0,0,0,8,0,0,13,0,0,0,0,5,0,0,0,5,0,0,7,236,18,8,3,260,4,0,4,270,13,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,7,0,0,7,239,19,8,3,260,4,0,4,270,13,0,278,62,6,0,0
POA2025,220,8,0,226,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,182,23,3,8,220,0,0,0,226,8,0,231,46,0,0,0,51,0,0,0,51,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,235,26,3,8,275,0,0,0,276,12,0,287,55,7,0,0,60,0,0,0,65,3,0,65,30,11,0,0,41,3,0,3,41,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,11,0,0,104,5,0,5,106,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,89,11,0,0,108,5,0,5,110,6,0,121,27,4,0,0
POA2026,816,40,3,857,9,0,0,0,8,0,0,0,9,0,0,8,9,0,0,0,12,0,0,0,12,0,0,16,21,3,0,0,19,0,0,0,20,3,0,22,705,90,25,3,829,12,0,10,838,36,3,883,153,20,0,7,180,6,0,6,185,14,0,199,8,0,0,0,8,0,0,0,8,0,5,14,864,111,25,12,1014,14,0,16,1030,49,8,1091,180,42,4,0,224,9,0,9,230,18,0,247,191,35,3,0,225,6,0,7,231,4,0,236,18,5,5,0,24,0,0,0,24,0,0,26,0,0,0,6,9,0,0,0,9,0,0,9,389,82,6,6,486,14,0,10,493,23,0,520,3,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,5,0,0,0,5,0,0,7,13,4,0,0,15,0,0,0,15,0,0,13,402,85,6,6,497,14,0,10,511,22,0,532,78,12,7,0
POA2027,143,7,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,0,5,121,21,0,0,144,0,0,0,149,7,0,154,53,7,0,3,61,0,0,0,61,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,170,25,0,7,201,0,0,0,212,13,0,222,28,5,0,0,30,0,0,0,30,4,0,29,20,6,0,0,25,0,0,0,25,3,0,27,0,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,45,6,0,0,64,0,0,0,64,8,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,46,9,0,0,61,0,0,0,65,8,0,68,29,9,0,0
POA2028,87,7,0,91,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,69,11,5,0,91,0,0,4,92,7,0,91,38,4,0,0,39,0,0,0,43,0,0,43,4,0,0,0,4,0,0,0,4,0,0,4,104,20,6,0,130,3,0,6,134,5,0,134,11,4,0,0,18,0,0,0,18,4,0,22,4,5,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,35,0,0,0,35,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,34,0,0,0,34,4,0,41,14,0,0,0
POA2029,298,12,0,314,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,256,41,4,0,298,0,0,0,300,12,0,315,59,13,0,0,73,5,0,5,68,14,0,83,0,0,0,0,0,0,0,0,0,0,0,0,308,51,9,0,367,5,0,5,377,29,0,404,64,10,0,0,77,0,0,0,76,0,0,79,79,16,0,0,95,0,0,0,94,4,0,99,12,5,0,0,18,0,0,0,18,0,0,18,3,0,0,5,5,0,0,0,5,0,0,4,151,28,4,3,191,0,0,0,189,12,0,206,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,9,0,0,0,9,0,0,9,160,35,4,3,198,0,0,0,201,12,0,213,39,9,0,0
POA2030,519,22,0,535,6,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,12,0,0,0,12,0,0,12,447,61,12,6,529,0,0,0,531,22,0,552,149,20,5,8,182,0,0,0,182,23,0,207,4,0,0,0,0,0,0,0,0,0,0,3,596,80,13,18,711,5,0,5,717,43,0,762,139,14,0,0,153,0,0,0,153,17,0,166,152,22,0,0,176,0,0,0,173,5,0,178,16,9,0,0,22,0,0,0,22,0,0,22,0,0,0,0,8,0,0,0,8,0,0,8,306,39,4,7,360,0,0,0,360,25,0,384,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,3,0,0,0,3,0,0,3,4,5,0,0,10,0,0,0,9,0,0,9,310,40,4,7,367,3,0,3,366,25,0,393,103,13,0,6
POA2031,1095,40,4,1139,3,0,0,0,7,5,0,5,15,0,0,15,19,3,0,0,18,0,0,0,18,0,0,18,19,3,0,0,24,5,0,5,31,0,0,31,939,136,28,6,1106,21,3,20,1128,40,4,1173,177,19,4,11,207,0,0,0,210,16,0,228,0,0,0,3,0,0,0,0,0,0,5,6,1117,155,31,15,1317,16,3,20,1340,57,7,1402,299,48,13,0,352,3,4,8,365,27,0,384,195,43,12,0,247,4,0,4,253,10,0,253,23,6,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,510,85,19,0,617,12,4,19,638,30,0,671,3,0,0,0,11,0,0,0,8,0,0,8,6,4,0,0,10,0,0,0,10,0,0,10,9,6,0,0,18,0,0,0,18,0,0,18,524,96,19,0,637,16,4,21,656,30,0,687,102,8,0,4
POA2032,421,21,0,445,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,5,0,0,0,7,0,0,3,9,7,0,0,10,0,0,0,15,0,0,14,345,59,11,0,420,10,0,9,434,21,0,458,52,10,7,6,68,4,5,4,76,21,0,92,0,0,0,0,0,0,0,0,0,0,0,0,396,70,19,3,491,16,0,16,504,41,0,551,97,18,3,0,120,0,0,0,121,15,0,137,77,17,5,0,97,0,0,0,102,6,0,106,6,8,0,0,17,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,189,41,10,0,244,0,0,0,243,20,0,260,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,193,41,10,0,245,0,0,0,247,20,0,266,27,10,3,0
POA2033,292,17,0,305,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,5,0,0,0,5,0,0,5,240,42,7,3,294,0,0,0,300,17,0,311,53,17,4,6,79,0,0,0,78,13,0,91,0,0,0,0,0,0,0,0,0,0,0,0,294,59,14,7,374,0,0,0,377,25,0,407,83,9,4,0,91,5,0,5,98,3,0,103,56,9,0,0,64,4,0,4,70,4,0,70,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,145,19,4,0,167,3,0,3,171,11,0,183,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,6,0,0,0,6,0,0,6,151,19,4,0,173,3,0,3,178,11,0,190,26,4,0,4
POA2034,617,23,0,638,3,0,0,0,3,0,0,0,3,4,0,11,3,6,0,0,10,0,0,0,10,0,0,10,12,6,0,0,11,0,0,0,10,4,0,16,538,61,13,3,617,7,0,8,627,24,3,650,102,13,9,3,120,0,0,0,122,13,0,135,0,0,0,0,0,0,0,0,0,0,3,3,642,73,21,7,743,7,0,7,748,37,7,796,181,15,4,0,206,5,0,5,206,8,0,214,110,7,0,3,124,4,0,4,133,0,0,133,16,5,4,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,308,34,9,3,354,7,4,10,361,8,0,373,4,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,7,0,0,12,317,34,9,3,358,8,4,13,370,11,0,380,51,12,0,0
POA2035,1197,43,0,1244,4,0,0,0,4,0,0,0,4,0,0,7,14,0,0,0,18,0,0,0,14,0,0,14,22,0,0,0,19,0,0,0,20,0,0,20,976,177,37,14,1199,17,5,20,1224,42,0,1263,158,26,9,3,202,0,0,0,203,28,0,224,0,0,0,3,9,0,0,0,9,0,0,4,1135,205,44,18,1407,17,4,17,1426,68,0,1501,308,48,14,4,364,5,0,5,366,24,0,391,247,51,11,3,310,0,0,0,307,13,0,330,27,4,8,0,47,0,0,0,47,0,0,44,5,0,0,6,9,0,0,0,9,0,0,9,579,104,34,12,728,4,0,6,733,41,0,776,3,0,0,0,9,4,0,4,9,0,0,9,3,0,0,0,7,3,0,3,6,0,0,9,11,5,0,0,15,5,0,5,19,0,0,25,593,105,35,12,741,13,0,12,754,43,0,798,83,13,6,0
POA2036,1119,42,0,1156,7,0,0,0,7,0,0,0,7,0,0,11,11,0,0,0,14,0,0,0,14,0,0,17,18,0,0,0,19,0,0,0,19,0,0,24,837,214,59,18,1122,18,3,20,1141,43,0,1185,191,32,10,5,246,3,0,12,254,50,0,307,3,0,0,0,4,0,0,0,4,0,7,6,1031,245,70,21,1364,20,10,32,1399,99,9,1502,280,36,15,0,325,3,0,0,326,18,0,350,218,61,9,3,291,6,0,6,294,9,0,302,17,0,11,0,33,0,0,0,33,4,0,34,0,0,0,0,6,0,0,0,6,0,0,6,517,98,31,4,650,6,0,7,658,32,0,689,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,6,0,0,10,7,0,0,0,8,0,0,0,9,4,0,10,521,101,31,4,661,6,3,5,664,34,3,702,85,20,7,0
POA2037,308,10,0,323,9,0,0,0,5,0,0,0,5,0,0,5,4,3,0,0,3,0,0,0,3,0,0,3,7,3,0,0,10,0,0,0,10,0,0,10,254,49,11,0,317,5,0,4,319,10,0,328,44,0,4,0,49,5,0,5,52,13,0,64,4,0,0,0,5,0,0,0,5,0,0,3,303,51,13,0,367,5,0,13,377,22,0,402,86,10,0,0,92,3,0,3,95,4,0,98,44,4,4,0,48,3,0,3,50,0,0,52,5,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,134,13,4,0,151,0,0,0,151,8,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,136,10,4,0,149,0,0,0,156,8,0,161,29,0,0,0
POA2038,364,13,3,379,0,0,0,0,0,3,0,3,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,8,3,0,3,5,0,0,5,323,34,4,0,362,0,0,3,372,13,3,387,59,14,4,0,71,0,0,0,71,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,376,45,12,0,438,0,0,3,442,19,5,463,108,11,3,0,123,4,0,5,127,3,0,129,47,5,0,0,55,0,0,0,55,3,0,62,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,162,14,3,0,185,4,0,5,184,7,0,196,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,3,0,0,3,170,14,3,0,185,3,0,0,189,7,0,198,24,9,0,0
POA2039,304,15,0,319,4,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,3,0,0,3,277,26,5,0,304,3,0,3,312,15,0,328,69,4,0,0,71,0,0,0,71,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,338,33,5,0,378,3,0,3,382,20,0,403,92,7,3,0,101,0,0,0,104,6,0,113,46,6,4,0,52,0,0,0,52,3,0,57,9,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,150,13,11,0,167,0,0,0,167,11,0,180,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,148,13,11,0,168,0,0,0,170,11,0,182,26,0,0,0
POA2040,1025,38,0,1062,18,0,0,0,18,6,0,6,18,0,0,18,9,0,0,0,11,0,0,0,11,0,0,11,24,0,0,0,25,6,0,6,26,0,0,26,906,103,21,3,1038,13,0,17,1056,38,0,1092,116,10,3,0,128,0,0,0,128,10,0,137,0,0,0,0,0,0,0,0,0,0,0,0,1022,115,25,4,1168,13,0,17,1181,46,0,1227,282,33,7,0,325,0,0,0,327,16,0,344,185,17,10,3,208,3,0,9,215,4,0,224,11,5,4,0,16,0,0,0,16,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,473,58,20,8,556,6,0,5,561,27,0,595,4,0,0,0,4,0,0,0,4,0,0,4,3,6,0,0,7,0,0,0,4,0,0,6,9,6,0,0,8,0,0,0,13,0,0,13,481,60,20,8,563,6,0,6,571,29,0,606,49,4,3,0
POA2041,569,16,5,583,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,496,52,7,6,568,7,0,9,575,16,5,592,93,10,0,5,110,0,0,3,106,7,0,110,0,0,0,0,0,0,0,0,0,0,0,0,581,67,7,16,672,11,3,12,685,19,5,708,184,20,4,0,212,5,3,10,216,12,0,231,110,13,0,0,124,0,0,0,124,5,0,131,9,4,0,0,7,0,0,0,12,0,0,12,0,0,0,5,5,0,0,0,5,0,0,5,301,36,6,0,345,4,3,8,359,19,0,375,4,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,6,0,0,0,6,0,0,6,310,36,4,0,357,4,3,8,366,19,0,383,52,3,0,3
POA2042,378,12,0,393,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0,4,0,0,4,329,35,14,0,381,5,0,5,386,12,0,399,21,3,3,0,34,0,0,0,32,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,356,45,18,0,415,6,0,6,416,17,0,440,111,20,3,0,135,0,0,0,135,15,0,149,81,9,0,0,92,0,0,0,92,6,0,98,5,3,4,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,203,29,8,0,240,0,0,0,240,21,0,260,0,0,0,0,0,4,0,4,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,5,0,0,5,207,29,6,0,248,0,0,0,250,21,0,264,8,5,0,0
POA2043,195,3,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,174,22,7,0,196,5,4,3,201,3,0,206,29,11,0,0,41,0,0,0,41,3,0,43,0,0,0,0,0,0,0,0,0,0,3,3,199,33,4,0,237,5,4,3,237,10,3,251,51,3,0,0,51,4,0,0,58,0,0,58,27,8,0,0,33,0,0,0,33,0,0,33,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,9,0,0,93,4,0,0,93,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,76,9,0,0,98,0,0,6,102,0,0,102,4,0,0,0
