POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA2019,10,37,0,12,7,3,0,0,0,73,11,26,0,0,0,0,0,0,0,39,224,544,31,96,175,56,5,12,10,1161,0,0,0,0,4,0,0,0,0,3,45,36,3,23,56,10,6,0,0,190,56,59,8,75,90,34,6,15,3,352,34,33,42,75,111,34,5,14,11,353,3,0,0,5,20,0,0,0,0,33,16,8,6,6,34,11,0,7,0,81,0,10,0,3,5,0,0,0,0,26,0,12,5,6,17,9,0,0,3,55,482,1020,105,316,556,181,23,58,33,2777,0,6,0,0,0,0,0,0,0,9,18,83,5,3,5,0,0,0,0,110,165,342,12,17,56,21,5,0,5,626,7,4,0,0,0,0,0,0,0,14,26,55,4,7,12,3,0,0,0,113,17,35,0,0,0,0,0,0,0,59,383,889,88,138,241,94,37,42,22,1937,0,0,0,3,4,0,0,0,0,4
POA2020,20,29,0,25,11,0,0,0,0,93,4,13,0,0,8,0,0,0,0,32,281,910,76,233,312,159,32,104,32,2139,3,0,0,0,0,0,0,0,0,7,33,45,28,60,47,26,3,21,3,268,52,50,41,119,110,62,13,35,13,494,30,29,46,88,97,29,11,28,6,367,3,3,0,5,14,5,0,4,0,39,4,4,6,12,28,8,0,10,3,88,8,13,5,5,10,7,0,12,0,54,5,17,10,21,13,6,0,8,10,87,595,1698,238,623,842,382,76,231,88,4773,0,9,0,0,3,0,0,4,0,19,16,108,5,0,5,0,0,0,0,146,298,990,55,72,259,123,35,30,28,1889,6,23,0,0,7,0,0,4,0,52,24,67,4,25,20,0,0,3,3,139,14,26,0,0,10,0,0,0,0,50,580,1752,275,342,501,261,146,236,65,4162,3,3,5,0,0,3,0,0,0,15
POA2021,31,93,0,0,9,0,0,0,0,136,10,18,0,0,0,0,0,0,0,28,472,1213,47,91,231,122,5,8,28,2219,0,0,0,0,0,0,0,0,0,0,51,49,5,18,33,12,0,3,0,172,56,53,8,19,46,26,0,0,3,216,29,19,23,23,33,11,0,3,0,137,0,6,0,3,3,0,0,0,0,17,21,8,3,3,11,10,0,0,0,62,0,9,0,5,4,0,0,0,0,20,13,11,0,0,6,8,0,0,6,50,902,2084,105,180,431,214,7,27,45,3997,6,22,0,0,0,3,0,0,0,29,29,188,0,0,0,3,0,0,0,223,441,954,22,26,83,45,7,6,17,1601,11,27,0,0,0,0,0,0,4,46,59,163,0,3,16,3,0,0,4,250,14,34,0,0,5,5,0,0,0,52,936,2356,98,134,377,230,19,33,73,4257,0,3,0,0,0,0,0,0,0,3
POA2022,13,50,0,15,5,4,0,0,0,92,12,9,0,0,3,0,0,0,0,24,366,823,37,104,181,86,13,44,18,1664,0,0,0,0,0,0,0,0,0,0,26,42,9,13,43,11,0,10,5,165,31,40,9,47,53,24,3,3,4,215,17,19,23,44,35,12,4,4,4,158,3,3,0,5,12,3,0,0,0,25,12,4,0,10,18,8,0,3,3,53,4,15,3,0,8,0,0,4,0,38,4,11,0,6,3,3,0,3,17,50,630,1425,96,266,411,175,19,74,49,3143,0,12,0,0,3,0,0,0,0,14,21,137,0,4,3,0,0,0,0,163,287,619,27,24,85,42,6,10,15,1114,3,18,0,0,4,3,0,0,0,30,36,83,0,20,8,9,0,0,3,155,18,16,0,0,3,3,0,0,0,44,706,1609,92,143,269,169,31,90,50,3159,0,0,0,0,0,0,0,0,0,4
POA2023,9,41,0,4,14,0,0,0,0,73,3,11,0,0,5,0,0,0,0,24,262,622,20,64,149,81,3,4,29,1220,0,0,0,0,0,0,0,0,0,0,27,42,5,9,25,16,0,0,3,132,29,31,5,20,36,18,0,0,3,142,24,11,15,12,23,15,0,0,3,109,5,5,3,0,0,0,0,0,0,13,8,4,0,6,12,5,0,0,0,49,9,9,0,0,9,0,0,0,0,27,10,9,0,9,6,5,0,3,8,45,467,1102,65,143,327,163,0,11,57,2335,0,12,0,0,0,0,0,0,0,15,22,150,0,0,6,4,0,0,0,185,227,486,18,13,60,32,3,3,20,856,9,13,0,0,0,0,0,0,0,22,20,86,0,7,17,4,0,0,0,141,5,19,0,0,5,0,0,0,0,24,618,1241,53,83,202,135,13,11,72,2434,4,5,0,0,0,0,0,0,0,8
POA2024,21,45,0,9,13,0,0,0,4,92,3,14,0,3,0,0,0,0,0,25,316,724,33,59,137,69,0,12,18,1367,0,0,0,0,0,0,0,0,0,0,26,50,7,13,36,5,0,3,3,147,35,41,3,19,48,14,0,0,6,164,8,10,18,22,27,13,0,0,5,104,0,4,0,0,9,3,0,0,0,22,7,7,0,0,14,0,0,0,0,34,3,11,6,4,5,4,0,0,0,31,5,15,0,4,4,0,0,0,4,38,579,1327,72,158,324,123,0,21,44,2640,0,9,0,0,0,0,0,0,0,14,20,133,0,0,5,0,0,0,0,160,259,590,16,19,56,22,6,4,8,971,15,17,0,0,0,0,0,0,0,34,41,76,6,5,17,0,0,0,4,154,6,25,0,7,0,0,0,0,0,39,645,1400,84,81,196,131,6,22,41,2607,0,0,0,0,0,0,0,0,0,0
POA2025,14,27,0,0,7,0,0,0,0,52,0,7,0,0,5,0,0,0,0,15,203,538,11,36,94,54,0,0,12,951,0,0,0,0,0,0,0,0,0,0,13,30,0,10,8,11,0,0,5,79,23,17,4,10,6,4,0,0,4,70,12,6,8,9,10,6,0,0,0,54,0,0,0,0,0,0,0,0,0,4,10,7,0,4,11,4,0,0,0,25,0,3,0,0,7,0,0,0,0,11,0,5,4,4,3,6,0,0,3,22,381,904,32,84,179,100,0,4,35,1720,3,12,0,0,0,0,0,0,0,15,16,124,0,0,0,0,0,0,3,146,187,385,8,12,39,17,0,3,15,656,3,12,0,0,3,0,0,0,3,23,25,53,0,0,9,0,0,0,6,100,6,13,0,0,5,0,0,0,0,21,419,983,26,53,145,94,6,7,31,1764,0,0,0,0,0,0,0,0,0,0
POA2026,50,143,0,24,21,8,0,0,5,248,7,35,0,4,7,0,0,0,0,57,982,2479,81,268,463,294,21,48,62,4705,0,7,0,0,0,6,0,0,0,14,89,111,11,47,73,22,6,4,7,369,91,133,28,88,105,44,6,10,11,523,44,46,53,81,62,45,3,6,3,351,13,8,0,9,17,5,0,3,0,60,33,23,6,21,36,9,0,6,0,140,11,28,3,5,9,7,0,3,3,78,24,46,3,14,24,10,3,3,26,154,1735,4077,223,601,941,497,51,98,151,8378,8,33,0,0,4,0,0,0,0,52,37,226,0,0,13,3,0,6,3,296,806,1660,58,65,161,98,16,15,59,2936,12,47,0,0,4,0,0,0,6,66,76,227,6,27,33,9,3,3,0,386,23,72,4,0,7,0,0,0,0,115,2060,4511,240,379,681,561,95,124,143,8795,0,10,4,0,6,6,0,0,0,20
POA2027,13,37,0,4,3,5,0,0,3,65,0,5,0,0,3,0,0,0,0,14,217,466,11,34,121,46,0,11,13,910,0,0,0,0,0,0,0,0,0,0,23,22,0,0,27,5,0,4,0,89,22,22,3,11,17,9,0,4,0,96,7,13,7,12,13,11,0,0,0,64,0,0,0,0,0,0,0,0,0,11,3,4,0,0,6,5,0,0,3,26,6,3,0,0,0,0,0,0,0,16,0,12,0,0,10,6,0,0,7,37,392,838,31,77,238,104,4,16,45,1738,0,15,0,0,0,0,0,0,0,21,19,93,4,0,0,0,0,0,3,124,199,372,3,12,53,23,3,0,24,686,5,11,0,0,0,4,0,0,0,20,28,58,0,0,7,5,0,0,6,102,0,13,0,0,3,0,0,0,0,18,482,949,29,52,148,85,8,13,36,1802,0,0,0,0,0,0,0,0,0,0
POA2028,6,26,0,0,0,3,0,0,0,41,0,4,0,0,0,0,0,0,0,13,145,361,9,16,70,38,0,6,12,658,0,0,0,0,0,0,0,0,0,0,11,20,0,4,5,3,0,0,3,59,4,6,3,18,11,5,0,0,0,52,7,3,6,6,8,3,0,0,0,37,0,0,0,3,4,0,0,0,0,7,4,3,0,0,3,7,0,0,0,22,0,5,0,0,0,0,0,0,3,14,9,8,0,5,6,3,0,0,0,27,258,591,24,60,138,71,0,10,26,1169,0,3,0,0,0,0,0,0,0,8,8,51,0,0,0,0,0,0,5,61,113,239,3,8,28,12,0,0,14,417,5,4,0,0,0,0,0,0,0,11,20,40,0,0,7,3,0,0,0,70,0,9,0,0,0,0,0,0,0,13,302,666,23,21,115,68,3,15,25,1241,0,0,0,0,0,0,0,0,0,0
POA2029,20,49,0,4,3,0,0,0,0,80,5,17,0,4,3,0,0,0,0,24,218,533,14,67,139,54,4,10,23,1063,0,0,0,5,0,0,0,0,0,3,24,47,5,23,44,7,0,5,6,159,33,41,3,18,42,17,0,0,0,164,21,12,17,26,31,17,0,3,0,121,4,4,0,0,6,0,0,0,0,17,5,16,3,5,16,6,0,0,0,51,6,5,0,4,3,0,0,0,0,16,0,6,0,6,6,6,0,5,11,36,442,960,48,179,334,125,9,23,50,2163,7,6,0,0,0,0,0,0,0,12,14,70,0,0,0,0,0,0,4,88,203,363,17,11,46,28,0,3,19,686,7,23,0,0,3,0,0,0,0,39,29,66,3,4,9,7,0,0,0,118,10,26,0,4,0,3,0,0,0,44,538,1013,50,94,209,118,22,22,42,2095,0,0,0,5,0,0,0,0,0,4
POA2030,11,71,0,6,16,0,0,0,4,104,3,4,0,0,3,0,0,0,0,14,266,669,30,65,211,78,0,6,26,1349,3,0,0,0,0,0,0,0,0,4,36,43,0,26,52,13,0,9,0,176,34,32,12,17,28,18,0,0,0,143,19,14,12,26,34,15,0,6,4,124,0,9,0,0,13,0,0,0,0,22,11,8,0,11,17,7,0,0,0,57,3,10,0,4,9,3,0,0,0,34,9,18,0,8,11,7,0,0,5,54,492,1219,65,181,430,151,0,18,56,2615,5,9,0,0,0,0,0,0,0,19,24,169,0,3,0,0,0,0,0,202,265,508,11,18,78,33,0,6,26,948,10,19,0,3,0,0,0,0,3,40,26,94,0,7,13,6,0,0,3,164,6,11,0,0,3,0,0,0,0,24,790,1395,61,88,285,174,8,21,68,2892,3,0,0,0,0,0,0,0,0,4
POA2031,46,185,4,32,23,11,0,0,4,303,25,87,0,4,9,0,0,0,0,124,784,2486,75,266,485,188,12,39,50,4390,0,4,0,0,0,0,0,0,0,11,79,129,15,43,93,23,0,6,4,412,79,111,32,95,136,36,5,17,6,513,56,48,67,98,96,43,3,16,9,428,10,6,0,4,23,14,0,3,0,66,30,11,8,22,41,11,0,13,0,132,21,32,3,5,23,5,3,8,0,88,9,30,11,16,25,4,0,4,17,130,1536,4435,234,641,1122,386,28,102,115,8604,12,38,0,0,3,0,0,0,0,56,78,603,10,5,18,4,3,0,8,732,700,1679,39,68,212,84,15,13,32,2852,17,43,0,0,9,9,0,0,0,73,87,285,4,39,30,10,0,0,4,459,34,111,4,4,15,0,0,0,0,177,1614,4226,238,386,707,359,75,99,92,7806,0,6,0,0,0,0,0,0,0,16
POA2032,12,37,3,17,11,0,0,0,0,79,3,23,0,6,12,0,0,0,0,33,158,614,42,116,165,57,12,42,13,1221,0,0,0,0,0,0,0,0,0,0,27,45,3,22,30,20,0,10,6,162,20,28,14,57,52,20,5,13,0,201,16,6,29,47,38,13,3,21,4,173,5,0,0,0,8,0,0,4,0,27,0,0,6,6,22,9,0,5,0,47,3,8,3,3,11,0,0,0,0,27,0,10,0,4,7,6,0,7,9,45,329,1213,115,310,417,148,27,99,39,2698,3,16,0,0,0,0,0,0,0,18,16,274,8,0,5,0,4,0,0,315,162,590,39,49,105,47,16,25,17,1039,5,14,0,6,0,4,6,0,0,29,17,59,0,18,20,0,0,0,0,116,4,30,0,6,11,0,0,0,0,41,323,1122,145,171,270,115,63,98,35,2327,0,0,0,0,0,0,0,0,0,3
POA2033,9,46,3,14,3,3,0,0,0,79,5,20,0,0,5,0,0,0,0,27,161,602,47,94,167,68,9,26,9,1190,5,0,0,4,0,0,0,0,0,5,15,38,5,16,34,13,3,5,6,125,15,35,9,37,49,24,3,11,6,187,12,12,18,28,41,9,0,14,0,140,9,4,0,0,5,6,0,0,0,23,5,0,0,6,23,11,0,4,0,53,5,6,0,5,6,3,0,0,0,25,5,4,0,5,6,0,0,0,3,35,325,1091,99,219,395,153,21,64,32,2401,0,11,0,0,0,0,0,0,0,14,22,218,3,0,4,0,0,0,0,252,162,448,25,32,87,35,6,18,16,823,6,12,0,0,3,0,0,0,0,26,19,71,3,13,6,8,0,0,3,119,3,21,0,3,0,0,0,0,0,35,358,1124,103,127,251,111,41,67,19,2195,5,0,3,4,0,0,0,0,0,8
POA2034,38,104,5,9,18,0,0,0,0,181,12,48,0,0,5,4,0,0,0,68,536,1469,49,150,299,107,3,16,34,2663,0,4,0,0,0,0,0,0,0,10,60,82,12,42,61,24,0,4,6,285,52,81,16,72,86,36,4,5,10,356,31,32,40,68,74,17,5,10,8,295,8,3,0,3,4,8,0,0,0,29,8,16,4,16,29,13,0,0,0,89,10,25,0,3,10,3,0,0,4,46,8,20,4,9,12,0,0,0,14,72,1022,2603,145,409,685,236,14,50,82,5249,3,17,0,0,0,0,0,0,4,23,49,311,4,6,5,3,0,0,4,373,471,982,29,42,105,35,6,18,19,1708,10,38,0,10,3,4,0,0,0,60,70,155,4,14,31,6,0,0,0,276,24,60,0,8,6,0,0,0,0,95,1053,2482,124,221,425,224,24,57,69,4678,0,3,0,0,5,0,0,0,0,14
POA2035,39,128,3,30,29,4,0,0,0,233,14,39,0,5,7,0,0,0,0,71,506,1528,74,218,447,158,21,63,39,3059,0,0,0,0,3,0,0,0,0,3,66,116,18,64,120,44,3,18,4,448,83,106,25,127,137,41,6,21,9,552,64,39,66,143,126,56,3,38,8,535,5,4,3,20,23,5,0,5,0,64,17,17,8,27,66,12,0,14,0,161,7,34,5,13,17,3,0,4,0,95,12,28,7,14,27,16,0,3,16,126,1092,2963,240,707,1149,383,39,173,94,6841,8,27,0,0,3,0,0,0,0,37,51,391,6,7,11,0,0,3,0,472,563,1242,66,64,193,60,22,18,30,2254,13,41,0,0,7,0,3,0,0,72,75,178,6,41,41,9,3,5,0,357,25,57,0,4,10,7,0,0,0,105,1096,2762,243,355,619,295,114,172,76,5734,0,0,0,0,3,0,0,0,0,8
POA2036,27,68,4,27,10,0,0,5,4,140,9,26,0,3,6,0,0,0,0,55,334,1163,47,217,309,146,15,39,26,2299,0,0,0,0,0,0,0,0,0,4,67,104,16,66,127,32,6,15,5,430,98,109,32,120,183,53,3,14,6,618,67,58,81,177,204,64,8,34,9,701,3,7,6,15,32,14,0,3,0,89,11,19,8,42,95,20,5,14,0,214,8,8,0,14,21,3,5,7,0,67,20,23,3,24,25,9,4,12,16,144,812,2207,214,746,1124,386,49,153,83,5776,5,19,0,0,3,0,0,0,0,27,41,282,6,0,16,3,6,0,0,349,360,799,40,73,136,51,24,25,16,1529,13,37,0,0,6,6,0,0,0,65,47,104,8,28,13,3,5,4,4,219,17,36,6,7,8,4,3,0,0,84,761,1920,159,286,454,262,91,107,53,4098,0,0,0,0,6,0,0,0,0,12
POA2037,20,87,0,8,21,5,0,0,0,140,8,29,0,0,10,0,0,0,0,52,319,952,40,119,243,95,7,25,31,1833,0,0,0,5,0,0,0,0,0,7,26,45,6,14,27,11,0,5,0,134,47,64,12,49,55,28,0,5,5,260,33,24,17,39,40,13,5,8,0,183,13,3,0,3,4,4,0,8,0,35,8,11,6,3,8,0,0,3,0,43,4,9,0,4,5,0,0,0,0,28,9,12,0,3,10,4,0,0,5,39,717,1986,109,278,518,192,17,66,60,3942,0,12,0,0,0,0,0,0,0,22,69,402,0,0,11,0,0,0,11,490,360,1007,36,42,115,44,5,11,22,1651,6,25,0,0,3,0,0,0,0,33,58,154,4,12,28,5,0,0,0,258,26,40,0,0,11,0,0,0,0,85,663,1897,117,198,367,169,44,59,61,3558,0,3,0,5,0,0,0,0,0,9
POA2038,19,59,0,8,5,0,0,0,0,96,7,29,0,0,3,4,0,0,0,44,241,654,37,64,144,47,8,5,8,1219,0,0,0,0,0,0,0,0,0,0,17,25,5,12,23,13,0,0,0,104,18,33,10,14,29,12,0,4,0,126,21,18,13,25,37,9,0,6,0,123,5,0,0,0,0,5,0,0,0,20,7,4,0,0,13,0,0,0,3,31,0,12,0,0,0,4,0,0,0,13,3,9,0,4,4,0,0,0,0,24,487,1234,84,158,304,113,10,19,23,2419,0,11,0,0,0,0,0,0,0,16,22,184,6,3,3,0,0,0,0,227,241,495,16,22,57,17,0,7,13,864,4,9,0,0,0,0,0,0,0,20,27,86,4,8,8,0,0,0,0,142,14,38,0,3,3,3,0,0,0,67,504,1221,81,95,201,94,11,11,21,2241,0,3,0,0,0,0,0,0,0,9
POA2039,29,56,0,6,4,6,0,0,0,106,19,18,0,0,0,0,0,0,0,40,265,580,17,39,108,41,3,4,4,1065,0,0,0,0,0,0,0,0,0,0,32,36,7,7,34,10,0,3,4,131,41,33,13,11,43,7,0,3,0,152,19,9,15,14,30,13,0,4,0,106,5,0,0,0,3,4,0,0,0,18,3,8,5,3,8,4,0,0,0,41,3,4,0,0,3,0,0,0,0,22,6,4,0,3,4,0,0,0,6,21,561,1070,49,113,281,96,5,17,19,2208,0,7,0,0,0,0,0,0,0,11,27,99,0,0,3,0,0,0,0,131,254,445,14,18,58,22,0,0,6,821,6,14,0,0,0,0,0,0,0,21,51,99,0,11,4,6,0,0,0,169,28,29,0,0,0,0,0,0,0,57,525,1019,47,66,161,78,15,19,15,1958,0,0,0,0,0,0,0,0,0,0
POA2040,62,166,0,25,26,8,0,0,0,279,20,45,0,5,9,0,0,0,0,78,578,1350,53,136,312,92,6,19,28,2576,0,0,0,0,0,0,0,0,0,0,57,106,13,41,58,20,3,3,4,298,65,86,16,62,123,36,0,3,5,401,44,50,45,60,90,24,3,7,0,328,8,5,0,6,18,7,0,0,0,52,19,21,4,14,38,10,0,0,0,97,9,13,0,0,3,0,0,0,0,34,6,23,0,8,8,4,0,0,15,63,1180,2696,142,375,783,218,18,42,64,5519,9,30,0,0,0,0,0,0,0,36,51,279,4,0,6,0,0,0,0,344,513,1085,26,37,136,37,10,3,15,1856,11,28,0,0,3,5,0,0,0,45,108,267,5,24,27,7,0,0,0,456,36,66,4,8,7,3,0,0,0,126,1162,2446,143,201,443,172,26,39,51,4690,0,0,0,0,0,0,0,0,0,3
POA2041,32,98,5,7,11,4,0,0,0,161,5,39,0,0,3,0,3,0,0,58,481,947,20,71,186,62,3,5,12,1782,0,0,0,3,0,0,0,0,0,3,53,59,9,21,46,15,0,6,0,201,56,61,0,25,55,14,0,0,3,230,15,20,16,32,29,15,5,0,0,135,4,0,0,4,8,6,0,0,0,27,11,8,0,7,21,11,0,0,0,65,8,15,0,0,0,0,0,3,5,31,3,5,0,5,12,0,0,0,8,26,952,1862,60,192,445,149,8,16,34,3718,8,15,0,0,4,0,0,0,0,24,38,236,0,0,7,0,0,0,0,280,483,842,16,20,103,37,0,4,18,1534,7,26,0,0,10,0,0,0,3,42,69,161,4,7,19,9,0,0,0,273,15,51,0,4,5,0,3,0,0,85,999,1819,65,100,293,127,10,17,37,3464,0,0,0,3,0,0,0,0,0,3
POA2042,40,134,4,13,17,0,0,0,0,203,22,38,0,0,15,0,0,0,0,80,426,1364,94,142,303,98,9,33,21,2510,0,0,0,0,0,0,0,0,0,0,33,60,9,18,41,14,0,5,0,182,55,74,21,79,50,28,0,3,3,324,33,39,52,65,62,37,4,12,6,304,3,3,5,4,12,8,0,4,0,41,14,13,5,6,20,3,0,0,3,70,5,18,0,0,3,5,0,0,3,43,10,10,8,6,6,5,0,0,8,50,898,2522,210,377,626,211,15,71,63,4995,7,9,0,6,0,0,0,0,0,26,55,379,9,0,8,0,0,0,0,446,405,1111,33,61,124,30,8,14,24,1812,11,19,0,0,0,0,0,0,0,31,68,218,3,26,28,0,0,0,0,342,33,62,4,0,18,0,0,0,0,123,867,2701,218,251,502,190,44,81,58,4918,0,3,0,0,0,0,0,0,0,8
