POA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
POA2019,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,7,81,24,4,0,102,4,0,6,109,12,0,123,13,0,0,0,14,0,0,0,14,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,88,24,8,0,121,4,0,6,121,14,0,135,11,0,0,0,14,0,0,0,14,4,0,21,10,3,0,0,11,0,0,0,11,3,0,16,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,34,0,0,0,34,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,33,0,0,0,37,6,0,38,8,0,0,0,9,0,0,0,9,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,6,4,0
POA2020,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,56,19,3,0,83,0,0,3,83,13,0,99,14,0,0,0,19,0,0,0,19,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,69,27,6,3,106,0,0,3,112,22,0,127,12,3,0,3,22,0,0,0,26,5,0,29,8,5,0,0,12,0,0,0,14,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,11,4,7,40,0,0,0,41,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,4,7,42,0,0,0,46,4,0,50,13,3,0,0,14,0,0,0,19,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,31,13,10,3
POA2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,0,0,88,0,0,0,92,6,0,93,6,4,0,0,13,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,78,24,0,0,101,4,0,4,98,3,0,111,13,0,0,0,19,0,0,0,19,0,0,16,6,4,0,0,13,4,0,4,14,7,0,16,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,0,31,4,0,4,34,10,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,26,5,4,0,33,4,0,4,34,10,0,44,4,0,0,0,5,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,6,4,0
POA2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,8,0,71,0,0,0,74,0,0,79,18,3,0,0,22,0,0,0,22,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,75,17,8,0,95,0,0,0,95,11,0,106,16,9,0,0,20,0,0,0,26,0,0,28,9,3,0,0,11,0,0,0,12,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,0,42,0,0,0,43,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,4,30,17,0,0,45,0,0,0,45,0,0,49,6,3,0,0,10,0,0,0,10,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,37,15,5,0
POA2023,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,4,69,20,0,0,92,0,0,0,92,15,0,113,43,17,0,3,63,0,6,6,63,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,114,41,0,3,160,0,6,6,157,22,0,181,21,3,0,0,24,0,0,0,24,3,0,24,23,4,0,0,33,0,0,0,33,3,0,39,5,0,4,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,47,15,3,3,66,0,0,0,66,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,3,3,64,0,0,0,64,0,0,69,15,12,0,0,24,3,0,3,31,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,68,23,3,4
POA2024,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,99,12,0,0,113,0,0,0,113,10,0,123,24,3,0,0,31,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,122,15,0,0,146,0,0,0,146,9,0,156,14,3,0,0,21,0,0,0,21,0,0,18,19,4,0,0,18,0,0,0,18,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,0,38,0,0,0,38,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,42,0,0,0,42,4,0,45,9,5,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,11,0,0
POA2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,45,0,0,0,45,3,0,46,14,9,0,0,25,0,0,0,25,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,52,18,0,0,67,0,0,0,67,6,0,75,9,3,0,0,10,0,0,0,10,0,0,10,8,0,0,0,8,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,21,0,0,0,21,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,19,0,0,0,19,4,0,22,7,5,0,0,9,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0
POA2026,6,0,0,6,4,0,0,0,8,0,0,0,8,0,0,8,141,38,9,4,190,0,0,0,190,16,0,209,34,6,0,0,38,4,0,4,42,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,177,41,9,4,231,4,3,3,233,24,0,264,42,4,0,0,48,0,0,3,53,4,0,57,36,6,0,0,42,0,0,0,42,3,0,50,8,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,79,14,3,0,102,0,0,3,104,7,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,14,3,0,102,0,0,3,104,7,0,111,16,5,0,0,22,0,0,0,27,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,101,18,3,4
POA2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,4,0,38,0,0,0,38,0,0,38,4,0,0,0,11,0,0,0,11,4,0,9,3,0,0,0,3,0,0,0,3,0,0,3,34,8,4,0,51,0,0,0,51,4,0,52,18,0,0,0,18,0,0,0,18,0,0,18,3,3,0,0,9,0,0,0,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,3,0,31,0,0,0,31,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,3,0,31,0,0,0,31,3,0,30,11,0,0,0,9,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,0
POA2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,18,0,0,18,6,0,0,0,6,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,24,8,0,31,9,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,13,0,0,13,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
POA2029,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,80,16,0,3,94,0,0,0,94,0,0,92,10,4,0,0,17,3,0,3,21,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,92,21,0,0,113,3,0,3,116,7,0,122,24,6,0,0,35,0,0,0,35,0,0,36,16,9,0,0,25,0,0,0,25,0,0,26,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,15,3,0,64,0,0,0,64,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,3,0,61,0,0,0,61,3,0,65,3,0,0,0,11,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,50,18,3,3
POA2030,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,5,170,40,6,0,219,0,0,0,219,10,0,226,59,17,0,7,74,4,0,4,78,21,0,94,0,0,0,3,3,0,0,0,3,0,0,3,234,50,6,10,291,4,0,4,298,23,0,323,53,3,0,0,57,0,0,0,57,3,0,57,56,13,0,0,71,0,0,0,70,5,0,73,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,112,18,0,0,133,0,0,0,134,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,23,0,0,138,0,0,0,133,7,0,145,30,0,0,0,36,0,0,0,36,16,0,54,0,0,0,0,0,0,0,0,0,0,0,0,150,21,0,0
POA2031,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,196,34,0,3,233,3,0,3,243,14,0,255,35,4,0,0,42,0,0,0,48,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,233,36,0,3,279,3,0,3,283,27,0,308,57,10,0,0,70,3,0,3,75,3,0,77,39,9,3,0,50,0,0,0,50,4,0,53,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,102,16,4,3,127,3,0,3,127,8,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,16,4,3,127,3,0,3,127,7,0,141,16,4,0,0,19,0,0,0,19,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,116,20,4,3
POA2032,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,8,84,26,4,9,124,4,0,4,127,15,0,144,13,0,5,0,20,0,0,0,20,9,0,28,0,0,0,0,0,0,0,0,0,0,0,4,99,29,13,8,145,4,0,4,151,22,0,175,12,4,0,0,20,0,0,0,19,3,0,23,13,9,0,0,21,0,5,4,23,5,0,32,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,0,49,0,5,7,55,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,0,49,0,5,7,55,7,0,60,8,6,0,0,17,0,0,0,17,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,44,25,3,0
POA2033,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,64,14,5,0,73,0,0,0,78,8,0,86,14,0,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,72,14,9,0,92,0,0,0,96,12,0,107,9,0,0,0,8,0,0,0,12,3,0,16,18,7,0,0,24,0,0,0,24,0,0,24,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,40,0,0,0,39,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,39,0,0,0,39,7,0,44,5,0,3,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,7,3,0
POA2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,27,4,0,164,4,0,4,162,9,0,174,32,3,0,0,37,0,0,0,37,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,162,35,4,0,200,4,0,4,204,17,0,219,25,4,0,0,31,0,0,0,31,3,0,30,36,7,0,0,43,0,0,0,43,0,0,46,4,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,0,75,0,0,0,75,5,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,63,10,0,0,73,0,0,0,75,5,0,86,11,9,0,0,21,0,0,0,21,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,77,17,0,0
POA2035,0,0,0,5,3,0,0,0,5,0,0,0,5,0,0,6,264,59,20,8,345,10,0,8,354,25,0,386,43,11,0,0,57,0,0,0,60,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,305,73,21,8,403,4,0,10,413,43,0,460,87,10,0,0,105,4,0,4,107,14,0,121,62,13,6,0,80,0,0,0,80,10,0,87,7,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,4,0,0,4,154,28,5,3,195,4,0,4,203,19,0,220,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,157,33,5,3,199,4,0,4,201,19,0,226,10,6,0,0,12,6,0,6,19,18,0,38,0,0,0,0,0,0,0,0,0,0,0,0,172,32,5,5
POA2036,3,0,0,3,6,0,0,0,11,0,0,5,14,0,0,14,216,54,20,0,295,5,3,4,301,37,3,345,34,9,3,0,44,0,0,0,49,16,0,68,0,0,0,0,0,0,0,0,0,0,0,0,253,65,20,6,340,5,5,7,350,53,8,406,56,9,5,0,66,5,0,5,76,6,0,80,39,29,9,0,73,0,0,0,71,7,0,85,3,5,0,0,11,0,0,0,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,103,41,7,0,150,5,0,4,154,20,0,177,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,5,0,0,7,99,41,7,0,151,4,0,12,160,22,0,178,15,12,0,0,25,0,0,0,30,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,121,48,10,0
POA2037,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,60,10,3,0,72,0,0,0,76,5,0,79,11,0,0,0,14,0,0,0,12,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,72,8,4,0,84,3,0,3,90,11,0,99,22,3,0,0,29,0,0,0,29,0,0,29,6,0,0,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,39,0,0,0,39,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,39,0,0,0,39,6,0,44,3,0,0,0,5,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0
POA2038,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,66,15,0,0,81,5,5,9,89,8,0,96,4,6,0,0,7,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,76,16,0,0,88,4,5,12,97,11,0,108,9,0,0,0,12,0,0,3,15,4,0,18,8,3,0,0,9,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,19,0,3,3,21,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,19,0,3,3,21,3,0,26,4,0,0,0,9,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0
POA2039,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,60,6,3,0,64,0,0,3,66,6,0,75,3,5,0,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,62,7,3,0,75,0,0,3,75,5,0,81,10,0,0,0,10,0,0,0,8,0,0,12,4,3,0,0,7,0,0,0,7,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,19,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,0,19,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0
POA2040,0,0,0,3,5,0,0,0,6,0,0,0,6,0,0,4,148,43,17,0,196,0,0,8,198,12,0,216,14,0,0,0,23,0,0,0,23,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,161,43,11,0,217,0,0,8,222,16,0,237,16,5,0,0,24,0,0,0,24,6,0,29,17,3,0,0,25,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,4,0,53,0,0,0,53,8,0,55,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,35,11,4,0,54,0,0,0,54,8,0,57,8,0,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,46,11,4,0
POA2041,0,0,0,5,6,0,0,0,6,0,0,0,4,0,0,5,122,20,0,0,144,5,0,7,151,7,0,157,23,4,0,0,23,0,0,0,23,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,141,18,0,0,167,5,0,7,179,8,0,186,25,3,0,0,28,0,0,0,29,3,0,33,9,6,0,0,13,0,0,0,13,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,0,0,43,0,0,0,44,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,39,10,0,0,47,0,0,0,45,7,0,56,10,0,0,0,13,0,0,0,13,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49,15,0,0
POA2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,3,0,67,0,0,4,66,3,0,70,14,0,0,0,10,0,0,0,10,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,64,9,3,0,77,0,0,4,81,8,0,91,10,0,0,0,16,0,0,0,18,3,0,16,4,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,28,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,4,28,8,0,30,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0
POA2043,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,19,0,0,0,26,0,0,0,26,6,0,27,0,5,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,29,0,0,0,34,11,0,37,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0
