POA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA2019,503,41,0,0,41,0,547,57,190,3,0,191,0,250,0,4,0,0,6,0,6,0,0,0,0,0,0,0,57,193,7,0,197,0,257,0,0,0,0,0,0,0,569,232,7,0,236,0,804,405,26,0,0,26,0,437,60,155,3,0,153,0,216,0,8,4,0,8,0,8,0,0,0,0,0,0,0,60,156,3,0,161,0,222,0,4,0,0,4,0,0,466,185,3,0,191,0,659,258,7,0,0,7,0,263,24,70,4,0,72,0,94,0,5,3,0,8,0,8,0,0,0,0,0,0,0,24,72,7,0,82,0,99,0,0,0,0,0,0,0,279,79,7,0,87,0,361,142,7,0,0,7,0,146,11,44,5,0,44,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,3,0,46,0,60,0,0,0,0,0,0,0,155,53,3,0,54,0,207,213,8,0,0
POA2020,264,34,0,0,34,0,304,65,526,28,0,554,0,622,0,42,22,0,59,0,61,0,0,0,0,0,0,0,68,568,48,0,615,0,686,0,0,0,0,0,0,0,333,609,48,0,656,0,991,204,21,0,0,25,0,229,36,311,27,0,337,0,375,0,25,21,0,47,0,45,0,0,0,0,0,0,0,41,340,44,0,385,0,419,0,0,0,0,0,0,0,246,359,44,0,405,0,651,108,8,0,0,8,0,122,5,122,9,0,129,0,131,0,7,8,0,16,0,16,0,0,0,0,0,0,0,5,130,16,0,145,0,151,0,0,0,0,0,0,0,119,140,16,0,156,0,275,90,5,0,0,5,0,94,5,73,5,0,77,0,84,0,4,8,0,10,0,11,0,0,0,0,0,0,0,7,79,7,0,90,0,93,0,0,0,0,0,0,0,99,84,7,0,95,0,193,93,4,0,0
POA2021,470,16,0,0,16,0,494,52,73,0,0,73,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,73,0,0,73,0,127,0,0,0,0,0,0,0,525,88,0,0,88,0,618,366,17,0,0,17,0,381,39,54,0,0,54,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54,0,0,54,0,93,0,0,0,0,0,0,0,404,69,0,0,69,0,472,218,8,0,0,8,0,230,15,29,0,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,29,0,43,0,0,0,0,0,0,0,227,35,0,0,35,0,265,148,0,0,0,0,0,154,9,14,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,14,0,22,0,0,0,0,0,0,0,153,19,0,0,19,0,174,156,5,0,0
POA2022,402,22,0,0,22,0,419,43,118,0,0,127,0,164,0,5,0,0,5,0,5,0,0,0,0,0,0,0,43,123,0,0,126,0,171,0,0,0,0,0,0,0,441,143,0,0,144,0,583,370,8,0,0,8,0,377,28,109,5,0,110,0,143,0,3,0,0,9,0,9,0,0,0,0,0,0,0,28,114,4,0,116,0,150,0,0,0,0,0,0,0,400,119,4,0,128,0,529,204,9,0,0,9,0,212,13,65,5,0,67,0,84,0,3,0,0,3,0,7,0,0,0,0,0,0,0,14,65,5,0,70,0,90,0,0,0,0,0,0,0,221,76,5,0,83,0,303,137,8,0,0,8,0,142,9,25,0,0,26,0,34,0,8,0,0,8,0,8,0,0,0,0,0,0,0,9,31,0,0,31,0,42,0,0,0,0,0,0,0,148,39,0,0,41,0,187,159,12,0,0
POA2023,302,19,0,0,19,0,319,52,74,0,0,74,0,125,0,5,0,0,6,0,6,0,0,0,0,0,0,0,52,76,0,0,78,0,132,0,0,0,0,0,0,0,354,95,0,0,99,0,446,347,16,0,0,16,0,362,34,66,3,0,73,0,106,0,8,0,0,8,0,8,0,0,0,0,0,0,0,34,70,3,0,79,0,114,0,0,0,0,0,0,0,379,93,3,0,98,0,474,266,7,0,0,7,0,271,18,41,0,0,41,0,58,0,0,0,0,9,0,9,0,0,0,0,0,0,0,18,42,0,0,43,0,67,0,0,0,0,0,0,0,285,49,0,0,52,0,337,162,3,0,0,3,0,172,10,29,0,0,29,0,36,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,29,3,0,31,0,44,0,0,0,0,0,0,0,172,33,3,0,38,0,211,239,3,0,0
POA2024,424,28,0,0,28,0,446,48,52,3,0,49,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,3,0,55,0,102,0,0,0,0,0,0,0,471,77,3,0,78,0,550,422,19,0,0,19,3,443,43,68,0,0,71,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,68,0,0,71,0,114,3,0,0,0,0,0,3,473,87,0,0,90,3,561,304,9,0,0,9,0,313,18,22,0,0,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,26,0,43,0,0,0,0,0,0,0,322,28,0,0,30,0,356,178,4,0,0,4,0,186,14,7,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,11,0,26,0,0,0,0,0,0,0,191,17,0,0,15,0,212,222,6,0,0
POA2025,201,15,0,0,15,0,217,37,41,0,0,40,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,0,0,40,0,77,0,0,0,0,0,0,0,235,60,0,0,63,0,295,176,18,0,0,18,0,193,28,59,4,0,59,0,90,0,4,0,0,4,0,4,0,0,0,0,0,0,0,32,60,4,0,61,0,94,0,0,0,0,0,0,0,208,77,4,0,83,0,287,107,12,0,0,12,0,116,12,24,0,0,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,24,0,36,0,0,0,0,0,0,0,119,33,0,0,37,0,158,68,0,0,0,0,0,71,8,22,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,22,0,28,0,0,0,0,0,0,0,75,22,0,0,22,0,96,98,0,0,0
POA2026,1099,88,0,0,91,5,1198,144,275,0,0,282,0,424,4,11,3,0,11,0,13,0,0,0,0,0,0,0,143,287,5,0,292,0,435,4,0,0,0,0,0,5,1249,378,6,0,379,4,1641,773,58,0,0,58,0,831,91,158,3,0,164,0,257,0,4,0,0,4,0,4,0,0,0,0,0,0,0,91,159,3,0,164,0,257,0,0,0,0,0,0,3,865,216,3,0,219,4,1091,497,23,0,0,23,0,514,40,77,0,0,85,0,121,0,0,0,0,4,0,4,0,0,0,0,0,0,0,40,84,0,0,85,0,125,0,0,0,0,0,0,0,537,104,0,0,102,0,643,304,14,0,0,14,0,320,22,43,0,0,43,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,43,0,65,0,0,0,0,0,0,0,326,55,0,0,55,0,378,428,12,0,0
POA2027,160,9,0,0,9,0,171,20,25,5,0,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,31,0,45,0,0,0,0,0,0,0,178,37,0,0,41,0,215,146,5,0,0,5,0,156,20,40,4,0,41,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,45,0,67,0,0,0,0,0,0,0,167,48,0,0,53,0,222,77,7,0,0,7,0,75,7,22,0,0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,20,0,30,0,0,0,0,0,0,0,88,29,0,0,28,0,110,51,0,0,0,0,0,54,8,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,10,0,16,0,0,0,0,0,0,0,60,13,0,0,13,0,72,71,0,0,0
POA2028,155,7,3,0,14,0,167,21,22,0,0,22,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,22,0,41,0,0,0,0,0,0,0,175,36,3,0,40,0,209,93,4,0,0,4,0,94,16,31,0,0,31,0,44,4,0,0,0,0,0,4,0,0,0,0,0,0,0,19,31,0,0,31,0,45,0,0,0,0,0,0,0,107,30,0,0,30,0,134,36,0,0,0,0,0,40,6,12,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,14,0,22,0,0,0,0,0,0,0,46,15,0,0,17,0,63,33,0,0,0,0,0,33,7,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,10,0,17,0,0,0,0,0,0,0,43,5,4,0,10,0,49,44,0,0,0
POA2029,310,31,0,0,31,0,338,24,82,0,0,82,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,0,0,90,0,116,0,0,0,0,0,0,0,329,119,0,0,119,0,448,267,20,0,0,20,0,290,30,80,0,0,80,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,80,0,0,83,0,116,0,0,0,0,0,0,0,299,100,0,0,102,0,404,187,12,0,0,12,0,204,12,45,0,0,48,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,0,0,50,0,63,0,0,0,0,0,0,0,207,59,0,0,60,0,264,118,7,0,0,7,0,127,9,20,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,27,0,28,0,0,0,0,0,0,0,123,23,6,0,31,0,157,163,3,0,0
POA2030,408,38,0,0,38,0,451,43,94,0,0,94,0,138,0,0,4,0,4,0,6,0,0,0,0,0,0,0,42,94,4,0,102,0,145,0,0,0,0,0,0,0,456,138,4,0,139,0,593,539,28,0,0,28,0,573,52,125,10,0,132,0,183,6,6,0,0,6,0,11,0,0,0,0,0,0,0,58,124,8,0,137,0,191,0,0,0,0,0,0,0,598,161,8,0,164,0,762,418,6,0,0,6,0,420,27,81,3,0,87,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,81,3,0,86,0,113,0,0,0,0,0,0,0,442,93,3,0,95,0,540,322,8,0,0,8,0,324,18,54,4,0,55,0,74,0,3,4,0,7,0,7,0,0,0,0,0,0,0,18,57,6,0,63,0,80,0,3,0,0,3,0,3,340,60,6,0,71,0,411,450,11,0,0
POA2031,1187,65,0,0,65,0,1258,138,252,3,0,255,0,391,0,3,0,0,3,0,3,0,0,0,0,0,0,0,138,260,3,0,263,0,398,0,0,0,0,0,0,4,1328,326,3,0,325,0,1659,987,44,0,0,44,0,1028,108,251,0,0,251,0,355,0,10,0,0,7,0,8,0,0,0,0,0,0,0,107,261,0,0,259,0,367,0,0,0,0,0,0,0,1095,307,0,0,307,0,1402,614,28,0,0,28,0,641,57,126,0,0,126,0,182,0,3,0,0,8,0,8,0,0,0,0,0,0,0,57,127,0,0,130,0,185,0,0,0,0,0,0,0,668,157,0,0,155,0,827,372,7,0,0,7,0,384,25,45,0,0,49,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,4,0,49,0,67,0,0,0,0,0,0,0,397,56,4,0,55,0,455,500,3,0,0
POA2032,278,29,0,0,29,0,309,40,170,3,0,177,0,215,0,11,0,0,14,0,14,0,0,0,0,0,0,0,40,176,10,0,189,0,230,0,0,0,0,0,0,0,318,209,10,0,214,0,538,290,18,0,0,18,0,310,51,168,16,0,185,0,232,0,6,5,0,9,0,9,0,0,0,0,0,0,0,51,177,20,0,193,0,243,0,0,0,0,0,0,0,339,190,20,0,214,0,551,197,4,0,0,4,0,200,23,84,9,0,95,0,114,0,3,5,0,11,0,11,0,0,0,0,0,0,0,23,90,7,0,101,0,120,0,0,0,0,0,0,0,216,94,7,0,102,0,323,114,4,0,0,4,0,123,20,60,0,0,60,0,79,0,4,0,0,9,0,9,0,0,0,0,0,0,0,20,66,3,0,69,0,88,0,0,0,0,0,0,0,130,68,3,0,75,0,209,157,9,0,0
POA2033,188,26,0,0,26,0,210,43,153,4,0,159,0,201,0,9,0,0,12,0,12,0,0,0,0,0,0,0,43,164,5,0,166,0,212,0,0,0,0,0,0,0,229,181,5,0,187,3,421,197,17,0,0,17,0,214,33,151,4,0,150,0,182,0,7,0,0,8,0,13,0,0,0,0,0,0,0,32,158,3,0,158,0,192,0,0,0,0,0,0,0,222,174,3,0,177,0,407,115,13,0,0,13,0,126,13,70,3,0,76,0,95,0,7,0,0,6,0,6,0,0,0,0,0,0,0,13,75,4,0,82,0,98,0,0,0,0,0,0,0,132,87,4,0,96,0,229,75,8,0,0,8,0,85,8,47,0,0,47,0,50,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,47,0,0,47,0,55,0,0,0,0,0,0,0,84,53,0,0,53,0,139,87,12,0,0
POA2034,657,34,0,0,35,0,696,69,110,0,0,110,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,110,0,0,110,0,185,0,0,0,0,0,0,0,729,146,0,0,149,0,882,555,25,0,0,25,0,578,66,138,6,0,138,0,208,3,0,0,0,0,0,3,0,0,0,0,0,0,0,70,138,3,0,144,0,213,0,0,0,0,0,0,0,620,162,3,0,165,5,796,333,10,0,0,10,0,342,29,75,0,0,76,0,111,3,0,0,0,0,0,4,0,0,0,0,0,0,0,37,73,0,0,77,0,110,0,0,0,0,0,0,0,371,83,0,0,83,0,452,227,8,0,0,8,0,236,18,39,0,0,39,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,0,47,0,60,0,0,0,0,0,0,0,246,48,0,0,50,0,297,293,12,0,0
POA2035,915,88,0,0,88,0,1000,126,394,6,0,403,0,524,0,10,4,0,15,0,10,0,0,0,0,0,0,0,130,404,11,0,412,0,539,0,3,0,0,3,0,3,1041,492,11,0,501,0,1543,838,50,0,0,50,0,888,151,421,10,0,432,0,590,3,9,0,0,10,0,19,0,0,0,0,0,0,0,159,434,12,0,448,0,608,0,0,0,0,0,0,0,1001,483,12,0,501,0,1501,555,34,0,0,39,0,593,63,250,9,0,264,0,322,9,9,6,0,12,0,18,0,0,0,0,0,0,0,64,255,15,0,277,0,341,0,0,0,0,0,0,0,626,294,15,0,312,0,940,387,19,0,0,20,0,411,41,158,3,0,161,0,200,0,3,4,0,6,0,6,0,0,0,0,0,0,0,41,156,6,0,166,0,209,0,0,0,0,0,0,0,429,180,8,0,184,0,616,488,30,0,0
POA2036,859,91,0,0,91,0,946,122,452,15,0,461,0,584,4,21,9,0,25,0,32,0,0,0,0,0,0,0,125,475,17,0,496,0,613,0,0,0,0,0,0,0,985,563,17,0,580,0,1568,839,58,6,0,57,0,898,112,432,12,0,447,0,565,4,22,5,0,29,0,34,0,0,0,0,0,0,0,118,457,20,0,479,0,599,0,0,0,0,0,4,5,960,518,25,0,537,4,1502,501,24,0,0,22,0,526,68,238,9,0,250,0,314,0,15,5,0,22,0,22,0,0,0,0,0,0,0,68,254,15,0,267,0,333,0,0,0,0,0,3,3,572,275,13,0,290,3,860,319,14,0,0,14,0,333,33,136,3,0,145,0,180,0,14,4,0,19,0,19,0,0,0,0,0,0,0,33,151,12,0,162,0,196,0,0,0,0,0,0,0,354,162,12,0,182,0,529,427,18,0,0
POA2037,292,31,0,0,31,0,323,69,119,5,0,127,0,196,0,3,3,0,4,0,4,0,0,0,0,0,0,0,69,121,11,0,131,0,200,0,0,0,0,0,0,0,364,156,11,0,160,0,523,249,24,0,0,24,0,267,45,69,5,0,76,0,127,0,5,3,0,11,0,11,0,0,0,0,0,0,0,45,75,9,0,87,0,132,0,0,0,0,0,0,0,298,95,9,0,108,0,402,140,9,0,0,9,0,150,9,37,0,0,37,0,44,0,0,3,0,8,0,6,0,0,0,0,0,0,0,12,38,3,0,41,0,54,0,0,0,0,0,0,0,152,48,3,0,57,0,210,79,10,0,0,10,0,84,7,19,5,0,20,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,20,5,0,20,0,27,0,0,0,0,0,0,0,89,26,5,0,26,0,115,105,6,0,0
POA2038,340,27,0,0,27,0,359,35,47,0,0,47,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,0,0,47,0,79,0,0,0,0,0,0,0,370,71,0,0,71,0,443,350,18,0,0,18,0,362,29,62,0,0,63,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,0,0,63,0,97,0,0,0,0,0,0,0,384,77,0,0,76,0,463,198,5,0,0,5,0,203,5,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,24,0,0,0,0,0,0,0,206,25,0,0,25,0,229,126,9,0,0,9,0,133,8,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,10,0,0,0,0,0,0,0,133,14,0,0,14,0,148,139,3,0,0
POA2039,380,21,0,0,21,0,399,39,57,0,0,57,0,94,0,3,4,0,3,0,3,0,0,0,0,0,0,0,39,61,4,0,64,0,99,0,0,0,0,0,0,0,416,81,4,0,85,0,498,315,16,0,0,16,0,325,30,37,0,0,41,0,69,0,8,0,0,8,0,8,0,0,0,0,0,0,0,30,46,0,0,44,0,71,0,0,0,0,0,0,0,345,55,0,0,57,0,403,177,6,0,0,6,0,187,7,16,0,0,21,0,32,0,6,0,0,0,0,4,0,0,0,0,0,0,0,9,21,4,0,23,0,32,0,0,0,0,0,0,0,184,27,4,0,28,0,213,99,0,0,0,0,0,102,9,7,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,6,0,18,0,0,0,0,0,0,0,112,7,0,0,8,0,119,113,0,0,0
POA2040,966,67,0,0,71,0,1031,98,194,0,0,191,0,290,0,0,0,0,4,0,4,0,0,0,0,0,0,0,98,191,0,0,197,0,292,0,0,0,0,0,0,0,1063,261,0,0,263,0,1327,931,50,4,0,58,0,986,95,139,3,0,140,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,139,3,0,140,0,238,0,0,0,0,0,0,0,1022,190,9,0,202,0,1227,518,28,0,0,32,0,549,45,71,4,0,72,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,71,3,0,75,0,122,0,0,0,0,0,0,0,561,103,3,0,106,0,669,308,17,0,0,17,0,330,24,37,0,0,34,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,3,0,36,0,60,0,0,0,0,0,0,0,335,51,3,0,53,0,391,388,12,0,0
POA2041,567,43,0,0,43,0,609,68,69,0,0,74,0,143,0,4,0,0,3,0,3,0,0,0,0,0,0,0,68,75,4,0,77,0,145,0,0,0,0,0,0,0,633,117,4,0,120,0,758,572,29,0,0,29,0,599,43,57,3,0,59,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,3,0,65,0,106,0,0,0,0,0,0,0,617,89,3,0,95,0,708,362,4,0,0,4,0,371,32,38,0,0,43,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,0,0,43,0,75,0,0,0,0,0,0,0,392,48,0,0,48,0,443,211,4,0,0,4,0,219,14,19,0,0,17,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,6,0,17,0,35,0,0,0,0,0,0,0,226,24,6,0,21,0,256,295,3,0,0
POA2042,417,20,0,0,20,0,438,59,64,0,0,67,0,123,0,0,0,0,3,0,4,0,0,0,0,0,0,0,59,66,3,0,68,0,127,0,0,0,0,0,0,0,476,86,3,0,95,0,568,334,16,0,0,16,0,353,46,40,3,0,40,0,88,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,39,4,0,45,0,90,0,0,0,0,0,0,0,380,55,4,0,64,0,440,221,7,0,0,7,0,230,20,35,0,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0,37,0,51,0,0,0,0,0,0,0,241,42,0,0,40,0,285,132,4,0,0,4,0,136,7,22,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,26,0,33,0,0,0,0,0,0,0,140,27,0,0,27,0,166,147,4,0,0
POA2043,261,25,0,0,25,0,288,40,77,0,0,77,0,121,0,0,3,0,3,0,3,0,0,0,0,0,0,0,40,79,3,0,83,0,123,0,0,0,0,0,0,0,301,105,3,0,108,0,409,157,9,0,0,9,0,164,29,53,0,0,50,0,81,0,3,0,0,3,0,3,0,0,0,0,0,0,0,29,59,3,0,58,0,85,0,0,0,0,0,0,0,180,64,3,0,65,0,251,74,0,0,0,0,0,77,14,19,0,0,19,0,31,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,19,3,0,19,0,27,0,0,0,0,0,0,0,88,25,3,0,24,0,109,56,5,0,0,5,0,55,3,11,0,0,11,0,17,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,11,3,0,12,0,19,0,0,0,0,0,0,0,62,15,3,0,13,0,74,51,5,0,0
