POA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
POA2019,4639,..,..,..,..,4639,..,3,0,3,0,3,..,51,0,52,0,52,..,10,0,11,0,11,..,74,12,87,0,88,..,163,31,199,0,199,..,8,0,5,0,5,..,245,47,294,0,291,..,39,5,43,0,43,..,38,4,40,0,40,..,28,0,28,0,28,..,100,20,122,0,126,..,20,0,23,0,23,..,4,0,4,0,6,..,21,0,21,0,27,..,4,0,4,0,4,..,11,0,11,0,11,..,6,0,6,0,6,..,6,0,6,0,6,..,7,0,7,0,7,..,83,0,86,0,87,..,59,8,70,0,70,..,8,3,9,0,9,..,5,0,7,0,7,..,13,4,19,0,19,..,17,9,23,0,23,..,5,0,5,0,5,..,25,5,25,0,25,..,23,0,27,0,21,..,60,7,65,0,70,..,51,6,60,0,60,..,9,0,9,0,9,..,44,4,52,0,52,..,24
POA2020,4436,..,..,..,..,4436,..,6,0,6,0,6,..,122,16,134,0,134,..,4,0,4,0,4,..,380,48,430,0,431,..,1105,179,1283,5,1287,..,58,11,71,0,71,..,1534,246,1778,11,1792,..,18,0,15,0,15,..,44,0,44,0,44,..,12,0,12,0,12,..,235,43,277,0,281,..,154,3,157,0,160,..,8,0,8,0,8,..,123,0,119,0,127,..,35,0,35,0,35,..,35,0,35,0,35,..,14,0,14,0,14,..,42,4,45,0,45,..,14,0,21,0,21,..,424,10,439,3,437,..,84,4,90,0,90,..,47,10,54,0,54,..,6,0,6,0,6,..,57,10,65,0,65,..,19,3,23,0,25,..,14,0,14,0,14,..,31,0,36,0,36,..,23,0,23,0,23,..,188,22,204,0,204,..,52,3,57,0,57,..,3,0,3,0,3,..,26,0,27,0,27,..,77
POA2021,5973,..,..,..,..,5973,..,4,0,4,0,4,..,15,0,13,0,13,..,0,0,0,0,0,..,46,0,47,0,47,..,46,4,52,0,52,..,5,0,5,0,5,..,97,8,103,0,103,..,10,0,10,0,10,..,72,3,70,0,70,..,49,3,50,0,51,..,65,8,65,0,71,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,26,0,26,0,26,..,78,0,78,0,78,..,13,0,15,0,15,..,4,0,4,0,4,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,17,0,22,0,22,..,45,3,47,0,47,..,18,5,23,0,25,..,0,0,0,0,0,..,8,0,3,0,3,..,9
POA2022,4577,..,..,..,..,4577,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,50,4,56,0,55,..,146,28,174,5,175,..,13,0,12,0,12,..,209,33,241,3,243,..,6,0,6,0,6,..,96,4,95,0,95,..,32,0,32,0,32,..,60,5,66,0,66,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,11,0,11,0,11,..,5,0,5,0,5,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,38,0,38,0,38,..,107,11,114,0,115,..,44,0,44,0,44,..,0,0,0,0,0,..,31,0,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,13,0,13,0,13,..,193,11,210,0,210,..,104,16,124,0,124,..,0,0,0,0,0,..,3,0,3,0,3,..,10
POA2023,4016,..,..,..,..,4016,..,0,0,0,0,0,..,17,3,19,0,19,..,0,0,0,0,0,..,65,8,70,0,70,..,134,26,161,0,161,..,7,0,7,0,7,..,205,30,240,0,240,..,5,0,5,0,5,..,52,0,51,0,53,..,12,0,12,0,12,..,58,0,61,0,61,..,5,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,30,0,30,0,32,..,3,4,8,0,8,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,40,0,47,0,48,..,47,7,53,0,53,..,5,0,5,0,5,..,5,0,5,0,5,..,0
POA2024,4371,..,..,..,..,4371,..,3,0,3,0,3,..,12,4,18,0,18,..,0,0,0,0,0,..,23,0,23,0,23,..,21,10,23,0,23,..,3,0,3,0,3,..,42,5,51,0,51,..,6,5,7,0,7,..,92,0,88,0,88,..,43,0,43,4,44,..,52,5,51,0,51,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,73,7,80,0,84,..,18,0,18,0,18,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,3,0,3,..,14,0,11,0,11,..,36,0,41,0,41,..,48,6,51,0,51,..,0,0,0,0,0,..,11,0,11,0,11,..,3
POA2025,2579,..,..,..,..,2579,..,9,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,19,0,21,0,21,..,74,7,79,3,79,..,3,0,4,0,4,..,89,10,103,3,106,..,0,0,0,0,0,..,41,0,44,0,44,..,12,0,15,0,15,..,21,0,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,27,0,21,0,21,..,14,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,7,0,7,..,8,0,8,0,8,..,18,3,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,5
POA2026,11882,..,..,..,..,11882,..,10,0,10,0,10,..,50,4,50,0,50,..,9,0,9,0,9,..,33,5,34,0,34,..,50,21,76,0,75,..,0,0,0,0,0,..,82,24,109,0,108,..,19,0,16,0,16,..,353,11,360,7,364,..,137,8,143,0,144,..,125,10,132,0,132,..,15,0,15,0,15,..,0,0,0,0,0,..,19,0,19,0,19,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,64,0,62,0,62,..,264,18,283,3,290,..,24,0,36,0,34,..,0,0,0,0,0,..,15,4,19,0,19,..,8,0,11,0,11,..,0,0,0,0,0,..,10,0,14,0,14,..,47,0,47,0,47,..,283,12,296,5,304,..,206,38,241,0,241,..,3,0,3,0,3,..,12,0,12,0,12,..,13
POA2027,2841,..,..,..,..,2841,..,6,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,0,..,47,3,51,0,51,..,90,19,108,5,103,..,8,0,8,0,8,..,144,19,163,5,159,..,3,0,3,0,3,..,28,0,30,0,28,..,35,0,35,0,35,..,29,0,29,0,29,..,0,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,50,0,47,0,48,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,4,0,4,0,4,..,16,0,16,0,16,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,8
POA2028,1683,..,..,..,..,1683,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,26,0,26,..,38,12,47,0,47,..,0,0,0,0,0,..,62,11,69,0,75,..,0,0,0,0,0,..,28,0,28,0,28,..,10,0,10,0,10,..,11,0,11,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,11,4,8,0,8,..,18,0,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,0
POA2029,3463,..,..,..,..,3463,..,4,0,4,0,4,..,20,0,21,0,21,..,0,0,0,0,0,..,32,8,35,0,35,..,80,9,91,0,91,..,0,0,0,0,0,..,107,18,132,0,134,..,4,0,4,0,4,..,50,0,50,0,50,..,22,0,23,0,26,..,44,0,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,66,0,70,0,68,..,20,0,20,0,16,..,0,0,0,0,0,..,14,3,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,50,3,55,0,57,..,71,6,82,0,82,..,0,0,0,0,0,..,14,0,16,0,16,..,13
POA2030,5396,..,..,..,..,5396,..,11,0,11,0,11,..,28,0,29,0,29,..,0,0,0,0,0,..,52,7,65,0,65,..,140,40,184,0,185,..,4,0,4,0,4,..,204,52,255,0,255,..,4,0,6,0,6,..,50,0,50,0,47,..,31,0,31,0,31,..,149,5,159,0,159,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,14,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,21,0,21,0,25,..,72,0,72,0,72,..,13,0,13,0,13,..,0,0,0,0,0,..,9,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,22,0,22,0,25,..,15,0,15,0,15,..,38,0,36,0,36,..,114,7,123,5,119,..,0,0,0,0,0,..,22,0,18,0,18,..,7
POA2031,12211,..,..,..,..,12211,..,10,0,7,0,7,..,65,5,71,0,71,..,4,0,4,0,4,..,129,20,150,0,151,..,255,33,290,6,294,..,17,3,20,0,20,..,395,60,457,4,463,..,16,0,18,0,18,..,193,9,208,0,208,..,124,5,129,3,127,..,186,16,203,5,202,..,23,0,23,0,23,..,16,0,16,0,16,..,60,0,60,0,60,..,34,0,34,0,34,..,8,0,8,0,8,..,14,0,14,0,14,..,12,0,12,0,12,..,19,0,19,0,19,..,178,0,178,0,178,..,154,13,167,3,168,..,46,0,47,4,49,..,3,0,3,0,3,..,23,0,23,0,23,..,5,0,5,0,5,..,9,0,9,0,9,..,28,0,29,0,29,..,47,4,53,0,53,..,178,14,187,4,191,..,161,18,172,4,180,..,0,0,0,0,0,..,25,4,25,0,25,..,22
POA2032,3903,..,..,..,..,3903,..,3,0,3,0,3,..,54,11,65,0,65,..,10,0,10,0,10,..,197,29,227,0,226,..,587,113,705,3,706,..,29,6,32,0,32,..,809,142,960,5,963,..,13,0,13,0,13,..,78,3,82,4,83,..,24,0,24,0,24,..,321,66,385,0,383,..,42,0,41,0,41,..,15,0,15,0,15,..,74,0,75,0,75,..,31,3,31,0,31,..,12,0,12,0,12,..,14,0,14,0,14,..,42,0,40,0,40,..,22,0,22,0,22,..,252,9,260,0,260,..,65,0,67,0,70,..,15,0,18,0,21,..,0,0,0,0,0,..,20,11,31,0,31,..,0,0,0,0,0,..,21,0,22,0,22,..,37,5,36,0,36,..,24,0,25,0,25,..,66,13,74,0,80,..,49,7,63,0,59,..,3,0,3,0,3,..,11,3,13,0,13,..,37
POA2033,3372,..,..,..,..,3372,..,0,0,0,0,0,..,65,7,66,0,69,..,0,0,0,0,0,..,178,26,200,0,202,..,406,45,451,0,455,..,24,0,24,0,24,..,597,75,676,4,677,..,6,0,6,0,6,..,57,0,58,0,62,..,15,0,15,0,15,..,195,22,218,0,218,..,33,0,38,0,38,..,9,0,6,0,6,..,76,0,79,0,80,..,17,0,15,0,15,..,12,0,12,0,12,..,18,0,18,0,18,..,17,0,18,0,18,..,12,0,12,0,12,..,192,4,196,4,199,..,58,7,64,0,64,..,26,5,31,0,31,..,4,0,0,0,0,..,35,3,41,0,41,..,0,0,0,0,0,..,16,0,16,0,16,..,34,0,34,0,34,..,18,0,15,0,15,..,59,3,62,0,69,..,48,0,48,0,48,..,5,0,5,0,5,..,13,0,14,0,17,..,13
POA2034,7334,..,..,..,..,7334,..,9,0,9,0,9,..,51,6,55,0,55,..,0,0,0,0,0,..,63,4,72,0,72,..,80,19,90,0,92,..,8,4,11,0,11,..,144,25,169,0,171,..,13,3,14,0,14,..,184,5,188,4,192,..,73,0,74,0,80,..,169,13,184,0,184,..,8,0,8,0,8,..,5,0,5,0,5,..,14,0,17,0,17,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,37,0,34,0,34,..,85,4,88,0,93,..,17,0,17,0,17,..,0,0,0,0,0,..,10,3,11,0,11,..,9,0,9,0,9,..,3,0,3,0,3,..,19,0,20,0,20,..,38,0,42,0,42,..,113,9,126,0,126,..,72,27,100,0,100,..,0,0,0,0,0,..,11,3,19,0,19,..,0
POA2035,10436,..,..,..,..,10436,..,13,0,13,0,13,..,111,11,123,0,123,..,4,0,4,0,4,..,425,106,532,5,536,..,464,103,567,5,567,..,27,9,30,0,30,..,914,220,1131,7,1135,..,57,9,61,0,61,..,406,23,433,3,433,..,90,3,91,0,91,..,692,77,766,5,771,..,22,0,21,0,27,..,17,0,21,0,21,..,56,0,59,0,55,..,18,0,18,0,18,..,17,0,15,0,15,..,14,0,14,0,14,..,16,0,16,0,16,..,10,0,10,0,10,..,170,4,177,6,176,..,206,13,219,0,221,..,50,8,61,0,61,..,4,0,3,0,3,..,29,11,40,0,40,..,15,0,15,0,15,..,13,0,13,0,13,..,27,4,30,0,30,..,73,5,80,0,80,..,514,37,560,0,558,..,214,32,244,0,244,..,7,0,10,0,10,..,46,11,54,0,54,..,25
POA2036,10134,..,..,..,..,10134,..,7,0,7,0,7,..,156,13,173,4,176,..,13,0,18,0,18,..,337,69,405,4,406,..,531,107,638,6,643,..,36,11,52,0,52,..,902,189,1094,11,1105,..,37,0,40,0,45,..,234,16,240,0,244,..,62,4,62,0,62,..,299,22,321,4,326,..,215,19,231,0,231,..,20,0,22,0,18,..,94,0,99,3,98,..,11,0,11,0,11,..,29,0,29,0,29,..,16,0,15,0,15,..,25,0,25,0,25,..,15,0,14,0,14,..,422,21,449,4,454,..,160,8,169,0,166,..,31,6,33,0,33,..,6,4,8,0,8,..,29,8,37,0,37,..,7,0,7,0,7,..,23,0,22,0,22,..,46,3,53,0,53,..,56,10,61,0,63,..,297,31,329,3,338,..,163,19,184,0,181,..,8,0,8,0,8,..,62,12,74,0,77,..,34
POA2037,5621,..,..,..,..,5621,..,8,0,8,0,8,..,48,4,51,0,51,..,5,0,5,0,5,..,95,27,122,0,122,..,310,59,366,0,367,..,23,5,26,0,26,..,425,87,514,0,514,..,13,0,13,0,13,..,65,0,67,0,67,..,68,3,65,0,65,..,66,9,73,5,76,..,12,0,12,0,12,..,5,0,5,0,5,..,51,0,51,0,51,..,13,4,14,0,14,..,5,0,5,0,5,..,16,0,16,0,16,..,6,0,6,0,6,..,13,0,13,0,15,..,121,4,122,0,124,..,80,0,76,0,76,..,44,4,46,0,46,..,3,0,3,0,3,..,27,0,28,0,28,..,0,0,0,0,0,..,8,0,8,0,8,..,30,0,36,0,36,..,17,0,15,0,15,..,38,4,44,0,45,..,25,0,27,0,31,..,6,0,6,0,6,..,8,5,11,0,11,..,18
POA2038,3708,..,..,..,..,3708,..,5,0,5,0,5,..,21,0,23,0,23,..,0,0,0,0,0,..,18,3,25,0,25,..,38,9,45,0,49,..,4,4,5,0,5,..,59,20,79,0,74,..,5,0,8,0,10,..,33,0,33,0,33,..,19,0,19,0,19,..,38,7,47,0,47,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,30,0,30,0,30,..,45,14,59,0,59,..,11,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,12,0,12,..,6,0,6,0,6,..,15,0,15,0,15,..,8,0,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,0
POA2039,3405,..,..,..,..,3405,..,7,0,7,0,7,..,15,6,22,0,22,..,0,0,0,0,0,..,29,9,34,0,34,..,41,0,46,0,46,..,0,0,0,0,0,..,71,8,77,0,77,..,8,0,8,0,8,..,26,0,26,0,24,..,13,0,13,0,13,..,30,3,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,20,0,20,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,37,0,41,0,41,..,32,5,34,0,34,..,8,0,14,0,14,..,0,0,0,0,0,..,10,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,9,0,9,0,9,..,14,0,14,0,14,..,10,3,12,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,6
POA2040,8553,..,..,..,..,8553,..,3,0,3,0,3,..,50,0,50,0,56,..,3,0,3,0,7,..,83,16,97,0,100,..,115,19,136,5,138,..,3,0,5,0,5,..,203,37,237,6,246,..,27,4,32,0,32,..,53,5,58,3,57,..,57,4,59,0,59,..,115,26,145,0,145,..,5,0,5,0,7,..,6,0,6,0,6,..,30,0,28,0,28,..,15,0,15,0,15,..,0,0,0,0,0,..,11,0,11,0,11,..,10,0,10,0,10,..,3,0,3,0,3,..,74,0,76,0,74,..,332,59,392,3,397,..,39,5,41,0,41,..,0,0,0,0,0,..,14,5,21,0,20,..,25,0,27,0,27,..,7,0,7,0,3,..,23,3,26,0,26,..,17,4,18,0,18,..,61,21,84,0,81,..,21,0,21,0,22,..,0,0,0,0,0,..,28,7,32,0,32,..,11
POA2041,6401,..,..,..,..,6401,..,6,0,6,0,6,..,39,5,46,0,46,..,0,0,0,0,0,..,31,0,30,0,30,..,68,14,80,0,82,..,3,0,3,0,3,..,101,17,118,0,117,..,3,0,3,0,3,..,56,4,60,5,59,..,46,0,46,0,49,..,50,4,55,0,54,..,4,0,4,0,4,..,5,0,5,0,5,..,18,0,18,0,18,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,42,0,42,0,42,..,63,8,69,0,67,..,15,0,20,0,20,..,0,0,0,0,0,..,11,4,13,0,13,..,8,0,8,0,8,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,13,5,15,0,15,..,16,0,16,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,4
POA2042,7438,..,..,..,..,7438,..,11,0,11,0,11,..,60,5,64,0,66,..,6,0,5,0,5,..,86,9,94,0,97,..,121,13,137,0,137,..,8,0,10,0,10,..,223,22,242,0,248,..,12,0,12,0,12,..,80,0,80,0,82,..,49,0,49,0,52,..,131,22,157,0,157,..,19,0,17,0,17,..,7,0,7,0,7,..,29,0,29,0,29,..,16,0,16,0,16,..,5,0,5,0,5,..,9,0,9,0,9,..,12,0,12,0,12,..,5,0,5,0,5,..,94,0,98,0,98,..,67,5,65,0,72,..,31,4,35,0,35,..,0,0,0,0,0,..,14,3,17,0,17,..,7,3,12,0,12,..,4,0,4,0,4,..,20,0,20,0,20,..,11,0,17,0,17,..,74,9,82,0,82,..,11,0,11,0,11,..,0,0,0,0,0,..,11,0,20,0,20,..,12
POA2043,3849,..,..,..,..,3849,..,9,0,9,0,9,..,17,0,17,0,17,..,9,0,9,0,9,..,57,9,72,0,72,..,136,13,149,0,155,..,5,0,5,0,5,..,204,26,229,0,230,..,6,0,6,0,6,..,47,4,47,0,52,..,37,0,42,0,45,..,32,5,33,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,23,0,23,0,23,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,4,0,4,..,50,0,55,0,55,..,39,0,39,0,39,..,15,0,16,0,16,..,0,0,0,0,0,..,17,5,23,0,23,..,13,6,16,0,16,..,3,0,3,0,3,..,6,0,6,0,6,..,13,0,13,0,13,..,39,3,37,0,37,..,22,0,22,0,22,..,0,0,0,0,0,..,7,0,7,0,7,..,5
