UCL_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
UCL112003,5,7,8,9,18,7,6,66,0,11,6,8,8,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,21,22,31,6,5,108,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,11,22,22,21,33,6,5,120,9,10,4,10,8,3,0,45,0,0,0,0,3,0,0,3,19,32,29,27,38,11,7,169,12,58,45,31,70,16,9,233,70,120,92,57,67,14,10,431,4,3,7,5,0,0,0,16,0,3,3,0,4,0,0,9,89,181,142,87,137,37,17,695,0,3,0,0,5,0,0,13,12,19,12,3,7,0,0,47,10,23,11,4,13,0,3,63,99,200,154,93,150,37,22,757,122,128,61,36,48,12,9,420,0,0,0,0,3,0,0,5,219,335,217,127,201,49,26,1175,18,64,51,42,85,26,11,303
UCL112004,3,7,9,5,13,0,0,38,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,8,9,15,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,15,0,0,51,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,16,6,9,17,3,0,57,5,30,34,41,59,14,7,191,29,70,44,31,39,12,6,228,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,9,40,103,83,75,105,28,9,436,0,3,3,0,6,0,0,9,5,8,5,3,0,0,0,23,7,11,11,4,9,0,0,33,42,114,90,73,105,28,9,470,63,47,34,30,34,6,0,211,0,0,0,0,0,0,0,0,100,158,126,103,145,32,9,683,9,41,39,44,70,13,7,224
UCL112005,7,13,10,12,14,9,4,70,0,8,4,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,13,13,17,11,4,91,3,0,3,0,0,0,0,9,0,0,0,3,4,0,0,10,3,3,6,3,3,0,0,18,14,26,18,18,22,11,7,111,15,17,12,9,7,0,0,58,0,0,0,0,0,0,0,0,25,38,31,28,27,7,7,173,14,38,24,21,33,12,3,152,70,115,82,37,48,4,3,361,16,3,0,0,0,0,0,19,0,3,0,3,4,0,0,14,99,169,113,65,88,15,7,545,13,19,14,4,3,0,0,57,20,32,11,16,7,0,0,87,36,52,21,21,15,0,0,147,135,222,137,87,97,18,7,697,315,233,102,69,47,9,0,781,3,8,3,0,0,0,0,11,454,458,236,155,150,24,6,1485,27,54,36,34,50,18,7,225
UCL112006,13,25,26,34,36,13,4,154,7,18,9,10,11,4,0,62,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,7,20,47,46,39,50,18,5,234,0,9,3,4,0,0,0,21,0,9,0,0,0,0,0,8,3,20,4,9,0,0,0,32,22,71,49,47,55,14,5,263,16,16,18,15,8,6,0,82,0,0,0,3,0,0,0,5,38,88,69,65,63,24,3,348,52,117,106,87,134,24,6,522,122,266,171,113,136,26,9,836,5,11,3,0,3,0,0,26,0,0,3,3,8,0,3,21,173,391,286,203,285,46,14,1406,10,33,11,15,10,7,0,85,20,35,6,7,23,3,0,97,26,61,25,26,28,17,0,180,199,455,310,228,315,65,17,1580,284,296,151,96,89,29,14,963,0,0,0,3,3,0,0,13,480,756,463,330,405,96,33,2558,61,143,140,120,173,29,9,680
UCL112007,20,30,12,9,34,6,3,120,3,6,3,4,4,0,3,26,0,0,0,0,0,0,0,3,3,6,0,0,3,0,0,14,26,46,22,18,38,6,3,156,4,0,3,3,0,0,0,13,0,3,0,3,0,0,0,10,4,5,3,3,0,0,0,21,26,53,24,22,44,8,3,177,15,23,10,10,11,0,0,65,0,3,0,3,0,0,0,5,43,79,31,32,58,8,3,247,61,130,87,56,96,13,6,442,139,189,95,63,63,14,4,566,10,4,5,3,3,3,0,34,0,8,6,7,7,0,0,36,213,334,191,127,167,31,8,1081,13,29,16,13,7,0,0,68,30,33,16,6,11,3,0,101,42,58,28,19,16,3,0,173,260,392,218,149,181,34,9,1248,314,251,111,65,62,11,8,813,9,7,3,0,0,0,0,21,580,657,337,212,247,43,17,2088,82,165,102,63,128,17,6,564
UCL112008,10,17,20,8,20,0,4,78,0,6,5,5,4,0,0,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,16,23,16,20,0,4,101,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,11,13,20,26,18,28,0,4,109,9,15,12,7,9,0,0,53,3,3,0,0,0,0,0,7,22,35,43,21,32,4,3,169,21,45,40,27,53,10,7,200,57,102,44,46,41,6,3,293,7,5,3,8,0,3,0,26,7,7,3,0,4,0,0,17,90,158,92,74,101,17,5,542,9,10,11,7,11,0,0,41,15,25,6,4,10,0,0,60,20,37,23,9,18,0,0,100,110,195,114,82,118,15,5,638,152,118,46,28,44,3,0,384,13,4,0,4,0,0,0,15,272,308,155,113,162,20,11,1041,26,62,63,36,73,9,9,275
UCL112009,10,22,21,20,33,8,4,109,3,12,9,3,9,0,0,43,0,0,0,0,4,0,0,7,0,3,0,0,3,0,0,4,18,37,30,17,45,9,4,160,0,4,0,3,0,0,0,7,0,3,0,0,5,0,0,9,0,8,4,3,5,0,0,22,18,43,37,25,50,11,8,182,10,26,26,5,5,3,3,85,0,0,0,0,0,0,0,0,24,70,61,31,55,14,12,270,29,74,85,49,90,22,8,361,59,140,95,66,95,17,5,470,11,10,3,0,3,0,0,27,0,0,3,3,4,0,0,14,102,225,183,122,188,37,16,873,5,20,12,8,15,4,0,56,7,26,12,3,4,0,0,53,9,38,25,8,20,4,0,112,108,264,212,128,210,48,16,985,208,213,95,54,65,19,9,654,0,3,6,0,0,0,0,10,319,479,315,188,272,62,22,1652,39,95,105,66,122,29,9,472
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,3,3,0,0,0,3,0,11,4,10,7,3,10,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,3,10,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,3,10,3,0,46,16,9,12,6,0,0,0,40,0,0,0,0,0,0,0,0,19,26,21,7,11,3,0,82,3,3,0,0,0,3,0,10
UCL112011,11,18,15,15,19,4,0,86,7,13,7,4,10,3,0,47,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,18,30,26,20,34,5,0,133,0,4,5,4,0,0,0,10,0,0,0,3,0,0,0,4,0,4,5,3,3,0,0,16,18,28,32,23,34,5,0,154,11,32,16,16,16,5,3,93,0,3,3,0,0,0,0,8,31,65,56,35,51,9,4,251,25,50,43,44,67,26,7,259,88,134,102,54,65,9,10,470,15,7,4,3,6,0,0,32,0,10,3,0,3,0,0,14,124,201,157,105,139,39,16,776,9,15,10,6,4,0,0,45,16,25,8,10,5,0,0,67,23,39,24,9,10,3,0,114,151,239,179,114,156,39,14,888,300,265,137,86,71,11,0,863,3,5,3,7,0,0,0,17,453,510,315,206,221,47,15,1769,29,66,64,62,88,28,5,344
UCL112012,15,24,14,18,25,11,4,114,0,8,4,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,17,15,36,7,4,139,5,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,21,23,40,20,19,43,7,4,156,13,22,10,5,12,6,0,74,0,4,0,4,0,0,0,4,38,65,33,30,55,13,4,241,51,112,92,65,102,31,5,461,106,151,85,51,64,12,3,478,14,16,8,3,3,0,0,47,4,9,3,0,0,0,0,24,178,288,199,124,176,43,10,1018,16,25,20,12,7,0,0,71,35,39,10,6,9,0,0,103,47,60,24,18,15,4,0,175,227,352,223,145,189,44,13,1193,292,208,109,56,57,13,5,741,3,0,4,4,0,0,0,16,523,563,336,205,254,55,12,1951,66,138,109,81,134,37,7,575
UCL112013,5,28,15,24,32,3,4,112,4,11,6,9,8,5,0,38,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,17,42,24,31,42,7,4,156,0,3,3,0,0,0,0,10,0,4,0,0,3,0,0,13,0,6,4,3,3,0,0,24,12,45,27,35,49,7,3,184,12,18,13,16,13,5,4,69,0,0,0,0,0,0,0,4,23,68,37,49,55,12,6,251,37,96,87,68,112,22,0,427,93,186,102,86,125,16,6,608,4,9,4,6,10,0,0,31,3,6,3,0,4,0,0,14,136,297,196,159,251,32,4,1086,3,9,15,8,15,0,0,48,10,22,16,10,9,0,0,66,10,38,28,16,21,0,0,114,147,338,228,175,271,39,10,1197,226,201,108,67,60,14,7,694,3,3,5,0,4,0,0,18,381,543,345,246,334,56,17,1908,43,121,106,94,146,23,7,539
UCL112014,5,21,27,16,26,4,0,92,3,3,4,8,5,0,0,29,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,14,26,29,30,34,3,3,139,7,3,0,0,0,0,0,8,0,0,3,0,0,0,0,7,7,6,3,0,3,0,0,17,14,28,31,32,34,3,3,151,14,21,14,10,9,0,0,74,0,0,0,0,0,0,0,4,29,55,50,43,41,8,3,233,36,95,68,64,72,11,3,350,115,150,118,81,92,9,3,566,20,10,3,0,3,3,0,40,7,11,0,4,4,0,0,24,174,267,189,148,173,17,8,980,22,27,15,13,10,0,0,90,27,55,22,12,8,4,0,126,52,83,35,19,15,3,0,211,226,352,229,170,189,27,9,1194,385,308,150,80,63,10,3,1008,7,7,0,0,0,0,0,16,617,671,380,246,249,32,14,2213,45,115,92,82,96,14,4,445
UCL112015,21,32,30,36,37,9,3,172,6,8,5,7,6,3,0,35,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,4,27,37,42,52,47,19,3,218,0,3,8,3,0,0,0,13,0,0,0,0,3,0,0,5,0,0,8,3,3,0,0,20,24,40,47,54,53,17,3,240,11,18,15,10,10,0,0,70,3,0,3,0,0,0,0,4,43,62,58,65,61,17,7,311,47,150,91,77,149,20,14,556,102,200,105,72,100,13,0,600,13,15,6,3,4,0,0,41,8,8,0,0,3,0,0,20,166,372,209,159,256,39,15,1216,13,25,12,12,11,0,0,84,22,41,14,13,11,0,0,98,37,69,32,19,20,4,0,181,202,438,240,182,272,38,17,1395,418,294,132,92,94,12,6,1053,9,5,10,3,0,0,0,29,632,736,380,281,367,53,20,2473,68,179,124,115,186,37,19,729
UCL113001,0,12,3,14,11,3,0,51,3,4,4,9,4,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,14,4,19,16,10,3,72,0,3,0,0,3,0,0,8,0,4,0,0,3,0,0,7,0,3,0,0,8,0,0,17,3,26,5,20,24,10,3,86,3,3,3,5,8,0,0,26,0,0,0,0,0,0,0,0,10,24,10,32,27,6,3,113,3,25,22,22,26,9,0,115,38,87,52,41,43,6,0,271,3,3,4,0,0,0,0,9,0,0,0,3,0,3,0,7,45,111,79,62,77,21,0,398,4,4,0,0,3,3,0,13,6,3,4,4,0,0,0,21,12,9,4,5,3,4,0,40,49,123,84,72,75,30,3,438,55,73,52,25,28,9,3,237,0,4,3,0,0,0,0,4,106,203,135,97,106,34,5,684,3,37,26,33,37,13,3,167
UCL113002,3,6,3,5,14,0,0,32,0,3,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,9,9,0,0,45,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,8,6,11,15,8,17,0,0,55,3,5,10,6,4,0,0,25,0,0,0,0,0,0,0,0,9,22,22,17,16,0,0,87,10,18,11,11,29,3,0,82,29,69,36,24,29,4,0,196,3,5,3,4,0,0,0,18,0,0,0,3,0,0,0,4,41,94,57,36,58,11,0,300,3,13,3,3,8,0,0,22,9,12,7,3,0,0,0,29,12,23,5,3,8,0,0,55,56,112,68,41,64,11,0,356,82,80,46,24,13,5,0,258,0,0,0,0,0,0,0,0,136,196,107,67,83,13,3,612,15,24,17,15,41,4,0,120
UCL113003,4,14,14,6,16,5,0,58,3,8,0,0,10,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,14,5,21,3,0,78,0,0,0,0,0,0,0,8,0,3,0,6,0,0,0,4,0,4,0,3,0,0,0,10,7,28,13,14,27,3,0,89,5,10,3,10,4,0,0,35,0,0,0,0,0,0,0,0,11,40,17,17,32,5,0,124,13,43,29,46,41,9,0,175,75,76,57,32,39,4,0,285,7,9,3,4,3,0,0,28,0,0,3,0,5,0,0,10,93,126,98,85,90,15,0,491,8,11,11,11,7,0,0,44,11,16,4,5,3,0,0,40,16,23,11,17,12,0,0,79,107,148,111,97,97,15,0,573,173,117,54,27,44,3,0,427,18,9,3,0,0,0,0,27,297,276,167,127,139,17,0,1033,16,59,43,48,51,12,0,227
UCL113004,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,13,3,15,12,6,13,4,0,47,12,14,6,0,11,0,0,51,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,10,28,23,14,27,3,0,100,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,3,3,0,0,0,0,9,11,30,23,13,27,3,0,112,14,16,6,0,7,0,0,48,0,0,0,0,0,0,0,0,28,48,31,18,32,6,0,159,3,15,15,6,14,5,0,59
UCL113005,4,9,12,4,14,3,4,48,3,6,3,3,6,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,19,18,3,18,3,4,74,3,7,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,8,11,25,18,6,21,3,4,82,5,17,12,6,13,0,0,53,0,0,0,0,0,0,0,0,13,39,31,18,39,5,3,144,6,38,27,17,38,3,0,127,51,82,57,38,50,3,0,280,10,4,0,0,0,0,0,19,0,0,0,0,0,0,0,4,69,128,89,60,87,7,0,433,5,5,4,4,8,0,0,30,8,10,3,3,3,0,0,26,11,24,7,9,9,0,0,58,76,143,99,67,96,11,0,496,131,113,49,36,37,3,4,377,0,3,0,0,0,0,0,4,217,265,146,100,135,15,4,879,12,44,41,18,51,5,4,180
UCL113006,0,13,8,8,10,0,0,44,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,16,7,8,16,0,0,51,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,5,0,6,0,3,0,0,0,13,4,17,11,11,19,0,0,66,4,15,9,10,3,0,0,36,0,0,3,3,0,0,0,5,5,32,26,24,23,0,0,107,24,43,39,22,48,9,0,181,30,63,49,37,42,3,0,232,6,4,0,4,0,0,0,11,3,3,0,0,0,0,0,8,59,110,90,64,91,10,0,432,3,18,8,3,4,0,0,36,19,23,6,5,4,0,0,59,26,39,13,9,10,0,0,102,84,152,102,73,96,10,0,529,205,167,90,55,40,6,3,562,0,0,0,0,0,0,0,0,298,315,191,129,137,18,4,1093,23,54,44,29,56,9,3,227
UCL113007,6,14,3,3,11,0,0,45,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,5,11,0,4,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,7,5,11,0,4,50,9,7,3,0,0,0,0,18,0,0,3,0,0,0,0,3,18,16,12,4,17,0,4,73,17,54,36,23,34,11,3,180,40,62,46,30,28,3,0,211,5,0,0,0,0,0,0,5,3,0,5,0,3,0,0,10,73,120,90,54,62,15,3,409,12,12,4,0,4,0,0,24,7,8,0,0,0,0,0,18,17,22,6,0,4,0,0,44,88,142,93,59,64,14,3,460,115,65,37,27,21,7,0,261,0,8,10,4,0,0,0,19,201,211,136,82,88,19,0,739,27,71,42,30,45,7,5,224
UCL113008,4,7,9,8,4,0,0,33,6,7,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,10,6,9,0,0,55,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,12,22,10,6,8,0,0,60,5,8,10,7,7,0,0,41,3,0,0,0,0,0,0,8,14,28,18,15,14,0,0,109,14,33,23,14,28,3,0,110,44,69,50,32,38,3,3,230,3,5,0,3,0,0,0,12,3,9,3,0,0,0,0,16,69,111,71,48,63,3,3,371,11,3,4,8,7,0,0,36,7,17,10,7,4,0,0,37,20,17,16,10,10,0,0,74,86,130,88,61,72,5,3,444,195,152,70,41,34,4,0,500,3,8,3,0,0,0,0,12,285,282,167,96,110,14,3,953,17,44,27,18,32,3,3,148
UCL113009,0,5,3,3,11,5,3,36,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,16,5,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,16,5,3,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,7,16,5,6,46,4,16,15,13,28,16,0,92,18,34,42,22,19,11,4,152,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,55,58,33,55,24,8,254,3,3,0,4,3,0,0,18,3,3,0,0,0,0,0,9,4,8,4,4,3,0,0,21,31,60,62,36,55,29,8,282,29,20,19,5,9,5,0,93,0,0,0,0,0,0,0,0,64,78,76,42,68,33,9,374,4,21,22,20,39,17,8,128
UCL113010,13,18,19,10,13,0,0,70,0,5,5,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,23,11,18,0,0,90,0,6,8,0,7,0,0,24,0,3,0,0,0,0,0,3,0,10,8,0,7,0,0,25,15,31,35,18,22,0,0,114,17,16,4,8,8,0,0,56,0,0,0,0,0,0,0,0,31,44,36,23,32,0,0,173,16,29,26,14,24,0,0,117,48,74,52,29,33,16,3,255,4,4,3,0,6,0,0,17,0,0,0,0,0,0,0,13,69,110,74,50,68,17,3,396,4,19,10,3,8,0,0,55,17,21,9,5,3,0,0,56,22,38,22,9,9,0,0,109,96,148,99,57,84,21,3,503,167,155,76,46,44,10,0,497,4,5,0,0,0,0,0,12,267,308,172,110,128,23,5,1011,29,51,40,22,36,4,0,181
UCL113011,0,6,3,3,15,0,0,29,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,16,0,0,38,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,14,10,15,3,0,49,7,3,7,7,0,0,0,29,0,0,0,0,0,0,0,0,6,10,18,14,18,3,0,79,4,20,11,14,23,4,0,80,25,47,34,22,40,3,0,175,3,3,0,0,4,0,0,9,0,3,0,0,0,0,0,7,34,74,53,36,61,13,0,264,0,11,3,3,7,0,0,27,6,16,9,0,3,0,0,36,10,26,10,3,10,3,0,58,46,97,58,44,66,10,0,330,123,89,30,18,22,3,0,291,3,0,0,0,0,0,0,5,173,194,95,61,86,18,0,620,7,29,14,15,37,4,3,110
UCL113012,5,20,11,7,14,5,3,66,0,6,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,20,13,12,19,3,4,82,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,5,11,25,13,12,17,3,5,91,7,9,8,3,3,3,0,22,0,0,0,0,0,0,0,0,19,33,22,16,26,7,5,117,4,33,28,25,45,14,3,157,44,64,41,18,42,7,8,231,7,3,3,3,3,0,0,19,0,3,3,0,3,0,0,9,62,102,77,46,84,25,17,413,3,10,10,6,3,0,0,33,10,14,3,6,4,0,0,36,12,25,19,11,6,0,0,77,73,127,91,58,93,29,17,488,102,96,41,15,21,7,4,292,0,0,3,0,0,0,0,8,177,231,136,77,113,33,16,787,11,49,42,32,59,17,5,218
