UCL_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
UCL112003,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,81,16,0,0,103,3,3,4,108,12,0,121,16,4,0,0,23,0,0,0,23,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,105,18,0,0,122,3,3,4,126,23,0,147,27,7,0,0,28,0,0,0,31,9,0,38,25,3,0,0,27,0,0,3,27,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,45,12,0,3,66,0,0,0,64,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,0,3,66,0,0,0,66,8,0,81,0,3,0,0,4,0,0,0,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,3
UCL112004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,78,0,0,0,78,8,0,86,13,3,0,0,9,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,0,94,0,0,0,94,4,0,97,9,3,0,0,11,0,0,0,11,0,0,11,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,23,0,0,0,23,0,0,23,9,0,0,0,9,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0
UCL112005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,45,6,0,0,57,0,0,0,57,12,0,69,12,0,0,0,7,0,0,0,14,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,56,6,3,0,63,0,0,0,67,22,0,86,8,0,0,0,8,0,0,0,8,3,0,14,6,0,0,0,9,0,0,0,9,0,0,9,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,24,0,0,0,24,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,20,0,0,0,20,3,0,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0
UCL112006,3,3,0,3,0,0,0,0,3,0,0,0,4,3,0,3,111,25,3,4,141,5,3,3,145,12,0,160,15,3,0,0,15,0,0,0,17,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,122,31,3,4,158,5,3,6,164,26,0,189,18,0,0,0,19,0,0,0,19,0,0,21,10,7,0,0,17,0,0,0,17,0,0,17,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,0,40,0,0,0,40,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,0,40,0,0,0,40,0,0,45,6,0,0,0,6,0,0,0,6,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,7,3,0
UCL112007,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,79,4,0,0,88,0,0,0,88,3,0,93,9,0,0,0,11,0,0,0,9,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,86,8,0,0,100,0,0,0,100,7,0,110,10,3,0,0,9,0,0,0,9,0,0,10,6,0,0,0,10,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,19,0,0,0,19,3,0,20,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,15,6,0,0,20,0,0,0,20,3,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0
UCL112008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,60,0,0,0,60,0,0,60,3,0,0,0,8,4,0,4,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,68,4,0,4,73,3,0,72,10,0,0,0,10,0,0,0,10,0,0,10,7,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,0,0,21,3,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
UCL112009,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,72,14,0,0,96,0,0,0,96,3,0,100,4,0,0,0,6,0,0,0,6,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,79,17,0,0,101,0,0,0,101,8,0,117,10,0,0,0,10,0,0,0,16,0,0,16,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,0,0,74,0,0,4,78,7,0,85,14,0,0,0,17,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,79,15,0,0,96,0,0,4,95,5,0,106,9,0,0,0,11,0,0,0,11,0,0,11,8,3,0,0,7,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,23,0,0,0,23,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,23,0,0,0,23,3,0,26,3,0,0,0,8,0,0,0,8,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0
UCL112012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,102,7,0,3,112,3,0,8,115,11,0,127,12,6,0,3,12,0,0,0,12,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,113,10,0,6,128,3,0,8,134,12,0,145,14,0,0,0,18,0,0,0,13,3,0,22,6,0,0,0,6,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,3,0,3,26,4,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,25,3,0,3,23,4,0,27,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0
UCL112013,5,0,0,5,8,0,0,0,3,0,0,0,3,0,0,10,117,7,3,3,129,3,0,3,131,6,0,142,11,7,0,0,19,0,0,0,25,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,132,14,3,3,150,4,0,4,154,8,0,166,4,0,0,0,4,0,0,0,8,0,0,8,8,0,0,0,7,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,0,16,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15,3,0,3,18,3,0,20,6,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
UCL112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,3,0,68,0,0,0,72,3,0,73,11,0,0,0,12,0,0,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,65,10,3,3,78,0,0,0,84,9,0,88,6,0,0,0,6,0,0,0,6,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,7,3,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
UCL112015,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,148,22,6,0,171,3,0,0,175,15,0,189,19,3,0,0,22,5,0,0,27,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,168,23,6,0,197,3,3,3,204,22,0,227,18,8,0,0,24,0,0,0,24,3,0,23,19,0,0,0,25,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,47,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,49,0,0,0,49,0,0,55,3,0,0,0,3,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0
UCL113001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,3,0,32,0,0,0,36,0,0,36,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,5,3,0,45,0,0,0,46,0,0,45,5,0,0,0,3,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,9,0,0,17,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,30,0,0,0,32,0,0,34,0,3,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,32,3,0,3,33,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,0,0,20,4,0,24,4,3,0,0,3,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,25,0,0,0,30,4,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,23,0,0,0,23,0,0,23,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,21,0,0,0,21,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
UCL113005,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,32,6,3,0,37,0,0,0,37,0,0,37,11,3,0,0,9,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,37,13,3,0,55,0,0,0,55,0,0,55,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0
UCL113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,30,3,0,3,35,7,0,37,4,0,0,0,4,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,33,3,0,3,39,12,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
UCL113007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,42,0,0,0,43,6,0,46,7,0,0,0,6,0,0,0,6,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,43,4,0,0,53,0,0,0,52,9,0,63,0,0,0,0,4,0,0,0,4,0,0,4,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0
UCL113008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,11,0,0,11,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,15,0,0,0,15,0,0,16,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
UCL113009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,6,4,4,100,0,0,0,103,3,0,108,11,0,0,0,10,0,0,0,10,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,95,5,4,4,116,0,0,0,116,7,0,125,21,0,0,0,22,0,0,0,22,3,0,26,10,5,0,0,17,0,0,0,17,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,43,0,0,0,43,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,43,0,0,0,43,5,0,48,9,0,0,0,8,0,0,0,14,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,38,11,3,0
UCL113010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,39,4,0,0,46,0,0,4,46,7,0,50,7,0,0,0,7,0,0,0,7,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,43,7,3,3,55,0,0,4,61,13,0,76,7,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,11,0,0,0,11,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,22,0,0,0,22,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,22,0,0,0,22,4,0,21,5,0,0,0,5,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,0,0,0,31,3,0,3,30,4,0,37,3,0,0,0,3,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,36,4,0,4,41,5,0,44,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
UCL113012,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,4,83,12,0,0,94,0,0,0,90,9,0,97,16,0,0,0,16,0,0,0,13,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,93,12,0,0,101,0,0,3,106,10,0,120,25,0,0,0,29,0,0,0,29,3,0,29,6,0,0,0,6,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,35,0,0,3,41,0,0,0,41,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,41,0,0,0,41,4,0,47,6,0,0,0,8,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,3
