UCL_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
UCL112003,0,0,0,0,0,3,200,11,0,3,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,184,5,10,3,0,0,0,0,0,6,215,0,0,0,0,0,0,0,0,0,0,0,1102,21,16,6,3,6,0,0,0,31,1188,955,10,5,0,0,0,0,0,0,25,994,230,4,0,0,0,0,0,0,0,3,242,18,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,249,4,0,0,0,0,0,0,0,11,267,0,0,0,0,0,0,0,0,0,0,3,1206,10,5,3,0,0,3,0,0,30,1262,400,9,3,0,0,0,0,0,0,25,437,98,0,0,0,0,0,0,0,0,0,104,19,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,8,126,3,0,0,0,0,0
UCL112004,0,0,0,0,0,0,99,8,0,0,0,0,0,0,0,3,5,19,0,0,0,0,0,0,0,0,0,0,0,90,6,3,0,0,0,0,0,3,7,115,0,0,0,0,0,0,0,0,0,0,0,538,27,10,0,5,0,0,0,3,16,603,743,20,15,0,0,0,3,0,0,24,814,130,0,0,0,0,0,0,0,0,3,135,9,0,0,0,0,0,0,3,0,0,17,3,0,0,0,0,0,0,0,0,0,3,143,0,0,0,0,0,0,3,0,3,153,0,0,0,0,0,0,0,0,0,0,0,885,20,14,0,0,0,5,4,0,31,963,462,9,10,0,0,0,0,0,0,11,496,76,3,0,0,0,0,0,0,0,4,80,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,89,3,0,0,0,0,0,0,0,4,96,3,0,0,0,0,0
UCL112005,0,0,0,0,0,3,36,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,12,12,190,14,0,0,0,0,0,3,0,21,236,210,4,9,0,0,0,0,0,0,16,240,21,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,8,8,235,4,10,0,0,0,0,0,0,18,269,95,0,0,0,0,0,0,0,0,6,107,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
UCL112006,3,0,0,0,0,5,161,18,6,12,0,0,4,0,8,4,0,55,3,0,0,0,0,0,0,0,0,0,3,138,16,24,3,4,3,3,5,4,11,220,0,0,0,0,0,0,0,0,0,3,3,805,61,57,8,8,4,3,12,4,23,980,814,20,16,3,3,3,3,0,0,21,882,134,8,3,0,0,3,0,0,0,0,152,9,4,3,3,3,5,0,3,0,3,30,3,0,0,0,0,0,0,0,0,0,3,147,12,7,3,3,5,0,3,0,3,186,3,0,0,0,0,0,0,0,0,0,9,964,31,26,9,7,10,3,3,0,28,1078,472,10,4,0,0,0,0,0,0,21,513,102,3,0,0,0,0,0,3,0,0,115,12,4,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,114,7,0,0,0,0,0,3,0,0,127,0,0,0,0,0,0
UCL112007,0,0,0,0,0,0,86,7,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,66,10,10,0,0,0,0,6,0,0,99,0,0,0,0,0,0,0,0,0,0,0,236,16,16,0,3,3,0,6,0,5,283,187,5,7,0,0,0,0,0,0,4,211,30,0,4,0,0,0,0,0,0,3,39,7,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,34,4,3,0,0,0,0,0,3,4,52,0,0,0,0,0,0,0,0,0,0,0,221,5,7,0,0,0,0,0,3,13,263,89,0,0,0,0,0,0,0,0,6,94,30,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0
UCL112008,3,0,3,0,0,0,50,8,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,37,8,3,3,3,0,3,0,0,4,69,0,0,0,0,0,0,0,0,0,6,6,235,15,7,3,3,0,4,0,0,20,292,217,0,4,0,0,0,0,0,0,14,238,28,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,3,0,0,0,0,3,39,3,0,0,0,0,0,0,0,0,5,3,253,3,6,0,3,0,0,0,0,19,286,101,0,3,0,0,0,0,0,0,9,117,37,0,0,0,0,0,0,0,0,3,39,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,5,48,3,0,0,0,0,0
UCL112009,0,0,0,0,0,0,74,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,71,5,3,3,0,0,0,0,3,3,89,0,0,0,0,0,0,0,0,0,0,0,385,12,10,3,0,0,0,0,3,18,440,257,3,0,0,0,0,0,0,0,3,270,68,0,0,0,0,0,0,0,0,0,68,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,74,0,0,3,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,330,3,6,3,0,0,0,0,0,4,345,125,4,0,0,0,0,0,0,0,3,133,51,0,0,0,0,0,0,0,0,3,49,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0
UCL112010,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,0,0,0,3,25,15,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
UCL112011,0,0,0,0,0,3,109,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,107,8,3,0,0,0,0,0,0,4,128,0,0,0,0,0,0,0,0,0,7,10,525,24,16,0,0,0,3,5,3,31,600,584,5,5,0,0,0,3,0,0,10,615,104,6,0,0,0,0,0,0,0,3,113,12,0,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,113,6,7,0,0,3,0,0,0,3,131,0,0,0,0,0,0,0,0,0,8,6,696,6,14,0,0,4,3,0,0,21,747,359,3,0,0,0,0,0,0,0,13,374,71,0,0,0,0,0,0,0,0,0,75,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,89,3,0,0,0,0,0
UCL112012,0,5,0,0,0,0,124,16,5,10,0,3,0,4,4,0,8,44,0,0,0,0,0,0,0,0,0,0,0,98,21,20,0,3,3,3,3,0,14,166,0,0,0,0,0,0,0,0,0,3,3,348,32,29,5,10,3,3,3,3,22,455,316,3,4,3,0,0,0,0,0,4,336,75,0,0,0,3,0,0,0,0,3,81,9,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,87,0,5,0,4,0,0,0,0,4,107,3,0,0,0,0,0,0,0,0,0,3,411,3,10,3,4,0,0,0,0,10,447,167,0,7,0,0,0,0,0,0,9,183,60,0,0,0,3,0,0,0,0,6,66,11,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,3,0,0,0,0,12,87,0,0,0,0,0,0
UCL112013,3,0,0,0,0,10,125,3,0,3,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,104,10,11,3,3,3,3,0,0,7,143,4,0,0,0,0,0,0,0,0,3,3,720,58,29,9,4,7,3,0,6,30,861,1022,19,21,4,0,0,0,0,6,32,1110,121,5,3,0,0,0,0,0,0,3,131,8,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,3,3,133,5,3,0,0,0,0,0,0,4,151,3,0,0,0,0,0,0,0,0,0,7,1163,27,21,3,3,3,0,0,5,39,1261,744,14,20,0,3,0,0,0,0,26,809,96,0,0,0,0,0,0,0,0,0,92,10,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,102,3,0,0,0,0,0,0,0,0,107,7,0,0,0,0,0
UCL112014,0,0,0,0,0,0,49,3,0,4,0,0,0,0,0,8,7,20,0,0,0,0,0,0,0,0,0,0,3,45,5,6,0,3,0,0,0,8,6,75,0,0,0,0,0,0,0,0,0,3,4,232,14,15,0,5,0,3,3,8,18,290,178,0,0,0,0,0,0,0,0,9,191,20,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,207,3,7,0,0,0,0,0,0,13,225,118,0,0,0,0,0,0,0,0,8,130,20,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0
UCL112015,0,0,0,3,0,12,117,0,3,3,0,3,0,3,3,11,9,34,0,0,0,0,0,0,0,0,0,0,0,74,16,13,0,4,3,5,4,8,22,156,0,0,0,0,0,0,0,0,0,0,0,358,33,21,10,11,8,3,4,8,34,494,306,4,6,0,0,0,3,0,0,7,332,62,4,6,0,0,0,0,0,0,10,83,7,0,3,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,68,7,9,3,0,5,0,0,0,9,102,0,0,0,0,0,0,0,0,0,0,0,381,13,19,3,0,5,3,0,0,22,436,156,3,4,0,0,0,0,0,0,8,168,31,0,0,0,0,0,0,0,0,3,37,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,35,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0
UCL113001,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,4,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,217,9,6,3,0,0,0,0,0,11,257,290,5,8,0,3,0,3,0,0,15,322,36,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,330,5,8,0,3,0,3,0,0,12,364,173,3,3,0,0,0,0,0,0,9,195,24,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0
UCL113002,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,256,3,5,0,4,0,6,0,0,11,284,358,5,3,0,0,0,0,0,0,16,382,73,0,3,0,0,0,0,0,0,5,79,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,77,0,3,0,0,3,0,0,0,8,89,3,0,0,0,0,0,0,0,0,0,3,435,5,5,0,0,3,0,0,0,21,471,213,0,7,0,0,0,0,0,0,3,227,74,0,0,0,0,0,0,0,0,3,78,12,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,9,90,3,0,0,0,0,0
UCL113003,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,101,6,4,3,0,0,0,0,4,4,125,96,0,0,0,0,0,0,0,0,8,110,22,3,3,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,121,0,5,0,0,0,3,0,0,10,144,36,0,0,0,0,0,0,0,0,0,46,14,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
UCL113004,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,51,117,0,0,0,0,0,0,0,0,4,125,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,4,132,73,4,0,0,0,0,0,0,0,10,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
UCL113005,0,0,0,0,0,3,43,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,7,3,3,0,0,0,3,0,3,55,0,0,0,0,0,0,0,0,0,0,0,277,16,0,5,0,0,3,7,0,13,328,457,9,0,0,4,0,0,4,0,22,490,69,0,0,0,0,0,0,0,0,5,71,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,5,83,3,0,0,0,0,0,0,0,0,0,3,538,9,3,0,6,0,0,4,0,23,585,290,3,0,0,0,0,0,0,0,14,317,59,0,0,0,0,0,0,0,0,4,67,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,4,69,0,0,0,0,0,0
UCL113006,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,4,3,0,0,0,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,132,5,10,3,3,0,4,3,0,4,171,137,0,3,0,0,0,0,0,0,4,152,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,153,0,3,0,0,0,0,0,0,4,163,78,0,0,0,0,0,0,0,0,5,89,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
UCL113007,7,4,0,0,0,3,188,34,7,12,0,7,3,7,3,7,16,91,0,0,0,0,0,0,0,0,0,0,0,167,31,21,6,9,7,4,4,11,19,277,0,0,0,0,0,0,0,0,0,0,0,259,43,28,3,9,7,4,4,11,28,399,128,0,0,4,0,0,0,0,0,3,137,161,4,3,0,0,0,0,0,0,7,179,47,7,3,0,3,0,0,5,0,4,67,3,0,0,0,0,0,0,0,0,0,6,206,14,6,0,4,0,0,5,0,16,252,0,0,0,0,0,0,0,0,0,3,4,335,13,6,3,4,0,0,5,0,24,396,50,0,0,0,0,0,0,0,0,3,56,156,0,0,0,0,0,0,0,0,11,174,96,7,0,0,0,0,0,0,0,8,114,0,0,0,0,0,0,0,0,0,0,0,258,8,0,0,0,0,0,0,0,24,291,0,0,0,0,0,0
UCL113008,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,76,3,3,3,0,0,0,0,0,7,84,88,3,0,0,4,0,0,0,0,0,100,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,3,102,3,0,0,4,0,0,0,0,3,115,47,0,0,0,0,0,0,0,0,3,57,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
UCL113009,0,0,0,0,0,0,65,3,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,8,0,4,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,339,22,9,4,5,0,0,0,0,3,382,366,8,17,0,3,0,0,0,0,9,405,57,0,0,0,0,0,0,3,0,0,62,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,3,0,0,69,0,0,0,0,0,0,0,0,0,0,3,428,5,25,0,3,0,3,3,0,10,477,154,0,3,0,0,0,0,0,0,4,160,33,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
UCL113010,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,153,4,0,0,0,0,0,3,0,3,163,161,4,0,0,0,0,0,0,0,6,173,14,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,181,4,7,0,0,0,0,0,0,4,196,63,3,0,0,0,0,0,0,0,4,66,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
UCL113011,0,0,0,0,0,0,42,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,160,3,9,0,0,0,0,0,0,4,186,170,3,0,0,0,0,0,0,0,3,181,36,0,0,0,0,0,0,0,0,4,39,7,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,3,217,3,4,0,0,0,0,0,0,11,236,114,0,0,0,0,0,0,0,0,3,113,18,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
UCL113012,0,0,3,0,0,0,61,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,6,3,0,3,0,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,349,16,8,4,3,3,3,0,0,8,401,391,8,4,4,0,0,0,0,0,18,425,75,4,0,0,0,0,0,0,0,3,84,5,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,82,4,5,0,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,0,474,13,3,4,0,0,0,0,0,22,522,305,6,0,0,0,0,0,0,0,16,321,52,0,3,0,0,0,0,4,0,3,64,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,61,0,3,0,0,0,0,4,0,11,79,0,0,0,0,0,0
UCL113013,0,0,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,94,3,9,0,0,0,0,0,0,14,125,75,4,0,0,0,0,0,0,0,6,84,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,89,4,0,0,0,0,0,0,0,8,97,71,0,3,0,0,0,0,0,0,3,81,8,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
