UCL_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
UCL112003,31,160,3,33,25,3,0,3,3,263,3,34,3,4,7,0,0,0,0,54,157,917,35,179,174,64,5,40,14,1570,0,5,3,0,3,3,0,0,0,10,49,158,21,91,78,33,6,8,0,446,65,84,30,154,107,32,9,36,8,522,63,74,120,276,189,79,6,77,4,887,7,3,6,13,22,9,0,9,0,72,11,11,5,42,55,22,0,20,0,161,6,19,4,10,18,5,0,4,0,58,5,31,5,21,26,11,3,20,12,119,492,1950,240,861,740,267,27,214,50,4840,3,17,0,0,0,0,0,0,0,23,26,181,3,0,3,0,0,0,0,221,160,531,17,46,73,13,7,16,21,878,3,14,0,4,0,0,0,0,0,21,48,244,18,42,30,7,3,4,3,393,14,48,9,4,12,0,0,4,0,90,328,1502,121,291,256,97,33,87,26,2740,0,5,3,0,3,3,0,0,0,8
UCL112004,8,98,3,6,16,3,0,0,0,144,3,14,0,0,0,0,0,0,0,20,112,530,25,83,103,53,3,6,11,926,0,0,0,3,0,0,0,0,0,7,35,103,9,46,55,34,4,8,5,293,40,48,13,97,68,35,3,18,9,331,55,48,79,133,130,62,4,49,3,569,7,4,3,15,26,10,3,5,0,75,20,17,12,28,55,20,3,17,0,171,3,12,0,6,7,0,0,0,0,32,13,24,7,17,32,12,0,10,6,122,344,1112,158,453,515,241,16,123,28,2987,6,13,0,0,0,0,0,0,0,18,9,87,0,0,3,0,0,0,0,104,120,297,8,18,38,9,3,5,3,506,0,8,0,3,0,0,0,0,0,17,24,152,6,7,20,6,3,3,3,221,3,14,0,0,0,3,0,0,0,29,286,925,78,124,140,91,10,30,15,1690,0,0,0,4,0,0,0,0,0,11
UCL112005,4,28,0,5,5,0,0,0,0,49,0,11,0,0,0,0,0,0,0,15,44,259,9,29,35,13,3,9,0,393,0,0,0,3,0,0,0,0,0,3,24,50,8,27,22,7,0,0,3,138,29,41,7,102,54,30,0,9,0,267,42,65,112,256,207,105,26,87,5,908,12,10,4,20,28,34,3,21,0,128,9,6,3,31,41,18,4,18,0,131,0,0,0,3,6,0,0,3,0,18,3,13,4,26,12,16,0,20,7,103,180,516,143,507,400,229,43,169,18,2200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,30,46,0,3,5,0,0,0,0,86,0,5,0,0,0,0,0,0,0,5,6,37,0,5,8,0,0,0,0,59,0,10,0,0,0,0,0,0,0,21,84,359,18,41,38,33,7,15,3,601,0,0,0,5,0,0,0,0,0,5
UCL112006,22,104,3,24,26,3,0,3,0,188,4,48,0,3,3,0,0,0,0,60,155,1213,23,165,218,68,6,29,16,1887,3,0,3,6,0,3,0,0,0,15,55,167,14,100,128,34,3,13,0,527,101,147,27,242,243,77,9,44,8,903,127,135,215,536,489,226,22,96,18,1852,13,12,8,34,95,65,3,32,3,253,24,23,13,87,111,49,3,24,3,333,0,19,0,17,28,6,0,11,0,86,17,30,12,35,40,30,0,23,13,201,562,2139,320,1274,1412,555,42,274,64,6638,4,18,0,0,0,0,0,0,0,22,11,87,0,3,5,0,0,0,3,113,78,322,3,22,29,3,0,3,5,472,0,15,0,0,0,0,0,0,0,24,35,182,11,26,35,7,3,4,0,304,11,61,0,4,6,0,0,0,0,89,362,1944,88,236,284,105,22,65,27,3127,3,0,7,10,0,3,0,0,0,21
UCL112007,11,116,0,19,14,0,0,0,0,167,3,41,0,3,9,3,0,0,0,58,133,1045,15,146,109,49,3,48,9,1552,0,4,0,4,3,3,0,0,0,16,35,96,4,75,65,21,0,7,3,311,71,100,24,228,146,36,4,25,16,641,111,89,166,438,446,166,8,89,14,1531,15,5,10,33,61,45,0,24,3,205,18,8,4,58,97,31,3,11,3,226,5,15,0,11,20,13,0,3,0,63,11,29,0,33,28,25,0,26,10,157,449,1741,228,1070,1018,395,24,242,65,5239,0,12,0,0,0,0,0,0,0,20,3,48,0,0,0,0,0,0,0,56,78,236,10,33,43,32,3,43,5,493,0,16,0,0,3,0,0,0,0,24,25,176,3,29,21,0,0,0,0,254,16,50,0,5,7,3,0,0,0,85,267,1505,78,213,151,87,24,112,13,2455,0,4,0,9,3,3,0,0,0,22
UCL112008,4,57,0,6,3,0,0,0,0,78,4,12,0,3,0,0,0,0,0,23,44,409,13,66,56,16,0,10,3,618,0,0,0,0,3,0,0,0,0,6,35,75,8,48,39,6,3,3,3,218,52,71,18,141,92,38,0,16,3,429,65,59,89,313,207,86,11,50,11,893,0,0,3,28,32,19,3,11,0,107,14,13,4,36,64,15,0,12,3,158,3,4,0,3,11,4,0,0,0,23,5,20,5,28,25,10,3,15,3,119,245,835,151,688,531,206,16,124,34,2817,3,4,0,0,0,0,0,0,0,10,0,29,0,0,0,0,0,0,3,34,42,141,6,17,11,8,0,3,3,240,0,4,0,0,3,0,0,0,0,8,13,80,0,15,6,3,0,0,3,120,10,19,0,13,3,0,0,0,0,48,106,606,47,114,78,37,10,29,6,1027,3,0,3,4,3,0,0,0,0,11
UCL112009,11,100,3,21,18,0,0,0,0,146,3,24,3,3,3,0,0,0,0,35,78,747,23,137,139,32,4,31,10,1198,0,0,0,0,0,0,0,0,0,4,16,73,8,54,46,18,3,8,3,233,36,56,22,143,95,28,0,14,0,396,49,76,114,344,283,127,12,82,11,1092,3,6,5,30,39,32,6,21,3,155,11,10,3,37,75,31,5,19,3,195,3,7,4,4,22,6,0,5,0,50,3,16,7,14,24,13,3,15,10,98,236,1260,193,813,748,291,30,198,41,3807,0,12,0,0,0,0,0,0,0,10,7,69,0,4,0,0,0,0,0,84,31,188,6,21,14,3,0,9,3,273,0,10,0,3,0,0,0,0,0,7,17,134,4,20,20,3,0,0,0,209,8,34,4,4,3,0,0,3,0,56,169,1143,84,198,181,64,12,58,11,1911,0,0,0,0,0,0,0,0,0,3
UCL112010,0,11,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,11,50,5,6,7,5,0,0,0,78,0,0,0,0,0,0,0,0,0,3,5,8,0,3,5,0,0,6,0,32,5,8,0,14,17,3,0,0,0,44,3,7,9,23,18,6,0,10,3,88,0,0,0,0,6,4,0,0,0,15,8,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,12,30,103,22,56,57,20,0,17,3,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,4,17,73,4,6,11,3,0,0,0,124,0,0,0,0,0,0,0,0,0,3
UCL112011,12,86,0,24,9,3,0,0,0,131,7,19,0,5,6,0,0,0,0,35,70,495,13,76,72,31,3,20,4,786,0,0,0,0,0,0,0,0,0,3,32,74,8,66,49,9,0,11,0,246,47,68,19,171,111,28,3,18,4,473,76,112,139,411,278,129,12,81,11,1249,11,3,3,36,43,31,0,16,0,139,10,13,12,72,63,33,0,13,0,213,0,4,0,9,16,7,0,4,0,46,13,21,4,40,31,39,0,22,16,176,291,1000,212,906,691,307,18,187,41,3650,0,7,0,0,3,0,0,0,0,13,4,11,0,0,0,0,0,0,0,21,41,160,7,16,12,3,3,0,4,257,0,13,0,0,0,0,0,0,0,13,13,116,6,22,9,3,3,0,0,175,6,20,4,5,11,0,0,0,0,50,128,751,56,126,88,38,9,46,10,1261,0,0,0,0,0,0,0,0,0,4
UCL112012,26,112,3,27,13,3,0,0,0,191,8,44,0,3,10,0,0,0,3,68,153,1197,40,128,155,39,3,18,13,1743,0,0,0,4,0,0,0,0,0,9,45,137,11,79,101,25,0,6,3,406,56,89,21,217,171,40,5,20,0,615,105,111,159,427,403,166,21,82,14,1491,6,3,5,18,50,45,3,18,0,152,14,16,19,47,108,32,3,22,0,260,3,24,0,10,18,7,0,5,0,71,5,23,10,42,35,25,3,31,12,187,466,2034,276,1022,1087,378,43,210,51,5560,0,11,0,0,0,0,0,0,0,15,17,88,8,3,3,0,0,3,0,122,87,388,15,18,35,12,8,11,11,576,6,20,0,0,0,0,0,0,0,27,46,157,3,30,20,4,5,0,0,270,15,64,0,5,11,0,0,0,3,97,313,1826,100,182,210,80,30,53,21,2820,0,7,0,5,0,0,0,0,0,9
UCL112013,10,121,3,26,16,6,0,0,0,182,8,44,0,0,7,0,0,0,0,59,134,1140,27,126,157,42,0,18,15,1653,3,0,0,6,0,0,0,0,0,10,68,169,12,98,147,32,0,10,3,531,87,123,26,242,205,73,4,22,13,796,109,127,201,447,478,174,10,92,5,1649,7,7,9,33,61,47,3,16,0,193,35,24,15,79,117,48,0,17,0,335,8,9,4,10,29,9,0,3,0,75,11,24,8,38,32,35,3,29,12,183,516,2071,305,1115,1266,471,20,218,49,6033,0,17,0,0,0,0,0,0,0,21,12,91,0,0,4,0,0,0,0,105,108,378,13,20,27,5,0,3,4,563,0,20,0,0,0,0,0,0,0,20,28,196,10,25,15,6,3,0,3,288,14,62,3,8,7,0,0,0,0,95,316,1953,77,185,215,75,20,33,24,2890,3,4,0,3,0,0,0,0,0,13
UCL112014,12,91,5,20,8,3,0,0,0,131,10,44,0,0,3,0,0,0,0,55,92,851,19,83,93,33,0,42,4,1225,0,4,0,0,3,3,0,0,0,15,29,128,10,53,51,17,3,9,3,310,54,93,10,188,125,37,0,23,6,537,76,97,162,387,315,145,19,92,11,1311,12,4,3,34,65,37,4,24,0,193,9,18,12,64,80,32,3,27,0,245,5,10,3,7,12,10,0,18,0,63,16,27,3,39,34,28,0,36,11,193,328,1524,224,890,809,354,33,285,46,4490,0,9,0,0,0,0,0,0,0,10,0,49,0,0,0,0,0,0,0,55,52,217,8,6,14,10,0,15,0,320,0,12,0,0,0,0,0,0,0,12,22,147,3,19,9,3,3,0,0,207,13,56,3,0,5,0,0,3,0,74,201,1278,50,127,124,50,12,96,10,1952,0,4,0,0,3,5,0,0,0,17
UCL112015,28,153,4,26,18,3,0,0,0,236,15,59,0,0,11,0,0,0,0,93,211,1561,56,168,213,67,0,45,11,2332,0,0,0,3,3,3,0,0,0,10,51,140,16,100,93,21,0,14,7,437,94,155,26,274,180,50,3,26,9,815,131,127,231,578,608,235,30,106,16,2054,15,10,3,33,95,48,10,33,0,243,20,20,15,79,144,46,6,22,0,343,4,19,4,10,33,14,0,11,0,95,20,36,7,39,39,29,3,31,11,210,659,2640,369,1330,1461,502,49,278,63,7356,4,19,0,0,0,0,0,0,0,23,24,210,6,3,3,3,0,0,0,252,115,415,15,30,37,5,4,13,5,641,6,18,3,0,0,0,0,0,0,29,53,247,9,29,22,3,3,0,0,368,27,81,3,4,16,0,0,0,0,136,459,2302,180,253,293,123,23,115,25,3771,4,7,0,8,3,3,0,0,0,26
UCL113001,5,40,4,20,0,0,0,0,0,70,3,11,0,0,0,0,0,0,0,18,52,362,10,57,67,23,3,9,4,582,0,0,0,3,0,0,0,0,0,3,17,56,8,35,31,11,0,3,3,157,21,28,15,86,44,29,4,10,0,231,41,61,62,176,122,54,3,30,13,552,8,7,8,9,27,18,0,12,0,83,11,14,7,29,32,25,0,7,0,119,0,3,0,9,7,4,0,0,0,25,10,10,3,18,15,9,0,10,8,83,164,664,111,447,354,176,8,84,27,2032,3,8,0,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,31,29,106,0,16,7,3,0,3,0,170,3,5,0,0,0,0,0,0,0,10,3,67,3,21,4,0,0,0,0,104,6,12,0,3,0,0,0,0,0,20,106,586,34,85,88,38,10,22,6,974,3,0,0,3,0,0,0,0,0,8
UCL113002,5,19,0,0,4,0,0,0,0,28,0,4,0,0,0,0,0,0,0,5,34,121,7,27,31,11,0,3,3,239,0,0,0,0,0,0,0,0,0,3,14,27,4,8,14,10,0,0,0,78,16,15,3,34,37,11,0,3,3,129,33,30,38,125,63,55,3,19,8,360,3,6,0,12,18,7,0,3,0,45,9,11,3,22,17,13,0,9,0,75,0,0,0,3,8,4,0,0,0,16,6,7,3,9,7,11,0,8,7,55,111,270,61,241,201,124,4,45,19,1073,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,5,37,3,3,3,0,0,0,0,53,0,4,0,0,0,0,0,0,0,4,10,31,0,3,4,0,0,0,0,48,0,6,0,0,4,0,0,0,0,8,58,176,11,34,38,16,0,9,5,359,3,0,0,0,0,0,0,0,0,3
UCL113003,7,40,0,9,3,0,0,0,0,64,5,16,0,3,3,0,0,0,0,29,44,356,0,41,21,8,0,4,0,471,0,0,0,0,0,0,0,0,0,3,10,49,3,32,19,4,0,0,0,126,28,40,9,90,54,16,0,6,3,243,43,66,80,218,169,37,7,31,4,648,4,4,3,27,26,7,0,16,0,85,10,9,3,34,38,10,0,9,0,116,0,5,0,8,6,3,0,0,0,24,6,14,4,29,25,17,0,11,8,108,169,687,101,493,371,105,11,78,18,2033,0,4,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,15,21,90,3,5,9,3,3,0,0,134,0,3,0,3,0,0,0,0,0,6,18,68,0,9,3,0,0,0,3,104,8,25,0,8,3,0,0,0,0,45,76,502,16,65,33,8,3,8,3,709,0,0,0,3,0,0,0,0,0,3
UCL113004,0,26,0,7,0,0,0,0,0,31,0,8,0,0,0,0,0,0,0,16,21,147,0,10,18,7,0,4,0,212,0,0,0,0,0,0,0,0,0,5,5,12,3,11,14,4,0,4,0,55,7,16,4,25,21,3,0,3,0,85,15,15,29,46,33,26,0,10,0,175,3,0,0,3,5,5,0,4,0,21,0,0,0,10,3,3,0,3,0,25,3,0,0,4,0,0,0,0,0,10,9,6,3,8,3,3,0,0,0,31,71,245,40,126,101,55,0,39,7,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,3,5,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,42,3,8,0,0,0,0,0,0,0,15,69,209,4,24,25,6,0,15,0,353,0,0,0,0,0,0,0,0,0,5
UCL113005,4,40,0,14,7,0,0,0,0,63,0,16,0,0,0,0,0,0,0,16,36,315,3,33,29,10,0,4,9,435,0,0,0,0,0,0,0,0,0,0,13,53,3,36,44,16,0,3,0,170,22,43,12,78,36,21,3,9,3,232,32,60,69,196,140,97,6,41,3,649,9,13,9,13,24,21,0,12,0,93,13,11,6,44,34,16,0,12,0,131,0,4,0,4,12,3,0,3,0,34,3,13,0,18,17,29,3,13,4,104,143,608,111,441,342,217,9,91,22,1989,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,18,76,0,0,6,0,3,0,0,112,0,3,0,0,0,0,0,0,0,3,10,51,3,13,7,0,0,0,0,88,0,17,0,3,0,0,0,0,0,22,75,493,26,52,39,26,3,9,10,724,0,0,0,0,0,0,0,0,0,4
UCL113006,6,35,0,5,0,0,0,0,0,43,0,13,0,0,3,0,0,0,0,13,30,264,7,37,45,11,0,7,0,398,0,3,0,0,0,0,0,0,0,5,14,45,3,24,19,3,0,0,0,109,20,25,5,86,42,21,0,8,0,209,30,61,66,247,181,68,3,36,0,694,4,3,0,17,16,18,0,10,0,68,10,9,3,21,23,20,0,15,3,110,0,0,0,4,4,3,0,0,0,15,3,13,4,11,15,18,0,11,4,78,123,509,88,452,362,165,10,89,12,1802,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,12,13,63,4,3,6,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,5,44,0,10,3,0,0,0,0,61,8,9,0,0,5,0,0,0,0,26,60,419,13,50,63,22,7,16,5,655,0,3,0,0,0,0,0,0,0,5
UCL113007,7,47,0,10,3,0,0,4,0,70,3,10,0,0,0,0,0,0,0,17,49,418,17,35,53,10,0,45,7,630,0,0,0,3,0,0,0,0,0,3,16,43,5,31,31,14,0,7,7,152,34,53,4,99,59,16,0,28,0,291,45,44,84,186,185,75,3,53,3,670,0,3,0,13,30,10,0,16,0,76,9,4,3,32,38,21,3,11,0,127,0,7,0,7,6,3,0,12,0,38,4,13,0,18,27,11,3,37,12,130,179,689,127,430,443,164,16,216,30,2294,0,4,0,0,0,0,0,0,0,4,4,15,0,0,0,0,3,0,0,22,41,85,10,6,6,3,5,20,3,171,0,5,0,0,0,0,0,0,0,7,13,66,0,15,3,0,0,6,0,104,4,13,0,0,0,0,0,0,0,20,128,629,38,56,68,12,13,91,16,1065,0,0,0,3,0,0,3,0,0,6
UCL113008,3,16,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,14,12,121,4,16,17,4,0,4,0,182,0,0,0,0,0,0,0,0,0,3,8,17,0,15,4,0,0,0,0,45,4,23,3,43,21,6,0,4,4,103,24,32,27,156,71,37,3,29,4,378,0,0,4,9,16,9,3,7,0,47,0,3,0,28,16,8,0,3,0,67,0,3,0,0,6,0,0,0,0,10,3,3,6,11,11,3,0,6,5,42,62,238,47,280,162,71,6,51,13,920,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,24,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,16,26,163,13,28,19,7,3,9,0,264,0,0,0,0,0,0,0,0,0,4
UCL113009,10,83,0,4,3,0,0,0,0,108,0,22,0,0,6,0,0,0,0,28,70,433,12,57,81,13,4,10,11,686,0,0,0,3,0,0,0,0,0,5,21,64,8,30,39,15,0,0,3,181,28,47,6,56,62,19,0,3,5,226,27,29,61,115,136,46,3,23,0,441,5,0,3,6,20,18,0,3,0,53,4,5,3,14,44,17,0,0,0,89,3,8,0,0,5,0,0,0,0,24,5,3,5,11,11,9,0,4,3,48,203,840,102,318,407,133,8,43,27,2082,0,4,0,0,0,0,0,0,0,9,9,42,3,0,0,0,0,0,0,62,59,184,5,12,15,3,0,3,0,290,0,10,0,0,0,0,0,0,0,16,18,125,3,7,6,0,0,0,0,155,3,19,4,0,4,0,0,0,0,41,190,695,34,98,105,32,11,12,20,1199,0,0,0,3,0,0,0,0,0,3
UCL113010,4,20,0,3,0,0,0,0,0,27,0,10,0,0,3,0,0,0,0,9,22,179,7,21,27,8,3,7,3,277,0,0,0,3,3,0,0,0,0,5,11,30,4,25,20,8,0,9,0,104,20,25,8,85,33,10,4,9,3,204,36,69,93,222,216,71,12,55,3,784,7,10,11,16,23,17,8,11,0,87,10,5,8,20,26,8,3,18,0,102,0,0,3,0,11,3,0,3,0,24,3,9,4,11,8,15,3,11,3,58,116,380,138,409,375,137,35,122,16,1737,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,11,41,5,0,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,4,22,0,4,3,0,0,0,0,33,0,10,3,0,3,0,0,0,0,12,28,253,7,28,28,13,15,8,3,387,0,0,0,3,3,0,0,0,0,9
UCL113011,0,26,0,4,3,0,0,0,0,30,0,3,0,0,0,0,0,0,0,5,13,154,5,16,29,8,3,6,3,242,0,0,0,0,0,0,0,0,0,3,7,31,0,14,16,9,4,5,0,85,10,23,6,45,41,7,0,3,0,137,15,24,50,133,109,39,3,34,5,419,4,4,4,14,19,6,0,6,0,55,0,6,6,11,20,5,0,5,0,60,0,3,0,0,5,3,0,4,0,17,6,10,3,11,7,6,0,7,3,54,67,302,76,256,252,86,12,77,12,1144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,15,48,0,4,3,3,0,5,0,73,0,0,0,0,0,0,0,0,0,0,5,32,0,4,3,3,0,0,0,47,0,5,0,0,3,0,0,0,0,10,31,231,20,25,45,10,5,7,3,375,0,0,0,0,0,0,0,0,0,3
