UCL_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
UCL112003,963,45,0,0,44,0,1010,42,71,0,0,69,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,73,0,0,74,0,111,0,3,0,0,3,0,8,1002,116,5,0,123,4,1126,1020,31,0,0,35,0,1056,41,54,4,0,52,0,99,0,7,3,0,12,0,12,0,0,0,0,0,0,0,44,57,4,0,66,0,108,0,0,0,0,0,0,0,1065,91,4,0,100,0,1163,634,17,0,3,15,0,653,27,28,0,0,29,0,52,0,6,0,0,6,0,6,0,0,0,0,0,0,0,27,31,0,0,32,0,60,0,0,0,0,0,0,4,662,49,0,3,52,0,713,391,13,0,0,13,0,401,10,18,0,0,18,0,27,0,4,0,0,3,0,3,0,0,0,0,0,0,0,10,17,0,0,19,0,37,0,0,0,0,0,0,0,404,31,0,0,29,0,432,511,13,0,0
UCL112004,615,17,0,0,17,3,642,31,69,0,0,69,0,98,3,7,0,0,11,0,13,0,0,0,4,3,0,3,40,72,0,4,80,0,115,0,0,0,0,0,0,0,653,94,0,4,98,3,759,797,20,0,0,20,6,824,38,39,0,0,46,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,0,0,45,0,77,0,0,0,0,0,0,0,833,64,0,0,64,4,903,427,20,0,0,20,0,448,14,25,0,0,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,25,0,43,0,0,0,0,0,3,3,442,42,0,0,45,0,493,292,4,0,0,4,0,292,11,13,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,13,0,26,0,0,0,0,0,3,3,298,17,0,0,17,3,322,383,10,0,0
UCL112005,812,5,0,0,5,0,817,14,19,0,0,19,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,17,0,0,17,0,33,0,0,0,0,0,0,0,829,22,0,0,22,0,852,794,5,0,0,5,3,801,14,5,0,0,5,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,10,0,23,0,0,0,0,0,4,4,810,15,0,0,12,9,832,424,3,0,0,3,0,429,5,6,0,0,6,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,6,0,11,0,0,0,0,0,3,3,431,13,0,0,13,4,446,288,0,0,0,0,0,291,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,288,5,0,0,5,0,300,335,3,0,0
UCL112006,1528,34,0,0,34,3,1566,51,147,6,0,162,0,208,0,17,51,0,67,0,74,0,0,0,0,3,0,4,51,169,54,4,233,0,286,3,3,0,0,3,5,12,1586,202,54,4,263,8,1860,1670,37,0,0,38,5,1715,55,133,8,0,139,0,197,3,16,34,0,53,0,58,0,0,0,0,3,0,4,59,149,40,3,193,0,256,3,0,0,0,0,0,3,1736,190,40,5,233,5,1973,898,13,0,0,13,0,912,23,77,9,0,81,0,104,0,8,18,0,23,0,23,0,0,0,0,0,0,0,23,79,27,0,105,0,133,0,0,0,0,0,0,0,929,93,27,0,114,0,1045,561,7,0,0,7,3,569,23,28,0,0,34,0,54,0,3,17,0,24,0,24,0,0,0,0,0,0,0,23,34,22,0,54,0,76,0,0,0,0,0,0,3,581,42,22,0,66,4,649,754,7,0,0
UCL112007,1446,21,0,0,21,4,1474,37,152,0,0,160,0,189,0,9,3,0,12,0,18,0,0,0,0,0,0,0,36,166,6,0,169,0,205,8,0,0,0,0,0,8,1491,187,6,0,193,4,1687,1334,12,0,0,12,0,1352,27,119,3,0,123,0,142,0,9,0,0,7,0,7,0,0,0,0,0,0,0,27,129,3,0,132,0,158,4,0,0,0,0,0,4,1366,137,3,0,140,0,1507,698,3,0,0,3,0,709,25,51,0,0,50,0,74,0,3,0,0,7,0,7,0,0,0,0,0,0,0,25,53,4,0,55,0,81,0,0,0,0,0,0,0,725,57,4,0,62,0,790,426,10,0,0,10,0,437,11,31,0,0,34,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,36,3,0,40,0,53,0,0,0,0,0,0,0,438,44,3,0,45,0,489,536,3,0,0
UCL112008,835,15,0,0,18,0,848,23,60,3,0,64,0,88,0,16,3,0,17,0,17,0,0,0,0,0,0,0,23,70,4,0,81,0,101,3,0,0,0,0,0,3,859,86,11,0,96,0,958,852,9,0,0,13,0,864,19,39,3,0,45,0,61,0,3,3,0,7,0,7,0,0,0,0,0,0,0,19,44,7,0,56,0,70,0,0,0,0,0,0,3,872,56,7,3,69,0,938,451,4,0,0,10,0,461,13,10,0,0,15,0,21,0,8,0,0,8,0,8,0,0,0,0,0,0,0,13,15,0,0,15,0,28,0,0,0,0,0,0,3,464,20,4,0,25,0,494,271,3,0,0,3,0,278,3,12,0,0,11,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,12,0,0,16,0,19,0,0,0,0,0,0,0,274,12,4,0,19,0,296,359,5,0,0
UCL112009,874,20,3,0,23,0,897,33,71,3,0,68,0,101,0,3,5,0,5,0,12,0,0,0,0,0,0,0,32,70,10,0,80,0,110,5,0,0,0,0,3,8,912,89,14,0,100,3,1018,890,17,0,0,20,0,914,21,52,6,0,54,0,78,0,3,4,0,8,0,6,0,3,0,0,3,0,3,27,53,6,0,62,0,87,7,0,0,0,0,0,4,921,73,6,0,84,3,1004,540,9,0,0,4,0,553,17,21,0,0,21,0,38,0,0,3,0,3,0,3,0,0,0,0,0,0,0,24,21,3,0,21,0,47,0,0,0,0,0,0,0,562,29,4,0,32,3,597,332,3,0,0,3,0,333,9,3,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,13,0,16,0,0,0,0,0,0,0,340,8,3,0,15,0,351,403,6,0,0
UCL112010,122,4,0,0,4,0,126,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,122,4,0,0,4,0,128,131,0,0,0,0,0,129,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,136,0,0,0,0,0,135,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,68,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,43,0,0,0
UCL112011,1200,7,0,0,7,3,1215,37,76,0,0,76,0,116,0,8,3,0,10,0,10,0,0,0,0,0,0,0,37,78,3,0,81,0,123,3,3,0,0,3,3,5,1241,89,3,0,90,8,1341,1174,7,0,0,7,0,1181,35,51,0,0,51,0,81,0,9,3,0,12,0,15,0,0,0,0,0,0,0,38,55,3,0,57,0,94,0,0,0,0,0,0,4,1211,66,3,0,70,0,1278,588,6,0,0,6,0,601,17,20,0,0,21,0,33,0,7,4,0,5,0,10,0,0,0,0,0,0,0,18,22,6,0,27,0,44,0,0,0,0,0,0,0,607,32,6,0,36,0,647,346,3,0,0,3,3,349,11,12,3,0,13,0,20,0,0,4,0,4,0,4,0,0,0,0,0,0,0,11,12,4,0,15,0,21,0,0,0,0,0,0,0,354,14,4,0,20,4,373,448,3,0,0
UCL112012,1724,34,0,3,39,0,1763,38,158,3,0,158,0,199,0,11,8,0,14,0,14,0,0,0,0,0,0,0,38,166,12,0,177,0,216,0,3,0,0,3,0,3,1762,198,13,4,215,0,1980,1633,17,0,0,18,0,1653,40,118,6,0,121,0,164,0,9,8,0,14,0,14,0,0,0,0,4,0,4,40,126,8,0,141,0,181,0,0,0,0,0,4,3,1678,143,11,3,161,4,1844,796,14,3,0,17,3,816,15,56,3,0,58,0,76,0,0,6,0,4,0,4,0,0,0,0,0,0,0,15,60,8,0,61,0,84,4,0,0,0,0,4,6,818,73,11,0,81,8,898,486,3,0,0,3,0,488,7,27,3,0,29,0,40,0,9,3,0,11,0,11,0,0,0,0,0,0,0,8,32,3,0,41,0,50,0,0,0,0,0,0,0,497,41,3,0,39,3,536,606,16,0,0
UCL112013,1458,31,0,0,31,3,1488,50,72,3,0,73,0,120,0,3,10,0,11,0,10,0,0,0,0,0,0,0,48,75,8,0,84,0,136,3,0,0,0,0,0,3,1509,105,7,0,117,3,1627,1625,34,0,0,34,0,1657,43,65,6,0,70,0,113,0,4,3,0,7,0,7,0,0,0,0,0,0,0,39,74,5,0,83,0,121,3,0,0,0,0,0,3,1665,106,5,0,115,0,1789,957,19,0,0,19,3,981,26,42,0,0,45,0,65,0,0,0,0,4,0,4,0,0,0,0,0,0,0,26,45,3,0,47,0,71,0,0,0,0,0,4,3,983,63,3,0,65,9,1053,567,4,0,3,10,0,575,18,27,0,0,33,0,47,0,3,0,0,4,0,4,0,0,0,0,0,0,0,18,32,6,0,34,0,52,0,0,0,0,0,0,0,585,35,6,3,41,0,626,832,8,0,0
UCL112014,1222,25,0,0,25,0,1250,21,94,0,0,98,0,115,0,12,3,0,15,0,16,0,0,0,0,0,3,7,20,105,3,0,111,3,134,0,0,0,0,0,3,4,1250,131,3,0,132,6,1385,1173,23,0,0,23,3,1204,6,69,3,0,72,0,77,0,9,3,0,7,0,7,0,0,0,0,0,0,0,6,78,9,0,83,0,88,3,0,0,0,0,4,6,1188,98,9,0,103,7,1305,646,9,0,0,9,0,654,8,41,3,0,37,0,46,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,39,4,0,43,0,51,0,0,0,0,0,0,0,654,45,4,0,50,3,712,414,3,0,0,3,0,417,3,15,0,0,15,0,19,0,3,3,0,7,0,7,0,0,0,0,3,0,3,3,20,3,0,19,0,27,0,0,0,0,0,0,0,414,20,3,0,28,3,447,488,8,0,0
UCL112015,1912,35,0,0,35,0,1950,42,232,7,0,244,0,284,0,26,30,0,54,0,54,0,3,0,0,3,0,5,42,259,34,0,295,0,340,0,0,0,0,0,0,0,1955,297,34,0,331,4,2289,1945,23,0,0,23,4,1969,26,236,12,0,245,0,274,0,14,23,0,43,0,39,0,0,0,0,0,0,3,28,247,36,0,286,0,320,3,0,0,0,0,0,3,1980,275,36,0,308,3,2295,1073,6,0,0,6,3,1079,12,104,8,0,112,0,124,0,5,15,0,15,0,15,0,0,0,0,0,0,0,12,108,22,0,127,0,136,3,0,0,0,0,0,7,1081,117,22,0,132,3,1220,752,7,0,0,7,0,758,8,48,0,0,48,0,54,0,9,7,0,16,0,16,0,0,0,0,0,0,0,8,58,7,0,69,0,72,3,0,0,0,0,0,3,757,65,7,0,77,3,834,911,0,0,0
UCL113001,397,6,0,0,6,0,407,18,30,0,0,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,3,0,33,0,48,0,0,0,0,0,0,0,411,39,3,0,40,0,449,408,7,0,0,7,3,422,8,27,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,3,0,31,0,38,3,0,0,0,0,3,7,422,30,3,0,38,3,461,209,0,0,0,0,0,213,6,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,15,0,0,0,0,0,3,3,215,10,0,0,10,3,228,163,0,0,0,0,0,163,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,10,0,0,0,0,0,0,0,167,8,0,0,11,0,172,207,0,0,0
UCL113002,286,6,0,0,5,0,290,13,13,0,0,13,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,13,0,0,15,0,25,0,0,0,0,0,0,0,301,18,4,0,19,0,318,310,4,0,0,10,0,316,9,12,0,0,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,17,0,28,0,0,0,0,0,0,0,321,23,0,0,21,0,340,170,0,0,0,3,0,173,10,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,12,0,0,0,0,0,0,0,179,3,4,0,5,0,185,104,0,0,0,0,0,108,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,112,6,0,0,6,0,112,106,0,0,0
UCL113003,466,3,0,0,3,0,465,19,17,0,0,17,0,39,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,25,0,0,25,0,41,3,0,0,0,0,3,3,488,27,0,0,27,5,516,537,0,0,0,0,0,534,11,16,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,16,0,26,0,0,0,0,0,0,3,545,17,0,0,17,0,568,286,3,0,0,3,0,289,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,10,0,0,0,0,0,0,0,294,10,0,0,10,3,305,190,3,0,0,3,0,196,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,192,13,0,0,13,0,204,219,0,0,0
UCL113004,228,0,0,0,0,0,234,0,13,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,12,0,11,0,0,0,0,0,3,3,232,8,3,0,10,3,251,247,9,0,0,9,0,251,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,11,0,0,0,0,0,0,0,252,7,4,0,9,0,261,121,0,0,0,0,0,123,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,121,3,0,0,3,0,125,111,0,0,0,0,0,110,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,111,3,0,0,3,0,112,109,0,0,0
UCL113005,442,8,0,0,8,3,450,10,21,0,0,21,0,32,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,21,3,0,21,0,30,0,0,0,0,0,0,0,457,22,3,0,28,3,485,425,3,0,0,3,4,435,11,14,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,15,0,25,0,0,0,0,0,0,3,432,18,0,0,22,6,462,285,0,0,0,0,0,285,3,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,10,0,0,0,0,0,0,0,288,8,0,0,8,0,294,197,0,0,0,0,0,202,0,3,0,0,3,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,203,3,0,0,3,0,204,278,4,0,0
UCL113006,583,5,0,0,5,0,588,14,12,3,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,0,20,0,32,0,0,0,0,0,3,6,598,20,3,0,24,3,623,594,14,0,0,14,0,610,17,20,0,0,24,0,38,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,22,0,0,22,0,41,0,0,0,0,0,0,4,618,36,0,0,35,3,650,332,3,0,0,3,0,338,3,13,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,11,0,0,0,0,0,0,0,335,11,0,0,11,0,350,203,3,0,0,3,0,208,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,204,12,0,0,12,0,212,284,3,0,0
UCL113007,665,42,0,0,42,0,701,28,208,15,0,219,0,251,3,25,10,0,42,0,42,0,3,0,3,12,0,12,28,237,28,8,267,0,298,0,0,0,0,0,4,4,695,272,28,8,311,4,1004,606,45,3,0,48,0,657,31,168,9,0,178,0,211,0,23,24,0,44,0,44,0,3,0,3,10,0,10,31,192,35,3,229,0,262,0,0,0,0,0,0,0,638,236,39,3,277,0,917,325,27,0,0,27,0,350,26,107,12,0,115,0,142,0,12,6,3,26,0,26,0,0,0,3,3,0,3,26,118,18,3,146,0,170,0,0,0,0,0,0,3,354,142,18,3,168,3,525,212,16,0,0,16,0,228,10,55,5,0,66,0,74,0,10,14,0,21,0,21,0,0,0,0,0,0,4,8,70,16,0,85,0,101,0,0,0,0,0,0,0,219,82,16,0,103,0,322,268,12,0,0
UCL113008,282,4,0,0,4,0,287,10,15,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,15,0,23,3,0,0,0,0,0,3,292,22,0,0,22,0,312,302,12,0,0,12,0,314,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,12,0,0,0,0,0,0,0,313,12,0,0,16,0,323,167,3,0,0,3,0,168,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,167,4,0,0,6,0,178,117,0,0,0,0,0,117,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,119,5,0,0,5,0,118,145,0,0,0
UCL113009,524,16,0,0,17,0,537,17,18,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,25,0,44,0,0,0,0,0,0,0,543,35,0,0,40,0,583,501,5,0,0,9,0,509,19,15,0,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,18,0,39,0,0,0,0,0,0,0,524,26,3,0,23,0,551,346,14,0,0,14,0,363,7,15,0,0,17,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,15,0,0,14,0,18,0,0,0,0,0,0,0,356,25,0,0,30,0,384,213,5,0,0,5,0,216,3,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,10,0,0,0,0,0,0,0,215,9,3,0,7,0,225,279,8,0,0
UCL113010,713,6,0,0,6,3,726,10,10,0,0,10,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,9,3,0,13,0,24,0,0,0,0,0,3,3,726,16,3,0,23,8,748,752,7,0,0,7,0,757,13,10,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,10,0,24,0,0,0,0,0,0,0,771,13,0,0,13,0,785,356,0,0,0,0,0,358,7,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,9,0,18,0,0,0,0,0,4,4,359,8,0,0,8,7,374,241,0,0,0,0,0,241,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,242,5,0,0,5,0,245,334,0,0,0
UCL113011,400,7,0,0,6,0,404,7,21,0,0,24,0,26,3,0,0,0,3,0,3,0,0,0,0,0,0,0,10,25,0,0,25,0,31,0,0,0,0,0,3,3,411,25,0,0,28,3,440,348,3,0,0,8,0,354,10,16,0,0,18,0,30,0,0,6,0,6,0,4,0,0,0,0,0,0,0,15,16,3,0,28,0,37,0,0,0,0,0,4,4,358,22,6,3,31,7,399,181,3,0,0,6,0,183,3,10,0,0,10,0,9,0,0,3,0,4,0,6,0,0,0,0,0,0,0,5,10,3,0,11,0,13,0,0,0,0,0,7,7,187,13,3,0,19,7,206,127,0,0,0,0,0,131,13,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3,0,12,0,0,0,0,0,0,0,140,10,0,0,10,0,148,179,3,0,0
UCL113012,657,26,0,0,26,0,683,21,27,5,0,33,0,58,0,7,9,0,13,0,10,3,0,0,0,0,0,3,24,36,11,0,44,0,70,3,0,0,0,0,3,6,688,60,11,0,68,3,755,633,12,0,0,12,0,646,17,38,0,0,36,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,37,0,0,39,0,59,0,0,0,0,0,0,0,657,52,0,0,51,0,707,388,3,0,0,3,0,392,8,23,0,0,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,23,0,33,0,0,0,0,0,0,0,389,25,0,0,25,0,419,269,3,0,0,3,0,270,3,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,15,0,0,0,0,0,4,4,273,17,0,0,17,4,289,333,3,0,0
