UCL_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
UCL112002,6,0,678,17,28,0,0,28,0,49,0,0,6,0,4,0,4,0,0,0,0,0,0,0,17,34,6,0,36,0,55,0,0,0,0,0,0,0,701,34,6,0,39,0,736,165,0,0,0,0,0,170,3,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,13,0,18,0,0,0,0,0,0,0,170,10,0,0,8,0,187,49,0,0,0,0,0,46,5,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,13,0,0,0,0,0,0,0,52,8,0,0,8,0,57,4881,93,4,0,101,6,4980,129,394,3,0,396,0,530,0,25,13,0,41,0,40,0,0,0,3,3,0,3,132,422,17,3,444,0,577,0,0,0,0,0,3,9,5017,517,24,3,540,7,5565
UCL112003,12,0,581,29,26,5,0,25,0,52,0,3,0,0,4,0,9,0,0,0,0,0,0,0,26,25,6,0,34,0,57,0,0,0,0,0,0,4,592,41,6,0,48,0,638,174,0,0,0,0,0,176,9,7,0,0,10,0,22,0,6,0,0,6,0,6,0,0,0,0,0,0,0,9,11,0,0,14,0,25,0,0,0,0,0,0,0,184,15,0,0,16,0,204,75,0,0,0,0,0,75,5,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,0,12,0,0,0,0,0,0,0,82,10,0,0,10,0,91,3723,89,4,0,92,8,3826,219,258,9,0,264,0,484,8,18,12,0,30,0,42,0,0,0,0,0,0,0,224,278,27,0,298,0,524,0,0,0,0,0,0,3,3944,367,22,0,391,13,4350
UCL112004,14,0,419,8,29,0,0,37,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,0,0,34,0,49,0,0,0,0,0,0,0,413,41,0,0,46,0,463,130,0,0,0,0,0,130,0,15,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,17,0,0,0,0,0,0,0,135,11,0,0,14,0,145,53,0,0,0,0,0,53,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,55,5,0,0,5,0,65,3074,61,0,0,61,0,3132,103,325,15,0,345,0,446,7,7,0,0,14,0,19,3,0,0,6,6,0,5,109,337,22,3,358,0,467,3,5,0,0,5,6,13,3186,399,22,3,424,6,3618
UCL112005,6,0,321,6,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,0,15,0,0,0,0,0,0,0,321,12,0,0,16,0,337,87,0,0,0,0,0,87,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,87,5,0,0,5,0,89,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,4,0,41,2606,34,0,0,34,4,2646,57,63,9,0,68,0,124,0,6,5,0,9,0,9,0,0,0,0,0,0,0,57,69,11,0,76,0,133,0,0,0,0,0,4,4,2658,102,11,0,110,6,2781
UCL112006,4,0,550,19,52,0,0,49,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,0,0,57,0,72,0,0,0,0,0,0,0,567,57,0,0,61,0,624,106,3,0,0,3,0,111,4,15,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,19,0,0,0,0,0,0,0,108,20,0,0,20,0,129,21,0,0,0,0,0,25,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,21,5,0,0,8,0,29,4879,80,0,0,80,9,4966,129,821,13,0,833,0,956,6,28,10,0,41,0,48,0,3,0,0,3,0,6,135,857,16,0,877,0,1010,0,4,0,0,4,0,4,5014,939,16,0,962,4,5979
UCL112007,0,0,134,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,133,4,0,0,4,0,137,42,0,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,44,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,11,1011,0,0,0,0,0,1019,8,42,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,42,0,50,0,0,0,0,0,0,0,1024,40,0,0,46,0,1068
UCL112008,0,0,256,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,3,3,249,4,0,0,9,0,260,46,0,0,0,0,0,46,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,46,4,0,0,4,0,47,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,1621,20,0,0,23,5,1647,41,91,0,0,98,0,137,3,5,8,0,10,0,12,0,0,0,0,0,0,0,45,95,9,0,103,0,148,0,0,0,0,0,6,9,1658,116,8,0,124,15,1799
UCL112009,0,0,338,12,11,0,0,16,0,31,0,0,3,0,4,0,4,0,0,0,0,0,0,0,12,14,5,0,20,0,36,0,0,0,0,0,0,0,346,18,9,0,22,0,368,64,0,0,0,0,0,64,5,12,0,0,11,0,18,0,0,3,0,4,0,4,0,0,0,0,0,0,0,5,11,3,0,16,0,19,0,0,0,0,0,0,0,63,11,3,0,16,0,82,15,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,18,5,0,0,5,0,19,2919,32,0,0,31,0,2955,66,250,18,0,269,0,340,0,28,10,0,37,0,37,0,0,0,0,0,0,0,66,277,30,0,309,0,375,8,0,0,0,0,3,9,2991,305,33,0,339,6,3335
UCL112010,13,0,292,18,96,6,0,103,0,117,0,22,8,0,33,0,33,0,0,0,0,0,0,0,18,116,12,0,129,0,145,0,0,0,0,0,0,4,297,134,12,0,147,0,446,49,4,0,0,4,0,57,6,28,0,0,29,0,32,0,4,9,0,15,0,15,0,0,0,0,0,0,0,6,30,8,0,37,0,42,0,0,0,0,0,0,0,53,36,8,0,45,0,98,17,0,0,0,0,0,13,3,10,0,0,10,0,12,0,3,0,0,5,0,5,0,0,0,0,0,0,0,3,11,0,0,9,0,15,0,0,0,0,0,0,0,13,7,0,0,14,0,29,2145,137,4,0,140,6,2290,113,792,55,0,846,0,961,7,115,51,0,166,0,171,0,0,0,0,0,0,0,124,907,101,4,1016,0,1135,7,0,0,0,0,9,9,2267,1043,104,4,1151,14,3435
UCL112011,0,3,305,4,7,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,3,16,0,0,0,0,0,0,0,303,7,0,0,7,3,314,70,0,0,0,0,0,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,70,0,0,0,0,0,73,24,0,0,0,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,30,2859,29,0,0,29,12,2898,44,80,4,0,86,5,136,5,0,5,0,4,0,10,0,0,0,0,0,0,0,54,81,4,0,88,5,141,0,0,0,0,0,4,9,2915,104,4,0,115,15,3047
UCL112012,5,0,421,15,13,0,0,13,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,19,0,0,19,0,35,0,0,0,0,0,0,0,436,22,0,0,22,0,456,96,4,0,0,3,0,99,5,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,11,0,0,0,0,0,0,0,99,5,0,0,6,0,110,22,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,27,3081,75,3,4,73,7,3164,110,220,3,0,225,0,334,5,12,3,0,18,0,21,0,0,0,0,0,0,0,114,235,8,0,243,0,355,0,0,0,0,0,0,0,3193,307,10,4,318,3,3519
UCL112013,0,0,48,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,42,5,0,0,5,0,48,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,415,13,0,0,13,0,425,5,15,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,20,0,0,0,0,0,4,4,417,25,0,0,25,4,443
UCL112014,7,0,355,4,39,0,0,39,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,39,0,40,0,0,0,0,0,0,0,350,43,0,0,47,0,401,110,0,0,0,0,0,111,7,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,9,0,13,0,0,0,0,0,0,0,113,11,0,0,11,0,124,56,0,0,0,0,0,56,3,7,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,6,0,0,0,0,0,0,0,57,7,0,0,7,0,69,2911,53,7,0,58,9,2976,88,195,9,0,201,0,284,4,0,0,0,0,0,5,0,0,0,0,0,0,0,87,194,9,0,201,0,291,4,0,0,0,0,3,3,3002,246,10,0,258,9,3271
UCL112015,8,0,504,9,27,0,0,25,0,40,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,26,4,0,30,0,42,0,0,0,0,0,0,0,508,38,0,0,40,0,547,96,0,0,0,0,0,96,0,6,4,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,12,0,13,0,0,0,0,0,0,0,99,6,8,0,12,0,106,30,0,0,0,0,0,30,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,30,0,0,0,4,0,32,4021,92,4,0,101,3,4123,124,357,17,0,373,0,496,0,20,15,0,34,0,33,0,0,0,0,0,0,0,124,374,32,0,405,0,528,4,4,0,0,4,22,28,4152,473,30,0,509,28,4680
UCL112016,8,0,693,11,47,3,0,44,0,61,0,4,0,0,7,0,7,0,0,0,0,0,0,0,11,46,7,0,55,0,65,0,0,0,0,0,0,0,693,61,7,0,66,0,760,147,0,0,0,0,0,148,0,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,19,0,0,0,0,0,0,0,144,18,0,0,18,0,166,33,3,0,0,3,0,34,0,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,13,0,0,0,0,0,0,0,34,10,0,0,10,0,44,5941,96,4,0,99,8,6054,119,645,12,0,658,0,780,3,23,16,0,44,3,51,0,0,0,0,0,0,0,124,672,28,0,704,3,829,0,4,0,0,4,10,11,6068,767,35,0,802,19,6898
UCL112017,9,0,947,23,44,0,0,49,0,72,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,44,0,0,46,0,69,0,0,0,0,0,3,3,959,55,4,0,60,4,1018,205,0,0,0,0,0,205,3,18,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,21,0,19,0,0,0,0,0,0,0,207,18,0,0,21,0,229,79,0,0,0,0,0,79,4,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,7,0,0,0,0,0,0,0,81,4,0,0,4,0,86,5723,83,0,0,89,6,5818,227,395,11,0,412,0,635,10,19,10,0,27,0,33,0,0,0,0,0,0,0,234,411,23,0,436,0,667,3,0,0,0,0,3,5,5962,497,23,0,528,8,6495
UCL112018,4,0,495,15,33,9,0,40,0,54,0,10,4,0,13,0,13,0,0,0,0,0,0,0,15,44,14,0,54,0,66,0,0,0,0,0,0,0,506,43,14,0,54,0,562,87,0,0,0,0,0,87,4,9,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,12,0,12,0,0,0,0,0,0,0,89,10,0,0,10,0,100,26,0,0,0,0,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,26,6,0,0,6,0,34,3949,44,0,0,42,0,3994,118,471,25,0,492,0,611,5,57,36,0,96,4,102,3,0,0,0,0,0,3,120,526,66,0,588,4,714,0,0,0,0,0,6,9,4072,569,66,0,634,7,4711
UCL112019,4,0,884,6,72,3,0,82,0,84,0,13,53,0,70,0,70,0,0,0,0,0,0,0,6,90,56,0,153,0,155,0,0,0,0,0,0,0,879,95,58,0,153,0,1035,241,0,0,0,0,0,246,4,33,0,0,30,0,36,0,11,44,0,57,0,57,0,0,0,0,0,0,0,4,40,47,0,87,0,92,0,0,0,0,0,0,0,245,38,47,0,88,0,333,70,0,0,0,0,0,76,0,8,0,0,8,0,9,0,6,19,0,29,0,29,0,0,0,0,0,0,0,0,16,19,0,39,0,38,0,0,0,0,0,0,0,74,20,19,0,39,0,112,6433,96,9,0,98,0,6532,107,893,54,0,951,0,1054,0,154,359,0,510,0,510,0,0,0,0,0,0,0,107,1044,407,0,1452,0,1565,4,0,0,0,0,6,12,6546,1141,409,0,1556,5,8104
UCL113001,4,0,212,13,6,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,9,0,16,0,0,0,0,0,0,0,218,12,0,0,11,0,235,50,0,0,0,0,0,56,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,5,0,5,0,0,0,0,0,0,0,57,3,0,0,3,0,64,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,1602,68,0,0,68,0,1669,98,112,3,0,117,5,218,0,3,0,0,3,0,5,0,0,0,0,0,0,0,104,116,8,0,120,5,224,0,0,3,0,3,0,0,1698,179,8,0,186,8,1893
UCL113002,0,0,124,6,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,8,0,0,0,0,0,0,0,133,6,0,0,6,0,141,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,29,4,0,0,4,0,32,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1022,14,0,0,14,4,1040,32,60,0,0,63,0,94,0,4,0,0,7,0,7,0,0,0,0,0,0,0,34,61,0,0,66,0,103,0,0,0,0,0,0,0,1055,79,0,0,81,7,1146
UCL113003,9,0,221,4,7,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,14,0,0,0,0,0,0,0,221,17,0,0,17,0,234,19,0,0,0,0,0,19,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,19,3,0,0,3,0,21,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1646,19,0,0,19,0,1665,57,88,3,0,95,0,146,0,4,3,0,10,0,10,0,0,0,0,0,0,0,57,94,3,0,97,0,155,0,0,0,0,0,0,0,1702,114,3,0,118,0,1820
UCL113004,6,0,112,4,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,0,8,0,0,0,0,0,0,0,108,16,0,0,16,0,124,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,908,45,0,0,45,0,952,81,95,0,0,93,0,176,0,4,6,0,9,0,9,0,0,0,0,0,0,0,81,94,9,0,105,0,185,0,0,0,0,0,0,0,985,143,9,0,153,0,1135
UCL113005,5,0,237,10,11,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,11,0,12,0,0,0,0,0,0,0,238,10,0,0,10,0,254,34,0,0,0,0,0,36,0,0,0,0,0,0,4,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,8,0,0,0,0,0,0,0,36,6,0,0,8,0,46,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1905,14,0,0,14,0,1920,49,88,4,0,88,0,130,5,8,7,0,18,0,23,0,0,0,0,0,0,0,47,90,14,0,104,0,153,0,0,0,0,0,0,0,1957,107,14,0,119,0,2077
UCL113006,0,0,115,0,7,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,5,0,0,0,0,0,0,0,109,3,0,0,8,0,121,23,0,0,0,0,0,23,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,24,4,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,925,22,0,0,22,8,952,11,47,0,0,50,3,68,0,5,0,0,5,0,5,0,0,0,0,0,0,0,11,47,0,0,54,3,72,0,0,0,0,0,5,5,941,70,0,0,70,15,1021
UCL113007,9,0,317,0,7,0,0,13,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,7,3,0,18,0,20,0,0,0,0,0,0,0,311,18,3,0,22,0,331,123,0,0,0,0,0,129,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,127,7,0,0,7,0,134,46,0,0,0,0,0,46,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,46,6,0,0,6,0,53,2231,41,0,0,41,0,2266,74,85,4,0,89,0,166,0,4,7,0,12,0,12,0,0,0,0,0,0,0,74,89,10,0,102,0,172,0,0,0,0,0,0,0,2301,123,10,0,136,0,2439
UCL113008,0,0,145,0,7,0,0,7,0,8,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,7,3,0,10,0,13,0,0,0,0,0,0,0,142,9,3,0,11,0,156,41,0,0,0,0,0,41,0,9,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,5,0,0,0,0,0,0,0,38,9,0,0,9,0,41,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,1161,14,0,0,14,0,1178,21,67,8,0,75,0,98,0,3,3,0,8,0,8,0,0,0,0,0,0,0,21,71,15,0,86,0,104,5,0,0,0,0,0,3,1188,84,15,0,97,0,1289
