UCL_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
UCL112002,0,0,0,0,0,0,113,6,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,89,27,7,4,0,0,3,6,0,0,133,0,0,0,0,0,0,0,0,0,9,8,391,42,14,4,3,3,3,6,0,20,481,370,8,9,0,0,0,0,0,0,9,390,70,6,0,0,0,0,3,5,3,0,79,16,3,4,0,0,0,5,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,84,5,7,0,0,0,9,3,3,4,112,0,0,0,0,0,0,0,0,0,0,0,450,13,12,0,0,0,9,3,3,9,500,250,0,0,0,0,0,0,0,0,9,261,51,0,0,0,0,0,0,0,0,3,55,5,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,3,6,0,0,6,68,4,0,0,0,0,0
UCL112003,0,0,0,0,0,3,212,14,5,4,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,4,196,24,10,0,4,0,0,0,0,3,238,0,0,0,0,0,0,0,0,0,0,0,1117,55,18,0,4,0,8,0,0,17,1221,1101,9,6,0,0,0,0,4,0,24,1143,214,0,0,0,0,0,0,0,0,5,222,16,0,0,0,0,0,0,0,0,4,27,3,0,0,0,0,0,0,0,0,0,3,236,0,6,0,0,0,0,0,0,9,253,0,0,0,0,0,0,0,0,0,3,5,1341,13,6,0,0,0,0,5,0,38,1403,588,3,4,0,0,0,0,0,0,12,613,103,0,0,0,0,0,0,0,0,3,105,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,119,0,5,0,0,0,0,0,0,4,133,0,0,0,0,0,0
UCL112004,0,0,0,0,0,3,132,10,4,0,0,0,0,3,0,0,5,22,0,0,0,0,0,0,0,0,0,0,4,125,19,5,0,0,0,6,0,0,5,162,0,0,0,0,0,0,0,0,0,0,0,641,39,16,0,0,0,6,3,0,26,732,796,14,6,0,0,0,0,9,0,27,851,125,3,0,0,0,0,0,0,0,3,135,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,129,3,3,0,0,0,3,0,0,3,146,0,0,0,0,0,0,0,0,0,0,0,932,18,8,0,0,3,4,5,0,37,1000,643,16,0,4,0,0,0,0,0,33,700,99,0,0,0,0,0,0,0,0,4,102,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,108,3,0,0,0,0,0
UCL112005,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,31,31,224,17,7,0,0,0,0,0,0,36,290,246,10,0,0,0,0,0,0,0,6,266,25,4,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,26,26,278,13,0,0,0,0,0,0,0,35,332,140,0,0,0,0,0,0,0,0,18,161,15,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
UCL112006,0,0,3,0,0,0,100,9,3,3,0,0,0,9,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,85,26,10,0,0,0,9,4,0,0,138,0,0,0,0,0,0,0,0,0,0,0,263,32,14,5,0,3,9,6,4,10,353,193,6,4,0,0,0,0,0,0,6,206,44,0,4,0,0,0,0,0,0,0,52,11,0,0,0,0,0,13,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,59,4,6,0,0,4,9,5,0,5,83,0,0,0,0,0,0,0,0,0,0,0,249,6,7,3,0,4,9,5,0,10,289,128,0,0,0,0,0,0,0,0,4,140,26,0,0,0,0,0,0,4,0,0,37,8,3,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,3,0,0,47,4,0,0,0,0,0
UCL112007,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,4,71,105,0,0,0,0,0,0,0,0,14,120,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,113,0,4,0,0,0,0,0,0,18,130,95,0,0,0,0,0,0,0,0,11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112008,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,44,0,8,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,283,8,7,0,3,0,3,0,0,14,320,495,8,5,0,0,0,3,0,0,27,531,56,0,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,9,9,555,8,6,0,0,0,3,0,0,29,605,387,3,0,0,0,0,0,0,0,20,414,37,0,0,0,0,0,0,0,0,4,47,4,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4,0,0,5,0,0,4,52,4,0,0,0,0,0
UCL112009,0,0,8,0,0,4,69,7,8,6,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,61,10,9,0,6,0,11,0,0,4,101,0,0,0,0,0,0,0,0,0,10,10,262,24,13,0,3,0,11,0,0,18,333,269,0,4,0,0,0,0,0,0,7,282,52,0,9,0,0,0,0,0,0,0,63,7,0,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,52,4,12,0,0,0,4,3,0,0,76,0,0,0,0,0,0,0,0,0,3,3,323,6,14,0,0,0,4,3,0,11,367,157,3,5,0,0,0,0,0,0,19,180,33,0,0,0,0,0,0,0,0,0,39,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0
UCL112010,9,6,11,10,0,0,263,44,12,16,5,17,19,55,22,0,11,192,0,0,0,0,0,0,0,0,0,0,3,206,58,37,15,22,25,62,24,0,10,458,0,0,0,0,0,0,0,0,0,0,5,341,66,39,13,22,25,66,29,0,18,619,134,0,0,0,0,0,0,0,0,7,149,145,4,8,0,0,0,0,0,0,11,173,46,4,14,4,7,0,14,3,0,4,92,0,0,0,0,0,0,0,0,0,0,0,192,14,21,9,4,0,14,3,0,8,266,0,0,0,0,0,0,0,0,0,0,0,326,11,23,9,4,0,11,3,0,21,418,88,0,0,0,0,0,0,0,0,6,96,144,0,0,0,0,0,0,0,0,4,152,62,3,0,0,0,0,0,0,0,8,78,0,0,0,0,0,0,0,0,0,0,0,207,5,5,0,0,0,0,0,0,15,228,0,0,0,0,0,0
UCL112011,0,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,167,10,6,0,0,0,0,0,0,4,191,168,4,0,0,0,0,0,0,0,5,176,20,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,189,3,3,0,0,0,0,0,0,10,209,98,0,0,0,0,0,0,0,0,7,101,13,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
UCL112012,0,4,0,0,0,0,70,3,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,56,17,9,0,8,7,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,406,34,15,0,8,7,0,3,0,10,483,313,10,4,0,0,0,0,0,0,4,333,43,3,0,0,4,0,0,0,0,0,55,7,0,3,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,49,5,3,0,0,0,3,3,0,0,71,0,0,0,0,0,0,0,0,0,5,3,364,16,11,0,3,0,3,9,0,6,406,183,0,0,0,0,0,0,0,0,3,193,41,4,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
UCL112013,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
UCL112014,0,0,0,0,0,0,94,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,75,11,8,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,471,19,15,9,3,0,0,0,0,13,529,459,4,5,0,0,0,0,0,0,7,484,68,4,6,0,0,0,0,0,0,0,77,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,79,5,3,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,543,9,6,0,0,0,0,0,0,8,577,387,0,3,0,0,0,0,0,0,27,429,57,0,0,0,0,0,0,0,0,4,63,12,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,8,80,0,0,0,0,0,0
UCL112015,0,0,0,0,0,0,103,11,0,5,0,0,0,10,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,95,8,7,0,3,0,9,9,0,0,137,0,0,0,0,0,0,0,0,0,11,11,559,29,16,5,7,0,13,8,0,23,657,553,10,4,0,0,0,4,5,0,15,585,112,0,3,0,0,0,0,0,0,0,117,18,4,7,4,0,0,8,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,137,4,5,4,0,0,6,0,0,3,159,0,0,0,0,0,0,0,0,0,10,14,693,7,15,4,0,0,11,5,0,26,761,457,3,0,0,0,0,0,0,0,22,488,74,0,0,0,0,0,0,0,0,3,72,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,3,91,0,0,0,0,0,0
UCL112016,0,5,0,0,0,4,126,17,4,6,0,0,0,9,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,113,29,12,4,0,5,9,5,0,0,167,0,0,0,0,0,0,0,0,0,0,0,436,43,20,0,0,5,7,4,0,18,535,330,3,5,3,0,0,0,0,0,7,347,78,0,4,0,0,0,0,0,0,3,92,19,6,0,0,0,0,5,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,92,8,9,0,3,0,5,7,0,3,122,0,0,0,0,0,0,0,0,0,0,0,427,13,11,3,3,0,5,7,0,11,473,242,4,0,0,0,0,0,0,0,6,258,60,0,0,0,0,0,0,0,0,3,66,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,3,81,0,0,0,0,0,0
UCL112017,0,0,0,0,0,3,128,11,5,8,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,115,19,9,0,0,0,0,3,0,3,155,0,0,0,0,0,0,0,0,0,0,0,846,64,33,4,4,4,6,6,6,27,992,1007,30,15,6,3,3,6,0,0,32,1097,126,6,0,0,0,0,0,0,0,0,131,11,3,4,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,134,11,0,0,0,0,0,6,0,0,152,0,0,0,0,0,0,0,0,0,0,0,1136,37,18,6,3,3,5,6,0,42,1255,958,24,8,0,0,0,0,0,0,41,1026,98,3,0,0,0,0,0,0,0,3,102,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,110,3,0,0,0,0,0,0,0,3,111,3,0,0,0,0,0
UCL112018,3,0,0,0,0,0,71,7,0,8,3,5,5,3,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,58,13,19,3,11,4,3,7,0,0,110,0,0,0,0,0,0,0,0,0,0,0,241,23,28,3,6,4,3,7,0,6,322,217,0,3,0,0,0,0,0,0,3,226,26,0,3,0,0,0,0,0,0,0,33,3,5,3,0,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,246,3,11,0,0,0,5,3,0,3,277,143,0,0,0,0,0,0,0,0,13,157,14,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0
UCL112019,0,0,3,0,0,0,157,16,8,3,7,9,6,21,6,0,3,85,0,0,0,0,0,0,0,0,0,0,0,126,35,26,7,14,7,21,6,0,5,244,0,0,0,0,0,0,0,0,0,0,0,421,55,37,6,14,4,21,6,0,10,578,345,7,3,0,0,0,0,0,0,8,369,56,12,7,0,0,0,5,0,0,0,74,6,6,6,4,4,5,13,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,62,14,10,4,4,3,17,7,0,0,125,0,0,0,0,0,0,0,0,0,0,3,415,22,13,4,4,3,17,6,0,13,495,221,7,0,0,0,0,0,0,0,5,232,48,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,3,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,6,3,0,3,70,0,0,0,0,0,0
UCL113001,0,0,0,0,0,0,34,4,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,0,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,271,8,14,3,0,3,0,4,3,9,318,358,11,3,0,0,0,3,0,0,20,396,21,0,5,0,0,0,0,0,0,3,31,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,391,11,8,0,0,0,5,0,0,19,433,282,13,0,0,0,0,0,0,0,11,309,16,0,0,0,0,0,0,0,0,3,23,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0
UCL113002,0,0,0,0,0,5,45,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,6,0,0,4,57,0,0,0,0,0,0,0,0,0,0,0,273,15,9,0,0,0,6,0,0,16,312,387,3,3,0,0,0,0,0,0,16,415,54,0,0,0,0,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,453,3,4,0,0,0,0,0,0,18,481,267,4,4,0,0,0,0,0,0,14,294,58,0,0,0,0,0,0,0,0,3,63,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,4,76,0,0,0,0,0,0
UCL113003,4,0,0,0,0,0,21,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,94,4,7,0,5,0,4,5,0,9,121,95,0,0,0,0,0,0,0,0,0,95,23,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,3,5,0,0,127,64,0,0,0,0,0,0,0,0,6,64,20,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
UCL113004,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,48,6,8,0,0,0,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,266,20,16,0,0,3,4,0,0,5,316,231,9,0,0,0,0,0,6,0,0,250,30,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,262,9,0,0,0,0,0,6,0,3,281,95,0,0,0,0,0,0,0,0,4,100,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
UCL113005,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,5,3,0,0,0,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,149,11,12,0,0,0,5,0,0,7,182,134,8,0,0,0,0,0,0,0,6,142,10,4,3,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,150,7,4,0,5,0,0,0,0,6,167,103,0,0,0,0,0,0,0,0,7,112,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
UCL113006,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,4,3,94,5,5,0,0,0,0,0,0,10,115,91,3,0,0,0,0,0,0,0,4,96,14,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,102,3,4,0,0,0,0,0,0,4,118,69,3,0,0,0,0,0,0,0,8,80,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
UCL113007,0,0,0,0,0,0,64,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,3,3,394,25,10,0,3,0,0,0,0,6,442,405,14,10,0,0,4,0,0,0,10,445,58,3,3,0,0,0,0,0,0,0,64,9,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,68,3,7,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,476,19,19,0,0,5,0,0,0,8,529,250,13,3,0,0,0,0,0,0,3,270,38,0,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
UCL113008,0,0,0,0,0,3,62,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,6,182,3,3,0,0,0,0,5,0,10,205,192,5,0,0,0,0,0,0,0,9,202,52,0,0,0,0,0,0,0,0,3,55,11,6,5,0,0,0,5,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,55,6,5,0,0,0,5,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,252,7,4,0,0,0,5,0,0,11,276,138,0,0,0,0,0,0,0,0,7,150,23,0,0,0,0,0,0,0,0,3,30,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0
