UCL_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL112002,0,0,0,4,0,0,0,4,19,0,18,0,0,0,4,3,0,3,4,5,0,8,0,6,0,3,0,0,5,7,10,0,21,0,3,4,5,5,3,3,16,27,0,34,0,16,0,21,4,5,6,27,37,0,60,8,38,3,47,3,5,13,62,69,0,131,12,55,8,78,3,8,12,87,65,0,154,46,69,8,128,3,0,12,137,103,5,237,82,74,5,155,0,3,3,160,71,0,239,76,47,0,130,0,0,6,132,54,0,191,65,44,5,114,0,0,0,116,23,0,140,62,23,0,92,0,0,0,90,18,0,105,131,31,6,169,0,0,0,169,28,0,202,46,10,5,59,0,0,0,62,21,0,79,29,7,0,36,0,0,0,36,9,0,43,11,6,0,9,0,0,0,9,3,0,18,13,3,5,22,3,0,0,25,0,0,25,53,27,5,82,6,0,3,84,44,0,137,8,4
UCL112003,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,0,0,3,3,0,5,0,3,0,3,0,6,6,4,12,0,14,0,4,4,7,0,0,4,10,17,0,29,0,8,6,9,0,0,0,9,38,0,46,0,27,12,38,5,0,0,41,68,0,107,4,41,23,68,0,4,10,76,56,0,131,19,52,10,79,0,0,0,79,86,0,166,28,49,18,88,5,4,9,95,66,0,158,36,49,10,91,0,0,0,94,54,0,156,30,41,9,80,0,0,0,82,17,0,99,35,17,4,55,0,0,0,55,33,0,88,70,36,0,108,0,0,0,108,25,0,132,35,12,0,44,0,0,4,50,16,0,65,19,8,0,27,0,0,0,27,8,0,35,10,0,0,10,0,0,0,10,3,0,13,19,6,0,26,0,0,0,26,5,0,31,29,32,10,73,0,3,3,69,28,0,100,0,0
UCL112004,0,0,0,0,0,0,4,3,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,4,5,0,0,0,5,5,0,13,0,12,5,13,0,0,0,15,21,0,31,0,15,0,11,0,0,3,18,19,0,32,11,19,4,31,0,3,3,34,21,0,57,7,19,0,31,0,0,0,32,47,0,78,29,27,3,48,0,6,3,52,33,0,89,23,23,0,54,0,0,0,49,38,0,86,24,27,0,53,3,0,3,54,25,0,80,21,12,4,37,0,0,0,37,26,0,61,41,26,9,72,0,0,0,72,22,0,89,22,12,3,36,0,0,0,39,13,0,52,20,5,0,25,0,0,0,25,8,0,31,4,7,0,13,0,0,0,13,0,0,8,21,10,0,34,0,0,0,34,9,0,37,16,7,3,27,0,0,0,30,21,4,56,0,0
UCL112005,0,0,0,3,0,0,0,0,19,0,15,0,4,0,4,0,0,0,4,5,0,5,0,0,0,4,0,0,3,7,10,0,17,0,8,4,16,3,0,3,19,38,0,55,0,10,0,10,0,3,12,26,59,0,80,5,32,15,46,10,7,14,62,89,0,154,16,49,16,71,6,4,11,80,99,8,186,28,54,12,96,7,0,5,102,107,4,215,35,55,10,102,0,0,0,101,103,5,205,28,49,9,79,3,0,5,83,62,0,143,28,22,8,62,0,3,3,66,29,0,97,22,18,5,49,0,5,3,50,26,0,78,49,30,9,89,0,0,0,90,14,0,102,19,6,7,35,0,4,4,34,6,0,44,11,12,4,22,0,0,0,22,0,0,29,3,0,0,7,0,0,0,7,0,0,4,4,6,0,14,0,0,0,14,8,0,16,23,16,4,48,0,0,5,48,38,5,90,3,0
UCL112006,0,0,6,0,0,0,0,3,19,0,28,0,0,0,0,0,0,0,0,3,0,3,0,5,0,6,3,3,6,13,10,0,31,0,7,0,3,0,3,3,13,22,0,33,3,15,3,24,0,7,6,28,50,0,83,4,30,8,42,5,6,16,60,84,0,144,10,57,10,81,0,0,7,90,78,0,172,56,75,8,133,5,0,4,138,72,0,214,120,75,13,212,0,4,0,211,71,0,282,84,48,5,139,3,0,3,142,46,6,188,80,28,9,118,3,3,3,124,37,0,158,65,19,5,90,3,0,3,89,25,4,118,110,22,4,138,3,0,3,145,20,0,162,47,6,0,56,0,0,0,52,19,0,69,26,5,0,30,0,0,3,32,8,0,39,15,0,0,16,0,0,0,16,0,0,24,20,3,0,22,0,0,0,22,8,0,27,49,15,9,70,3,0,7,76,46,3,124,7,3
UCL112007,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,3,0,10,3,8,0,7,0,0,0,13,4,0,13,4,5,0,7,0,0,3,8,8,0,21,3,7,0,11,0,0,0,11,7,0,15,11,3,0,16,0,0,0,16,5,0,19,3,0,0,8,0,0,0,8,0,0,5,11,7,0,13,0,0,0,13,0,0,18,15,0,0,23,0,0,0,22,0,0,23,3,0,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,13,0,0,0,13,12,0,21,0,0
UCL112008,3,0,0,3,0,0,0,4,9,0,15,0,0,0,0,0,0,0,0,4,0,8,0,3,0,4,0,0,0,4,6,0,15,0,6,4,7,0,0,0,4,13,0,18,0,12,0,8,0,3,3,15,31,0,40,0,15,8,34,0,0,0,32,48,0,78,13,37,6,57,0,0,7,62,44,3,108,17,37,6,65,0,0,0,67,83,0,148,30,30,5,69,0,0,0,69,76,0,142,23,27,3,52,0,0,0,52,39,0,95,27,9,4,43,0,0,0,43,21,0,61,23,6,4,36,0,0,0,36,13,4,55,28,11,0,40,0,0,0,40,12,0,50,14,3,0,22,0,0,0,20,8,0,26,3,8,0,9,0,0,0,9,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,15,17,4,39,0,0,0,38,39,3,80,0,4
UCL112009,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,7,0,10,0,5,0,0,0,0,0,4,3,0,9,0,4,0,3,0,9,8,13,14,0,29,0,8,0,8,5,3,3,16,39,0,49,5,33,0,36,0,3,7,40,50,0,92,9,38,6,56,0,8,9,59,47,0,114,25,43,0,71,0,4,4,75,64,0,140,46,37,7,91,4,0,0,94,66,0,157,51,38,7,98,0,0,4,104,36,0,137,34,25,0,64,0,0,0,64,30,0,96,36,10,0,47,0,0,3,51,16,0,69,74,16,3,94,0,0,0,92,27,0,127,34,13,4,52,0,0,0,51,5,0,55,18,3,0,25,0,0,0,22,5,0,25,6,0,0,7,0,0,0,6,0,0,13,7,0,0,12,0,0,0,12,3,0,13,20,12,5,39,0,0,0,40,28,0,68,0,0
UCL112010,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,6,0,11,0,6,0,6,0,0,0,5,18,0,22,0,4,0,4,0,7,5,12,30,0,42,9,15,3,21,4,0,9,25,26,0,55,7,34,6,41,0,0,0,42,30,0,72,21,29,5,55,0,0,0,58,38,0,98,43,33,0,72,0,0,0,73,34,0,111,20,11,3,42,0,0,0,41,31,0,73,28,15,0,43,0,0,0,43,15,0,64,24,6,4,37,0,0,0,39,8,0,52,60,15,5,74,0,0,0,75,20,0,90,23,3,0,23,0,0,0,23,0,0,25,13,0,0,13,0,0,0,20,3,0,20,12,3,0,18,0,0,0,18,0,0,15,6,0,0,12,0,0,0,10,4,0,13,30,13,3,41,0,0,0,45,20,4,61,0,0
UCL112011,0,4,0,4,0,0,0,3,9,0,15,0,0,0,6,0,0,0,6,7,0,4,0,3,0,3,0,4,4,10,9,0,15,0,0,4,9,3,6,7,19,31,0,47,0,10,3,14,5,5,9,19,39,0,58,3,26,6,39,3,4,13,51,62,0,112,14,35,12,61,5,8,8,72,81,0,151,25,41,11,82,0,6,3,86,80,0,170,36,40,9,89,0,3,7,97,61,0,163,44,29,5,68,0,0,0,75,56,0,126,31,16,7,54,4,0,0,55,28,0,84,25,21,3,48,0,0,0,44,15,0,67,53,15,6,72,0,0,4,79,26,0,103,19,15,0,32,5,0,5,39,6,0,40,14,3,0,15,0,0,0,15,0,0,20,6,0,0,9,0,0,0,9,0,0,6,5,4,0,7,0,0,0,12,6,0,16,21,14,3,35,0,0,4,39,35,0,73,0,0
UCL112012,0,0,4,5,0,0,0,3,8,0,13,0,0,0,0,3,0,3,3,8,0,13,0,0,0,0,0,0,0,5,19,0,19,0,7,0,6,3,5,11,20,23,0,44,0,6,5,13,4,7,9,18,60,0,77,5,45,8,59,0,18,19,73,76,0,150,16,62,7,85,3,11,9,93,91,0,184,48,74,3,123,5,4,8,131,100,0,235,64,60,6,128,5,4,5,132,81,0,214,66,47,6,117,0,0,0,121,70,0,194,70,32,6,104,0,0,4,109,39,0,147,46,23,4,76,0,0,0,72,25,0,104,58,34,5,95,0,0,0,100,30,0,126,40,11,6,56,0,0,0,56,12,0,72,19,9,6,31,0,0,0,30,0,0,35,8,0,0,10,0,0,0,10,4,0,11,15,4,0,24,0,0,0,22,4,0,33,41,31,3,79,0,7,7,83,41,0,126,0,3
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0,6,0,0,0,6,0,0,6,0,4,0,4,0,0,0,3,0,0,9,0,0,0,3,0,0,0,3,0,0,0,7,3,0,3,0,0,0,5,6,0,14,0,0,3,6,0,0,0,6,3,0,6,6,0,0,6,0,0,0,6,6,0,7,3,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0
UCL112014,0,0,0,0,6,0,4,9,13,0,17,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,4,7,0,10,0,0,0,0,0,0,0,3,14,0,17,0,8,0,6,0,0,0,11,36,0,45,0,23,4,26,0,3,8,35,53,0,85,11,40,5,52,3,4,5,62,52,0,111,27,32,9,65,0,4,4,71,69,0,135,31,38,6,69,0,0,0,73,55,0,127,36,24,7,73,3,3,4,78,41,0,125,32,20,0,49,0,0,0,49,29,0,73,24,15,4,45,0,0,0,45,25,0,64,40,11,0,55,0,0,0,55,27,0,82,23,5,4,34,0,0,0,34,15,0,43,12,11,4,21,0,0,0,21,5,0,26,3,4,0,10,0,0,0,10,3,0,11,8,5,0,13,0,0,0,19,4,0,16,22,9,8,39,0,3,5,43,25,3,74,0,0
UCL112015,0,0,0,3,7,3,9,10,12,0,19,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,4,9,15,0,22,0,4,0,4,3,3,5,8,25,0,38,0,16,0,19,3,5,9,28,69,0,105,6,48,7,61,3,0,3,67,108,0,172,10,62,13,86,0,10,11,96,100,0,199,39,88,9,133,4,4,4,138,127,0,266,60,66,13,136,6,8,12,145,91,0,234,65,52,6,127,5,0,9,132,81,0,212,49,26,9,80,0,0,0,80,34,0,116,51,25,0,75,0,0,0,77,25,0,102,68,21,6,95,0,0,0,95,23,0,118,28,15,0,40,0,0,0,40,12,0,55,17,4,0,20,0,0,0,20,6,0,27,8,0,0,8,0,0,0,8,8,0,12,10,4,5,20,0,0,0,20,8,0,19,33,27,3,60,0,0,0,62,38,0,103,0,5
UCL112016,0,0,0,0,3,0,3,3,22,0,24,0,3,0,3,0,0,0,3,7,0,9,0,4,0,4,3,0,3,9,14,0,21,0,7,3,12,4,0,4,16,35,0,50,0,15,0,15,6,0,8,18,47,0,70,8,40,3,50,3,8,12,63,88,0,158,22,71,0,92,4,3,13,104,75,3,185,37,76,4,124,5,5,4,130,82,0,209,85,57,8,152,5,0,4,155,68,0,223,81,48,3,137,0,5,5,136,56,0,192,79,23,0,109,0,0,0,108,35,0,147,75,20,0,96,0,0,0,93,15,0,110,118,24,5,149,3,0,4,152,38,0,188,46,3,0,53,0,0,0,57,11,0,68,42,3,0,44,0,0,0,44,8,0,52,12,3,0,13,0,0,0,13,0,0,16,21,5,0,32,0,0,0,31,7,0,38,32,23,5,59,4,0,5,63,36,3,103,0,0
UCL112017,0,0,4,7,0,6,6,8,15,0,25,0,0,0,0,0,0,0,0,10,0,10,4,3,0,3,4,0,4,6,13,0,20,0,15,0,12,4,3,4,22,24,0,43,0,22,4,29,6,5,10,33,72,0,108,9,49,6,66,4,4,8,76,108,4,188,20,76,7,104,0,9,12,114,85,3,206,41,102,3,152,5,3,7,156,134,0,289,83,86,6,167,0,0,3,170,142,0,316,86,71,6,166,4,5,7,176,80,0,259,60,36,3,104,0,0,3,106,44,0,151,73,30,8,110,0,0,0,110,29,0,144,124,38,4,162,0,0,0,158,45,0,205,36,9,3,48,0,0,0,48,7,0,53,16,4,0,21,0,0,0,25,5,0,27,11,0,0,11,0,0,0,14,0,0,14,23,6,0,33,0,0,0,32,9,0,39,57,32,3,95,0,0,0,97,32,4,136,0,3
UCL112018,4,0,0,4,0,3,5,10,20,5,32,0,3,0,3,0,0,0,8,7,0,11,0,6,0,6,4,7,6,13,18,0,33,0,5,0,10,6,5,11,20,36,0,55,3,17,7,30,9,9,19,44,78,0,122,10,41,9,55,18,13,32,85,97,0,190,18,71,7,102,5,11,21,123,110,0,232,44,58,12,119,8,6,10,129,126,0,255,97,83,5,182,3,11,13,198,106,0,301,97,43,13,147,4,0,5,151,72,5,223,59,40,0,97,0,0,0,97,28,0,126,52,22,6,79,0,0,0,79,24,0,102,89,24,8,118,0,3,3,120,31,0,152,40,6,0,44,0,0,0,44,11,0,51,16,5,0,17,0,0,0,22,0,0,19,5,0,0,5,0,0,0,5,4,0,6,8,0,0,11,0,0,0,11,12,0,25,36,15,7,59,4,3,5,60,43,8,114,3,3
UCL112019,0,3,0,6,4,0,4,3,30,0,33,0,6,0,4,0,0,0,3,4,0,11,0,7,0,13,6,4,4,19,28,0,43,0,14,0,16,3,0,4,24,42,0,67,0,24,3,29,3,4,11,46,97,0,142,3,62,9,75,12,20,32,100,138,0,239,25,80,8,113,11,3,13,121,99,4,227,48,96,10,152,5,3,9,158,121,0,282,82,84,6,173,0,0,5,178,113,0,288,91,57,13,156,3,0,0,164,80,0,247,78,35,6,120,0,0,0,120,44,0,169,98,30,6,131,4,0,4,138,26,0,165,132,35,0,171,0,0,0,175,38,0,207,56,14,6,66,0,0,0,67,20,0,89,34,5,0,48,0,0,0,48,4,0,46,12,0,0,12,0,0,0,12,9,0,24,33,6,0,41,0,0,0,41,4,0,45,67,34,6,105,4,4,4,110,40,7,154,0,0
UCL113001,0,0,0,0,0,0,0,4,9,0,10,0,0,0,0,0,0,0,0,7,0,7,0,6,0,6,0,4,3,8,5,0,13,0,0,0,0,0,0,0,0,8,0,11,0,3,0,11,0,0,8,14,26,3,45,0,17,6,28,0,0,3,25,43,0,67,8,36,4,45,0,0,0,52,39,0,87,17,48,4,68,0,0,0,68,72,0,140,31,48,0,84,5,0,5,87,63,0,149,30,35,3,70,0,0,3,72,37,0,106,26,25,0,51,5,0,5,56,18,0,72,25,7,0,38,0,0,0,36,16,0,57,35,17,0,54,0,0,0,54,16,0,72,21,5,0,21,0,0,0,21,7,0,31,7,0,0,12,0,0,0,12,0,0,12,5,0,0,3,0,0,0,3,5,0,4,10,6,0,10,0,0,0,10,0,0,12,28,14,6,44,0,4,5,46,30,3,76,0,0
UCL113002,0,0,4,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,6,3,0,11,0,0,0,0,0,0,0,5,9,0,16,0,0,0,0,0,4,4,8,24,0,36,0,23,0,26,0,3,3,32,27,0,56,10,25,3,35,0,0,0,37,29,0,66,8,28,3,39,0,0,0,40,39,0,77,17,21,6,42,0,0,0,43,40,0,85,27,9,0,45,0,0,0,45,25,0,73,19,7,5,22,0,0,0,22,20,0,42,10,7,0,18,0,0,0,18,12,0,30,26,13,0,40,0,0,0,39,7,0,48,3,4,0,7,0,0,0,7,3,0,11,9,0,0,7,0,0,0,7,0,0,7,3,0,0,5,0,0,0,5,0,0,5,6,0,0,5,0,0,0,4,5,0,11,8,10,0,24,0,0,0,24,14,4,38,0,3
UCL113003,0,0,0,0,0,3,5,0,13,0,23,0,4,0,4,0,0,0,4,3,0,6,0,0,0,0,0,0,0,8,8,0,14,0,8,3,12,4,0,0,16,22,0,36,0,11,7,14,0,0,3,23,42,0,60,3,23,0,32,3,3,7,33,47,0,84,15,32,5,55,3,4,6,57,41,0,101,19,26,5,55,0,3,6,55,74,0,127,40,33,7,74,0,0,0,74,45,0,120,33,22,3,59,0,0,0,59,42,0,99,26,10,5,45,0,0,0,45,18,0,57,34,5,5,36,0,0,0,36,20,0,60,50,15,4,67,0,0,0,65,20,0,89,16,4,0,19,0,0,0,19,4,0,27,17,6,0,21,0,0,0,21,0,0,21,8,0,0,12,0,0,0,12,5,0,12,0,0,0,6,0,0,0,6,3,0,7,27,9,6,35,8,0,5,40,32,0,72,3,0
UCL113004,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,6,0,8,0,4,5,5,0,0,0,5,14,0,22,0,13,0,16,0,3,6,22,14,0,34,0,9,0,10,0,0,0,18,14,0,29,0,17,6,19,0,0,0,19,14,0,36,9,13,0,18,0,0,0,23,17,0,38,13,9,0,19,0,0,0,19,5,0,27,5,11,0,26,0,0,0,25,7,0,35,10,7,3,18,0,0,0,18,0,0,21,19,6,4,22,0,0,0,22,13,0,36,0,0,0,3,0,0,0,3,6,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,0,12,0,0,0,12,5,0,15,7,13,0,18,0,0,0,18,14,0,33,0,0
UCL113005,0,0,0,0,0,0,0,0,15,0,11,0,4,0,4,0,0,4,7,0,0,9,0,0,0,0,0,0,0,0,9,0,13,0,6,0,9,3,3,6,20,23,0,43,0,8,0,7,4,8,10,17,54,0,70,3,23,7,30,4,0,6,42,69,0,106,11,35,4,51,4,6,7,56,65,0,123,24,38,6,67,0,3,4,69,69,0,141,43,54,3,99,0,0,0,101,76,0,172,33,24,0,67,0,0,0,67,36,0,102,20,16,5,36,0,0,0,36,21,0,66,22,12,0,35,0,0,0,38,14,4,50,38,14,3,59,0,0,0,59,13,0,72,11,5,0,17,4,0,4,18,7,0,21,7,5,0,9,0,0,0,9,5,0,11,4,0,0,0,0,0,0,0,5,0,3,5,4,0,8,0,0,0,8,0,0,8,13,17,7,38,0,0,3,39,34,0,72,4,0
UCL113006,0,0,0,0,0,0,0,0,6,0,10,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,7,0,6,0,4,0,7,3,0,11,11,16,0,32,0,4,4,10,3,8,8,17,41,0,64,6,20,5,30,3,0,3,32,51,0,80,6,25,4,35,5,3,8,42,49,0,92,12,18,7,36,0,3,9,34,59,0,99,24,23,4,51,0,4,3,58,44,0,102,27,20,6,48,4,3,8,51,35,0,89,21,6,3,36,0,0,0,34,19,0,48,16,6,0,25,0,0,0,24,4,0,28,18,11,0,29,0,0,0,29,16,0,42,13,0,0,16,0,0,0,15,4,0,16,6,0,0,6,0,0,0,6,5,0,11,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,9,23,0,0,0,27,24,4,52,0,0
UCL113007,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,10,3,0,8,0,0,0,5,0,0,0,3,3,0,13,0,10,4,16,0,3,3,23,14,0,31,3,5,5,20,0,0,0,20,13,0,30,3,14,0,18,0,0,0,20,15,0,38,9,19,0,30,0,4,4,34,25,0,58,11,20,6,34,0,0,0,34,12,0,54,17,7,0,22,0,0,0,26,9,0,31,24,10,0,38,0,0,0,38,7,0,42,38,10,0,47,0,0,0,47,16,0,55,15,4,0,17,0,0,0,17,8,0,28,15,0,0,13,0,0,0,13,6,0,18,5,0,0,3,0,0,0,3,0,0,3,9,5,0,17,0,0,0,14,5,0,18,19,14,0,37,0,0,0,37,8,0,42,0,0
UCL113008,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,8,3,0,8,0,5,0,5,0,3,4,13,15,0,26,0,3,3,8,4,3,6,13,27,0,41,0,16,4,24,3,0,3,28,34,0,62,4,23,4,30,0,0,0,34,43,0,75,15,32,3,46,0,3,3,51,52,0,106,19,10,4,31,0,0,0,31,40,0,71,25,18,6,43,0,0,0,43,28,0,76,17,9,5,31,0,0,0,29,15,0,42,12,6,0,14,0,0,0,14,10,0,26,21,3,0,25,0,0,0,29,10,0,41,7,0,0,12,0,0,0,12,7,0,18,8,0,0,7,0,0,0,8,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,8,9,6,0,14,0,0,0,15,17,0,34,0,0
